"","GO_Biological_Process_2023.stat","GO_Biological_Process_2023.pval","GO_Biological_Process_2023.p.adj","GO_Biological_Process_2023.num.genes","GO_Biological_Process_2023.gene.vals"
"BMP Signaling Pathway (GO:0030509)",-0.00687854144442446,0.856336373911874,0.966675127307181,58,"TGFBR3:296, GDF2:498, RGMB:664, BMP6:1008, INHBE:1104, BMP4:1474, GDF3:1761, BMP3:2038, INHBC:2474, INHBA:2641, AMHR2:2841, SLC39A5:2987, PPARG:3108, SMAD4:3884, RGMA:4154, HIVEP1:4353, RUNX2:4523, GDF5:4890, BMP10:6016, INHBB:6076, MEGF8:6182, LEFTY2:6269, SCX:6449, LEFTY1:6546, BMP2:6657, NODAL:6893, MAPK3:7712, BMP15:7784, TMEM100:8013, NOG:8063, GDF9:8603, CHRD:8706, SMAD6:8870, BMPR1A:8992, PDCD4:9159, SMAD5:9969, GDF10:10108, USP15:10209, SMURF1:10214, ACVR2B:10230, TGFB2:10885, TGFB3:11144, ENG:11421, BMP7:11512, GDF7:11663, HJV:11747, GDF1:11981, ACVR2A:12266, DLX5:12813, TGFB1:13148, HFE:13189, GARS1:13263, ACVRL1:13571, BMPR2:14193, SMAD9:15026, BMPR1B:15290, FAM83G:15417, DDX5:15531"
"C-terminal Protein Amino Acid Modification (GO:0018410)",0.110419759555206,0.204791679610217,0.698363533382025,11,"AGTPBP1:1053, ICMT:1174, ATG16L1:3379, AGBL5:4348, ATG12:5447, AGBL4:5807, LCMT1:7730, ATG5:7960, GPLD1:8345, ATG7:11603, FOLH1:12070"
"C-terminal Protein Deglutamylation (GO:0035609)",0.138211056884551,0.338384156744387,0.793977208212736,4,"AGTPBP1:1053, AGBL5:4348, AGBL4:5807, FOLH1:12070"
"C-terminal Protein Lipidation (GO:0006501)",0.0130410432834627,0.928022651185227,0.98432337913601,4,"ATG16L1:3379, ATG5:7960, GPLD1:8345, ATG7:11603"
"C4-dicarboxylate Transport (GO:0015740)",0.0412697141942199,0.620614899864892,0.90350529058958,12,"SLC25A12:3252, SLC13A2:4080, SLC25A13:4857, SLC13A5:5129, SLC25A18:5566, LRRC8E:5913, SLC1A1:7489, SLC25A10:8970, UCP2:9726, SLC1A6:10089, SLC25A22:11170, SLC25A11:12252"
"CD4-positive, Alpha-Beta T Cell Activation (GO:0035710)",0.100112017922868,0.438175239661221,0.838092614993128,5,"RSAD2:2600, HMGB1:3978, TNFSF4:4082, NKG7:8028, STOML2:13448"
"CD40 Signaling Pathway (GO:0023035)",0.0554348820193891,0.611518895108532,0.897909728249098,7,"PHB2:347, TNIP2:2711, CD86:4418, RNF31:5915, ITGA5:9218, ITGB1:13118, CD40LG:14230"
"CENP-A Containing Chromatin Assembly (GO:0034080)",-0.0493318396415139,0.675598140009307,0.922484231720767,6,"NASP:449, HJURP:1601, CENPI:2543, CENPW:11121, MIS18A:13565, OIP5:13919"
"COPI Coating Of Golgi Vesicle (GO:0048205)",0.13158905424868,0.30818404729344,0.780155892937739,5,"TMED2:1044, TMED10:3888, ARFGAP3:4924, TMED9:7300, GBF1:12461"
"COPI-coated Vesicle Budding (GO:0035964)",0.13158905424868,0.30818404729344,0.780155892937739,5,"TMED2:1044, TMED10:3888, ARFGAP3:4924, TMED9:7300, GBF1:12461"
"COPII Vesicle Coating (GO:0048208)",0.128282828282828,0.0595741918194352,0.513496825215122,18,"TRAPPC11:933, TMED2:1044, PEF1:1578, CUL3:2487, TMED10:3888, KLHL12:3930, TRAPPC1:4213, TRAPPC6A:4220, PDCD6:4390, TRAPPC5:4922, PPP6C:5749, TRAPPC8:7155, TRAPPC3:7957, TRAPPC4:8115, TRAPPC2:8135, PREB:9509, TRAPPC2L:14639, TRAPPC12:14739"
"COPII-coated Vesicle Budding (GO:0090114)",0.0536459832148434,0.279217811239913,0.760517075613522,34,"TRAPPC11:933, TMED2:1044, PEF1:1578, CSNK1D:1811, TBC1D20:2328, CUL3:2487, SEC24D:3403, SEC24C:3424, TMED10:3888, KLHL12:3930, TRAPPC1:4213, TRAPPC6A:4220, PDCD6:4390, TRAPPC5:4922, SEC23A:5665, PPP6C:5749, VAPA:6235, TRAPPC8:7155, SAR1A:7239, TRAPPC3:7957, TRAPPC4:8115, TRAPPC2:8135, SH2D2A:8669, MIA3:9207, SEC24A:9404, PREB:9509, SEC13:9740, SEC31A:11049, SEC31B:13129, SEC23B:13260, TRAPPC2L:14639, TRAPPC12:14739, VAPB:15755, SEC24B:15905"
"COPII-coated Vesicle Cargo Loading (GO:0090110)",-0.038615507790848,0.629779338265586,0.907249841675688,13,"SEC24B:98, SEC23B:2743, SEC31B:2874, SEC31A:4954, SEC13:6263, SEC24A:6599, MIA3:6796, SH2D2A:7334, SAR1A:8764, SEC23A:10338, SEC24C:12579, SEC24D:12600, TBC1D20:13675"
"CRD-mediated mRNA Stabilization (GO:0070934)",0.0919314816297127,0.314119408418121,0.784279598033751,10,"PABPC1:1210, PAIP1:1548, IGF2BP2:2139, HNRNPU:2677, DHX9:4249, IGF2BP1:4751, HNRNPD:10488, IGF2BP3:11446, YBX1:13462, SYNCRIP:13524"
"Cdc42 Protein Signal Transduction (GO:0032488)",-0.00801320528211286,0.937442424078509,0.986511675963868,8,"RHOBTB1:2179, RHOV:5642, NTN1:6249, WAS:8538, SHTN1:9246, RHOU:9440, RHOBTB2:10429, RHOJ:11069"
"DNA Alkylation (GO:0006305)",-0.0428945120649157,0.565208820359771,0.88148693701157,15,"SPOCD1:944, MTRR:948, BAZ2A:2090, PPM1D:4002, GATAD2A:4065, DNMT3A:5061, KMT2E:5652, DNMT3B:6424, BEND3:8569, EHMT1:8766, ATRX:9688, DNMT3L:11950, HELLS:12533, EHMT2:14068, FOS:14727"
"DNA Biosynthetic Process (GO:0071897)",-0.0254764955553776,0.724258908709682,0.936274321699533,16,"WRN:1125, HROB:1746, POLL:2295, POLH:3091, POLDIP2:4929, POLD1:5491, SIRT1:6139, POLE:7639, POLD2:8131, POLA1:9559, POLD3:10000, WRNIP1:10390, RRM2B:12128, TYMS:12442, RFC3:12885, RRM1:13187"
"DNA Catabolic Process (GO:0006308)",-0.0212922173274596,0.754514243836181,0.943104159846,18,"FBH1:240, MUS81:1965, TREX2:3231, DNASE1L1:3660, DNASE1L2:4427, DNASE1:5093, TREX1:6351, REXO4:6752, DFFB:7108, DNASE2B:7493, DICER1:8307, CECR2:10146, EXOG:10507, ISG20:10757, FOXL2:11157, DNASE2:12313, DNASE1L3:13693, ENDOG:14255"
"DNA Conformation Change (GO:0071103)",0.0275740110034058,0.751509787852045,0.943104159846,11,"TOP2A:674, ERCC3:3342, TOP1:3461, HMGB1:3978, TOP3A:6827, HMGB3:8269, HMGB2:8590, TOP2B:8629, HHEX:12732, TOP3B:13189, MTERF1:13754"
"DNA Cytosine Deamination (GO:0070383)",-0.07896,0.635725110186798,0.909287733922609,3,"CDADC1:4805, APOBEC3H:7634, APOBEC3C:7691"
"DNA Damage Checkpoint Signaling (GO:0000077)",0.0384551718429929,0.45884696603463,0.843435989890611,31,"CEP63:131, MAP3K20:469, TIPRL:1086, CDC5L:2023, DONSON:2339, H2AX:2654, HUS1:2671, CHEK1:2815, USP28:3170, FBXO6:3347, NBN:3395, ZNF830:3451, ATRIP:3790, CHEK2:4285, PARP9:4666, STK33:5980, PRPF19:7497, HINFP:8154, TP53BP1:10294, UFL1:10819, CLOCK:10830, RHNO1:11602, ATR:11856, CLSPN:13141, E2F1:13212, INTS7:13235, ERCC6:13812, RAD17:14053, RAD9A:14384, DOT1L:14846, ERCC4:15592"
"DNA Damage Response (GO:0006974)",-0.0240568411613458,0.119189425339965,0.616899734612613,360,"MUTYH:38, SHLD1:103, FBH1:240, STK11:364, ERCC4:411, RAD51D:427, SLX4:462, KMT5C:585, NCOA6:590, ZNF668:597, PIDD1:642, GADD45A:666, SHLD2:772, FLYWCH1:887, FANCG:898, SLX1A:904, NFAT5:932, MSH6:1021, ASH2L:1030, XRCC2:1100, WRN:1125, TAOK2:1130, DOT1L:1157, PWWP3A:1187, RECQL:1194, TTC5:1199, RNF168:1268, TANK:1331, TRAIP:1341, MCM9:1397, SPIDR:1416, YAP1:1443, SLF2:1448, OGG1:1498, KIN:1521, SMARCAL1:1540, RBBP5:1541, RAD9B:1572, RAD9A:1619, POLQ:1638, FSCN1:1720, HROB:1746, PARP1:1770, TNFSF13B:1803, RECQL4:1825, ARMT1:1828, PNKP:1835, CDKN1A:1862, MAPT:1922, RAD17:1950, RNF169:1954, MUS81:1965, KMT5B:2075, MASTL:2103, TIMELESS:2107, UBQLN4:2120, MMS19:2154, RPS3:2223, USP45:2276, MCL1:2317, SUV39H1:2371, BCL2:2422, PARP4:2438, RFC4:2511, MSH3:2524, EID3:2665, SIRT7:2719, FBXO31:2738, E2F1:2791, ZRANB3:2807, RBBP8:2810, WDHD1:2823, SIRT4:2839, APC:2840, CBX1:2953, ZBTB4:2975, UPF1:3039, ZBTB40:3064, NRDE2:3088, POLH:3091, BRAT1:3106, RFWD3:3158, KDM1A:3168, ZBTB1:3174, MLST8:3223, ETAA1:3242, PARP2:3257, SHPRH:3301, USP47:3346, WDR48:3392, ALKBH1:3412, FOXE1:3414, RAD18:3437, POLI:3535, PML:3731, POLE3:3748, UBR5:3796, HMCES:3842, MBD4:3867, TENT4A:3931, RECQL5:3946, NABP2:3992, POLB:4025, MACROD2:4039, HDGFL2:4062, SPDYA:4092, XPC:4125, ATR:4147, HPF1:4216, PRKDC:4248, WNT1:4271, NFATC2:4424, NEK4:4446, CDKN2AIP:4459, APLF:4494, TLK2:4505, CBX3:4550, CRADD:4552, RBM24:4673, ING2:4689, ALKBH3:4705, MRE11:4710, OARD1:4713, MAPK15:4729, CUL4A:4806, PSME4:4835, SMG1:5039, USP10:5048, FAM111A:5082, RAD51AP1:5113, UNG:5188, BATF:5403, BABAM1:5413, ZC3H12A:5421, APEX1:5434, RAD51C:5477, POLD1:5491, DDX11:5555, TDP1:5673, TP53BP1:5709, ZDHHC16:5711, DYRK2:5716, FMR1:5814, SMARCA5:5851, BCLAF1:5867, ABL1:5899, ALKBH7:5905, NSMCE1:5953, MTOR:5959, MCM7:5991, CUL4B:5997, NPM1:6019, CTLA4:6068, SIRT1:6139, INIP:6189, TIGAR:6245, SUSD6:6279, FANCC:6337, MCM10:6339, TREX1:6351, POLE2:6393, RAD51B:6446, ALKBH8:6464, FANCA:6565, PAK1:6579, TOPBP1:6659, IRF7:6702, REXO4:6752, UVRAG:6771, CBX5:6798, IKBKG:6850, RFC2:6896, XRCC3:6916, ATM:6995, ENDOV:7050, FNIP2:7109, FEN1:7135, HELB:7232, BLM:7273, LIG1:7280, TNFRSF1B:7325, MEN1:7446, SLF1:7520, RPA3:7542, TRRAP:7545, PPP4R3B:7622, CCNK:7668, MAPK3:7712, CHCHD6:7721, NIPBL:7730, ANKLE1:7736, DDIT3:7760, MRNIP:7803, BRSK1:7831, IRF3:7834, HINFP:7849, RPA1:7946, PRKCD:7969, FANCF:8033, CHD1L:8045, INTS3:8048, PSEN1:8051, TAOK3:8082, BCL2L1:8200, NUDT1:8222, MGMT:8331, MCM8:8501, BRCA1:8509, WDR76:8656, ERCC1:8681, TAF9:8854, UBA7:8892, NOP53:8922.5, SUMO1:8941, GTF2H1:8956, RTEL1:8960, VCPIP1:8963, TAOK1:9021, PRAP1:9078, TOPORS:9091, HTRA2:9111, MORC2:9175, YY1:9187, ZBTB38:9211, RAD51:9234, BCL2L11:9299, RBBP6:9389, PPP4R3C:9423, POLA1:9559, WAC:9687, ATRX:9688, RMI2:9694, STXBP4:9735, BABAM2:9840, LYN:9882, VCP:9902, PARK7:9964, TRIP12:9976, BID:10013, IKBKE:10078, CCND1:10093, ATF2:10138, FANCL:10150, CENPS:10152, XRCC5:10189, TRIM28:10191, SFN:10292, OTUB1:10322, PPP4R3A:10325, HIC1:10328, DCUN1D5:10369, METTL3:10427, NAE1:10467, CIB1:10589, CRY1:10626, MACROH2A1:10700, FOXO1:10815, GRB2:10897, CSNK1E:10948, PCLAF:10971, ZNF385A:11035, UBE2E2:11042, MAD2L2:11068, TAF1:11108, TICRR:11198, DDB2:11378, BCL6:11606, CASP9:11654, BTG2:11683, CHEK2:11718, SAMHD1:11749, XIAP:11759, MAPK14:11776, PHF1:11810, BCL3:11844, RFC5:11883, PLK3:11884, FBXO5:12098, TP53:12100, RRM2B:12128, TRAPPC13:12169, SETD7:12174, ATRIP:12213, RPTOR:12363, NSMCE4A:12400, NKX3-1:12418, BOK:12495, BAK1:12563, FBXO6:12656, ERCC3:12661, TP73:12728, BARD1:12786, EP400:12796, USP28:12833, MAPK12:12854, RFC3:12885, VAV3:13016, KAT5:13022, INSL6:13092, SMC1A:13107, SLFN11:13110, MNAT1:13126, RRM1:13187, CHEK1:13188, BACH1:13231, HUS1:13332, H2AX:13349, ASF1A:13378, IER3:13384, MACROD1:13446, RAD50:13546, MAP2K6:13655, XPA:13719, RNF8:13850, GNL1:13874, APBB1:13943, GTF2H3:14015, MYC:14019, ACER2:14080, DEPDC1B:14167, HLTF:14219, HERC2:14224, SPINDOC:14249, ENDOG:14255, BCL2A1:14270, BCL2L2:14278, NSMCE3:14329, SPRTN:14373, UBE2T:14438, NPAS2:14464, MAPKAPK2:14584, VRK1:14613, USP3:14666, PAXX:14765, USP16:14819, MSH2:14843, FBXO45:14863, MTREX:14988, NABP1:14995, BAX:15000, PDS5A:15009, CASP2:15106, SMC6:15268, SMC5:15312, TOP2A:15329, EPHA2:15346, CDK1:15351, SETX:15367, CIDEB:15376, CHRNA4:15450, ADPRS:15511, GTF2H4:15621, ERCC8:15661, PDS5B:15745, BCL2L10:15793, CDK3:15838, SPATA18:15867, CEP63:15872, CCDC13:15899, FOXP1:15922"
"DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0030330)",0.0188757504926899,0.699288938921486,0.924701301933012,35,"MDM4:543, CASP2:897, PLK2:1580, CDKN1B:2751, KAT5:2981, NBN:3395, TP53:3903, RPL26:4054, PLK3:4119, BCL3:4159, CHEK2:4285, MDM2:4511, NDRG1:4869, HIPK2:5864, ATRX:6315, PRAP1:6925, GTSE1:7215, GML:7389, RPS27L:7896, RPS6KA6:8604, TRIAP1:8631, ATM:9008, E2F7:9729, MUC1:10386, BATF:10600, SESN2:10740, USP10:10955, CRADD:11451, FOXM1:11742, PML:12272, PAXIP1:12708, CDKN1A:14141, TFAP4:14536, PIDD1:15361, MYO6:15773"
"DNA Damage Response, Signal Transduction By P53 Class Mediator Resulting In Cell Cycle Arrest (GO:0006977)",0.0608116384468251,0.385427981330776,0.814182178029735,17,"CASP2:897, PLK2:1580, CDKN1B:2751, TP53:3903, RPL26:4054, PLK3:4119, CHEK2:4285, MDM2:4511, PRAP1:6925, GTSE1:7215, GML:7389, TRIAP1:8631, MUC1:10386, CRADD:11451, PML:12272, CDKN1A:14141, PIDD1:15361"
"DNA Damage Response, Signal Transduction By P53 Class Mediator Resulting In Transcription Of P21 Class Mediator (GO:0006978)",0.0181543808304372,0.867893785455266,0.972185387948643,7,"KAT5:2981, TP53:3903, HIPK2:5864, RPS27L:7896, RPS6KA6:8604, MUC1:10386, TFAP4:14536"
"DNA Damage Response, Signal Transduction Resulting In Transcription (GO:0042772)",0.0401560624249699,0.694093612176056,0.924569387968582,8,"KAT5:2981, TP53:3903, MAD2L2:4935, HIPK2:5864, RPS27L:7896, RPS6KA6:8604, MUC1:10386, TFAP4:14536"
"DNA Dealkylation (GO:0035510)",-0.116757362355954,0.28472891592209,0.763352200500414,7,"ALKBH2:273, MPG:1441, ALKBH3:4705, ASCC2:4706, ASCC1:6631, FTO:12397, ASCC3:12678"
"DNA Dealkylation Involved In DNA Repair (GO:0006307)",-0.116757362355954,0.28472891592209,0.763352200500414,7,"ALKBH2:273, MPG:1441, ALKBH3:4705, ASCC2:4706, ASCC1:6631, FTO:12397, ASCC3:12678"
"DNA Deamination (GO:0045006)",-0.019286171574904,0.859740798350453,0.96773556058489,7,"CDADC1:4805, EXOSC3:7008, EXOSC5:7221, APOBEC3H:7634, APOBEC3C:7691, EXOSC4:9568, EXOSC6:9719"
"DNA Double-Strand Break Processing (GO:0000729)",-0.154541710991387,0.0452968127298657,0.46999649260339,14,"SLX4:462, DNA2:701, SLX1A:904, HELQ:952, EXD2:1800, RBBP8:2810, MRE11:4710, UBE2N:5117, RAD52:5762, UBE2V2:8465, RNF138:9000, SMARCAD1:10453, NBN:12608, RAD50:13546"
"DNA Double-Strand Break Processing Involved In Repair Via Single-Strand Annealing (GO:0010792)",-0.262970075212034,0.0417033158505256,0.458485482433108,5,"SLX4:462, SLX1A:904, RBBP8:2810, RAD52:5762, RNF138:9000"
