GO.ID	Description	p.Val	Empty	phenoType
DNA Methylation Involved In Embryo Development (GO:0043045)	DNA Methylation Involved In Embryo Development 	0.967431131282491		-1
DNA Methylation-Dependent Heterochromatin Formation (GO:0006346)	DNA Methylation-Dependent Heterochromatin Formation 	0.73156700130477		-1
DNA Modification (GO:0006304)	DNA Modification 	0.651328854675496		1
DNA Recombination (GO:0006310)	DNA Recombination 	0.727382837956468		1
DNA Repair (GO:0006281)	DNA Repair 	0.976322949836869		-1
DNA Repair-Dependent Chromatin Remodeling (GO:0140861)	DNA Repair-Dependent Chromatin Remodeling 	0.582320681735591		-1
DNA Replication (GO:0006260)	DNA Replication 	0.928665653490697		1
DNA Replication Checkpoint Signaling (GO:0000076)	DNA Replication Checkpoint Signaling 	0.967431131282491		-1
DNA Replication Initiation (GO:0006270)	DNA Replication Initiation 	0.517691549784799		-1
DNA Replication-Dependent Chromatin Assembly (GO:0006335)	DNA Replication-Dependent Chromatin Assembly 	0.862979796316791		-1
DNA Strand Elongation (GO:0022616)	DNA Strand Elongation 	0.976322949836869		-1
DNA Strand Elongation Involved In DNA Replication (GO:0006271)	DNA Strand Elongation Involved In DNA Replication 	0.891462254577153		1
DNA Strand Resection Involved In Replication Fork Processing (GO:0110025)	DNA Strand Resection Involved In Replication Fork Processing 	0.877588280392512		-1
DNA Synthesis Involved In DNA Repair (GO:0000731)	DNA Synthesis Involved In DNA Repair 	0.843666670615458		1
DNA Topological Change (GO:0006265)	DNA Topological Change 	0.866874116342731		-1
DNA Unwinding Involved In DNA Replication (GO:0006268)	DNA Unwinding Involved In DNA Replication 	0.998714235869007		1
DNA-templated DNA Replication (GO:0006261)	DNA-templated DNA Replication 	0.896631756466967		-1
DNA-templated DNA Replication Maintenance Of Fidelity (GO:0045005)	DNA-templated DNA Replication Maintenance Of Fidelity 	0.892764898979983		1
DNA-templated Transcription (GO:0006351)	DNA-templated Transcription 	0.928904351518439		-1
DNA-templated Transcription Elongation (GO:0006354)	DNA-templated Transcription Elongation 	0.897916065634511		1
DNA-templated Transcription Initiation (GO:0006352)	DNA-templated Transcription Initiation 	0.804141488750664		-1
DNA-templated Transcription Termination (GO:0006353)	DNA-templated Transcription Termination 	0.980155708485726		-1
ER Overload Response (GO:0006983)	ER Overload Response 	0.782094668660831		1
ER-associated Misfolded Protein Catabolic Process (GO:0071712)	ER-associated Misfolded Protein Catabolic Process 	0.96038614718814		1
ERAD Pathway (GO:0036503)	ERAD Pathway 	0.934435758156689		1
ERBB Signaling Pathway (GO:0038127)	ERBB Signaling Pathway 	0.928665653490697		-1
ERBB2 Signaling Pathway (GO:0038128)	ERBB2 Signaling Pathway 	0.990746323914715		1
ERBB2-EGFR Signaling Pathway (GO:0038134)	ERBB2-EGFR Signaling Pathway 	0.992268014044918		1
ERK1 And ERK2 Cascade (GO:0070371)	ERK1 And ERK2 Cascade 	0.973788647402897		-1
ESCRT III Complex Disassembly (GO:1904903)	ESCRT III Complex Disassembly 	0.917679108233208		-1
ESCRT Complex Disassembly (GO:1904896)	ESCRT Complex Disassembly 	0.917679108233208		-1
Fc Receptor Mediated Stimulatory Signaling Pathway (GO:0002431)	Fc Receptor Mediated Stimulatory Signaling Pathway 	0.945288283782891		1
Fc Receptor Signaling Pathway (GO:0038093)	Fc Receptor Signaling Pathway 	0.84798772841828		-1
Fc-epsilon Receptor Signaling Pathway (GO:0038095)	Fc-epsilon Receptor Signaling Pathway 	0.518539363432829		-1
Fc-gamma Receptor Signaling Pathway (GO:0038094)	Fc-gamma Receptor Signaling Pathway 	0.797088908368814		1
Fc-gamma Receptor Signaling Pathway Involved In Phagocytosis (GO:0038096)	Fc-gamma Receptor Signaling Pathway Involved In Phagocytosis 	0.920392870187872		1
G Protein-Coupled Acetylcholine Receptor Signaling Pathway (GO:0007213)	G Protein-Coupled Acetylcholine Receptor Signaling Pathway 	0.771038706229559		1
G Protein-Coupled Glutamate Receptor Signaling Pathway (GO:0007216)	G Protein-Coupled Glutamate Receptor Signaling Pathway 	0.786071341466892		1
G Protein-Coupled Receptor Internalization (GO:0002031)	G Protein-Coupled Receptor Internalization 	0.856958824130254		-1
G Protein-Coupled Receptor Signaling Pathway, Coupled To Cyclic Nucleotide Second Messenger (GO:0007187)	G Protein-Coupled Receptor Signaling Pathway, Coupled To Cyclic Nucleotide Second Messenger 	0.304513510309511		1
G Protein-Coupled Serotonin Receptor Signaling Pathway (GO:0098664)	G Protein-Coupled Serotonin Receptor Signaling Pathway 	0.48166521553689		1
G-quadruplex DNA Unwinding (GO:0044806)	G-quadruplex DNA Unwinding 	0.695056835317867		-1
G1/S Transition Of Mitotic Cell Cycle (GO:0000082)	G1/S Transition Of Mitotic Cell Cycle 	0.915704388909774		-1
G2/M Transition Of Mitotic Cell Cycle (GO:0000086)	G2/M Transition Of Mitotic Cell Cycle 	0.670940217247339		-1
GDP-mannose Metabolic Process (GO:0019673)	GDP-mannose Metabolic Process 	0.897916065634511		1
GMP Biosynthetic Process (GO:0006177)	GMP Biosynthetic Process 	0.906987780754296		1
GMP Metabolic Process (GO:0046037)	GMP Metabolic Process 	0.897916065634511		-1
GPI Anchor Biosynthetic Process (GO:0006506)	GPI Anchor Biosynthetic Process 	0.897916065634511		1
GPI Anchor Metabolic Process (GO:0006505)	GPI Anchor Metabolic Process 	0.969610066220353		-1
GTP Metabolic Process (GO:0046039)	GTP Metabolic Process 	0.997430784271443		-1
Golgi Disassembly (GO:0090166)	Golgi Disassembly 	0.80417874457631		1
Golgi Inheritance (GO:0048313)	Golgi Inheritance 	0.862587488655576		1
Golgi Lumen Acidification (GO:0061795)	Golgi Lumen Acidification 	0.885496811960051		-1
Golgi Organization (GO:0007030)	Golgi Organization 	0.819854331424169		1
Golgi Ribbon Formation (GO:0090161)	Golgi Ribbon Formation 	0.928904351518439		-1
Golgi To Endosome Transport (GO:0006895)	Golgi To Endosome Transport 	0.591266448637465		-1
Golgi To Lysosome Transport (GO:0090160)	Golgi To Lysosome Transport 	0.633298239592904		-1
Golgi To Plasma Membrane Protein Transport (GO:0043001)	Golgi To Plasma Membrane Protein Transport 	0.970062852590508		1
Golgi To Plasma Membrane Transport (GO:0006893)	Golgi To Plasma Membrane Transport 	0.996849205443636		1
Golgi To Vacuole Transport (GO:0006896)	Golgi To Vacuole Transport 	0.786997443332798		-1
Golgi Transport Vesicle Coating (GO:0048200)	Golgi Transport Vesicle Coating 	0.858062113933675		-1
Golgi Vesicle Transport (GO:0048193)	Golgi Vesicle Transport 	0.856958824130254		1
His-Purkinje System Development (GO:0003164)	His-Purkinje System Development 	0.976322949836869		1
I-kappaB kinase/NF-kappaB Signaling (GO:0007249)	I-kappaB kinase/NF-kappaB Signaling 	0.916447211813497		1
I-kappaB Phosphorylation (GO:0007252)	I-kappaB Phosphorylation 	0.793509973442678		1
IMP Biosynthetic Process (GO:0006188)	IMP Biosynthetic Process 	0.820996772114847		1
IMP Metabolic Process (GO:0046040)	IMP Metabolic Process 	0.806825149008186		-1
IRE1-mediated Unfolded Protein Response (GO:0036498)	IRE1-mediated Unfolded Protein Response 	0.979557421319466		1
ISG15-protein Conjugation (GO:0032020)	ISG15-protein Conjugation 	0.624544502348536		-1
JNK Cascade (GO:0007254)	JNK Cascade 	0.928904351518439		-1
L-alanine Transport (GO:0015808)	L-alanine Transport 	0.938729315217946		-1
L-alpha-amino Acid Transmembrane Transport (GO:1902475)	L-alpha-amino Acid Transmembrane Transport 	0.364078993527456		-1
L-amino Acid Transport (GO:0015807)	L-amino Acid Transport 	0.669959560251654		-1
L-arginine Transmembrane Transport (GO:1903826)	L-arginine Transmembrane Transport 	0.786071341466892		-1
L-ascorbic Acid Metabolic Process (GO:0019852)	L-ascorbic Acid Metabolic Process 	0.418704620611067		1
L-aspartate Import Across Plasma Membrane (GO:0140009)	L-aspartate Import Across Plasma Membrane 	0.915704388909774		-1
L-aspartate Transmembrane Transport (GO:0070778)	L-aspartate Transmembrane Transport 	0.915704388909774		-1
L-fucose Catabolic Process (GO:0042355)	L-fucose Catabolic Process 	0.954388484377007		1
L-fucose Metabolic Process (GO:0042354)	L-fucose Metabolic Process 	0.954388484377007		1
L-glutamate Import (GO:0051938)	L-glutamate Import 	0.90529896963802		-1
L-glutamate Transmembrane Transport (GO:0015813)	L-glutamate Transmembrane Transport 	0.892064989457495		-1
L-methionine Salvage (GO:0071267)	L-methionine Salvage 	0.341603438608834		-1
L-ornithine Transmembrane Transport (GO:1903352)	L-ornithine Transmembrane Transport 	0.928904351518439		-1
L-phenylalanine Catabolic Process (GO:0006559)	L-phenylalanine Catabolic Process 	0.332036992698697		-1
L-phenylalanine Metabolic Process (GO:0006558)	L-phenylalanine Metabolic Process 	0.332036992698697		-1
L-serine Metabolic Process (GO:0006563)	L-serine Metabolic Process 	0.416676137466959		-1
MAPK Cascade (GO:0000165)	MAPK Cascade 	0.925429825674998		-1
MHC Class II Protein Complex Assembly (GO:0002399)	MHC Class II Protein Complex Assembly 	0.430919091804276		-1
MyD88-dependent Toll-Like Receptor Signaling Pathway (GO:0002755)	MyD88-dependent Toll-Like Receptor Signaling Pathway 	0.806825149008186		1
MyD88-independent Toll-Like Receptor Signaling Pathway (GO:0002756)	MyD88-independent Toll-Like Receptor Signaling Pathway 	0.918750093611468		-1
N-acetylglucosamine Metabolic Process (GO:0006044)	N-acetylglucosamine Metabolic Process 	0.681686327935428		1
N-acetylneuraminate Catabolic Process (GO:0019262)	N-acetylneuraminate Catabolic Process 	0.728731222475288		1
N-acetylneuraminate Metabolic Process (GO:0006054)	N-acetylneuraminate Metabolic Process 	0.659563663122823		1
N-acylphosphatidylethanolamine Metabolic Process (GO:0070292)	N-acylphosphatidylethanolamine Metabolic Process 	0.926188696402334		1
N-glycan Processing (GO:0006491)	N-glycan Processing 	0.364078993527456		-1
N-terminal Peptidyl-Methionine Acetylation (GO:0017196)	N-terminal Peptidyl-Methionine Acetylation 	0.806825149008186		-1
N-terminal Protein Amino Acid Acetylation (GO:0006474)	N-terminal Protein Amino Acid Acetylation 	0.907643141438691		-1
N-terminal Protein Amino Acid Modification (GO:0031365)	N-terminal Protein Amino Acid Modification 	0.998503796516765		-1
NAD Biosynthesis Via Nicotinamide Riboside Salvage Pathway (GO:0034356)	NAD Biosynthesis Via Nicotinamide Riboside Salvage Pathway 	0.918921446446253		-1
NAD Biosynthetic Process (GO:0009435)	NAD Biosynthetic Process 	0.852835354378233		1
NAD Metabolic Process (GO:0019674)	NAD Metabolic Process 	0.959145612946561		1
NADH Dehydrogenase Complex Assembly (GO:0010257)	NADH Dehydrogenase Complex Assembly 	0.477856952291043		1
NADH Metabolic Process (GO:0006734)	NADH Metabolic Process 	0.918921446446253		-1
NADP Metabolic Process (GO:0006739)	NADP Metabolic Process 	0.918538127652822		1
NADPH Regeneration (GO:0006740)	NADPH Regeneration 	0.803586510895447		1
NIK/NF-kappaB Signaling (GO:0038061)	NIK/NF-kappaB Signaling 	0.866874116342731		1
NLS-bearing Protein Import Into Nucleus (GO:0006607)	NLS-bearing Protein Import Into Nucleus 	0.346552860299114		-1
Notch Receptor Processing (GO:0007220)	Notch Receptor Processing 	0.568883602159658		-1
Notch Signaling Involved In Heart Development (GO:0061314)	Notch Signaling Involved In Heart Development 	0.668053041037118		-1
Notch Signaling Pathway (GO:0007219)	Notch Signaling Pathway 	0.907703300381883		1
O-glycan Processing (GO:0016266)	O-glycan Processing 	0.986589434796323		-1
P-body Assembly (GO:0033962)	P-body Assembly 	0.743798886271437		-1
PERK-mediated Unfolded Protein Response (GO:0036499)	PERK-mediated Unfolded Protein Response 	0.897916065634511		-1
PML Body Organization (GO:0030578)	PML Body Organization 	0.978731522800126		-1
R-loop Processing (GO:0062176)	R-loop Processing 	0.588292330922092		-1
RIG-I Signaling Pathway (GO:0039529)	RIG-I Signaling Pathway 	0.670071087030597		1
RISC Complex Assembly (GO:0070922)	RISC Complex Assembly 	0.982259815595535		-1
RNA 3'-End Processing (GO:0031123)	RNA 3'-End Processing 	0.813330099767901		-1
RNA Biosynthetic Process (GO:0032774)	RNA Biosynthetic Process 	0.856696179314113		-1
RNA Catabolic Process (GO:0006401)	RNA Catabolic Process 	0.485140532403825		1
RNA Decapping (GO:0110154)	RNA Decapping 	0.848997990022648		1
RNA Destabilization (GO:0050779)	RNA Destabilization 	0.910116723770635		1
RNA Export From Nucleus (GO:0006405)	RNA Export From Nucleus 	0.639403094525195		-1
RNA Metabolic Process (GO:0016070)	RNA Metabolic Process 	0.942872964198506		1
RNA Methylation (GO:0001510)	RNA Methylation 	0.335029886840119		-1
RNA Modification (GO:0009451)	RNA Modification 	0.706524251443557		-1
RNA Phosphodiester Bond Hydrolysis (GO:0090501)	RNA Phosphodiester Bond Hydrolysis 	0.996849205443636		1
RNA Phosphodiester Bond Hydrolysis, Endonucleolytic (GO:0090502)	RNA Phosphodiester Bond Hydrolysis, Endonucleolytic 	0.95584531968175		1
RNA Polyadenylation (GO:0043631)	RNA Polyadenylation 	0.976322949836869		-1
RNA Polymerase II Preinitiation Complex Assembly (GO:0051123)	RNA Polymerase II Preinitiation Complex Assembly 	0.73156700130477		-1
RNA Processing (GO:0006396)	RNA Processing 	0.918412581310995		-1
RNA Secondary Structure Unwinding (GO:0010501)	RNA Secondary Structure Unwinding 	0.737776608097541		-1
RNA Splicing (GO:0008380)	RNA Splicing 	0.73156700130477		-1
RNA Splicing, Via Endonucleolytic Cleavage And Ligation (GO:0000394)	RNA Splicing, Via Endonucleolytic Cleavage And Ligation 	0.928904351518439		1
RNA Splicing, Via Transesterification Reactions (GO:0000375)	RNA Splicing, Via Transesterification Reactions 	0.679366269965474		-1
RNA Splicing, Via Transesterification Reactions With Bulged Adenosine As Nucleophile (GO:0000377)	RNA Splicing, Via Transesterification Reactions With Bulged Adenosine As Nucleophile 	0.925429825674998		-1
RNA Stabilization (GO:0043489)	RNA Stabilization 	0.673837140761026		-1
RNA Transport (GO:0050658)	RNA Transport 	0.720470425362654		-1
RNA-mediated Gene Silencing (GO:0031047)	RNA-mediated Gene Silencing 	0.804141488750664		1
RNA-templated DNA Biosynthetic Process (GO:0006278)	RNA-templated DNA Biosynthetic Process 	0.946169876695921		-1
Rac Protein Signal Transduction (GO:0016601)	Rac Protein Signal Transduction 	0.928904351518439		-1
Rap Protein Signal Transduction (GO:0032486)	Rap Protein Signal Transduction 	0.866913059420323		1
Ras Protein Signal Transduction (GO:0007265)	Ras Protein Signal Transduction 	0.804141488750664		-1
Rho Protein Signal Transduction (GO:0007266)	Rho Protein Signal Transduction 	0.946640969803796		1
SA Node Cell Action Potential (GO:0086015)	SA Node Cell Action Potential 	0.48665316669873		1
SCF-dependent Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0031146)	SCF-dependent Proteasomal Ubiquitin-Dependent Protein Catabolic Process 	0.928904351518439		-1
SMAD Protein Complex Assembly (GO:0007183)	SMAD Protein Complex Assembly 	0.766152794569166		-1
SMAD Protein Signal Transduction (GO:0060395)	SMAD Protein Signal Transduction 	0.643124669336296		1
SNARE Complex Assembly (GO:0035493)	SNARE Complex Assembly 	0.866874116342731		1
SREBP Signaling Pathway (GO:0032933)	SREBP Signaling Pathway 	0.836453949439313		1
SRP-dependent Cotranslational Protein Targeting To Membrane (GO:0006614)	SRP-dependent Cotranslational Protein Targeting To Membrane 	0.931651005644484		1
Schwann Cell Development (GO:0014044)	Schwann Cell Development 	0.774331092647324		1
T Cell Activation (GO:0042110)	T Cell Activation 	0.915704388909774		-1
T Cell Activation Involved In Immune Response (GO:0002286)	T Cell Activation Involved In Immune Response 	0.948526780244686		-1
T Cell Apoptotic Process (GO:0070231)	T Cell Apoptotic Process 	0.80301303654973		1
T Cell Chemotaxis (GO:0010818)	T Cell Chemotaxis 	0.319108535537219		1
T Cell Differentiation (GO:0030217)	T Cell Differentiation 	0.998676193850327		1
T Cell Differentiation In Thymus (GO:0033077)	T Cell Differentiation In Thymus 	0.737776608097541		1
T Cell Homeostasis (GO:0043029)	T Cell Homeostasis 	0.982259815595535		1
T Cell Mediated Cytotoxicity (GO:0001913)	T Cell Mediated Cytotoxicity 	0.669959560251654		1
T Cell Mediated Immunity (GO:0002456)	T Cell Mediated Immunity 	0.928404743297979		1
T Cell Migration (GO:0072678)	T Cell Migration 	0.415448404881412		1
T Cell Proliferation (GO:0042098)	T Cell Proliferation 	0.92813463239371		-1
T Cell Receptor Signaling Pathway (GO:0050852)	T Cell Receptor Signaling Pathway 	0.819854331424169		-1
T-helper 1 Cell Differentiation (GO:0045063)	T-helper 1 Cell Differentiation 	0.866874116342731		1
T-helper 1 Type Immune Response (GO:0042088)	T-helper 1 Type Immune Response 	0.790843713630821		1
T-helper 17 Cell Differentiation (GO:0072539)	T-helper 17 Cell Differentiation 	0.889936418397716		-1
T-helper 17 Cell Lineage Commitment (GO:0072540)	T-helper 17 Cell Lineage Commitment 	0.747319692882635		-1
T-helper 2 Cell Differentiation (GO:0045064)	T-helper 2 Cell Differentiation 	0.918921446446253		-1
T-helper Cell Differentiation (GO:0042093)	T-helper Cell Differentiation 	0.856696179314113		1
T-helper Cell Lineage Commitment (GO:0002295)	T-helper Cell Lineage Commitment 	0.733368177063523		-1
TOR Signaling (GO:0031929)	TOR Signaling 	0.643124669336296		1
TORC1 Signaling (GO:0038202)	TORC1 Signaling 	0.916447211813497		1
TORC2 Signaling (GO:0038203)	TORC2 Signaling 	0.528397217889204		1
TRAIL-activated Apoptotic Signaling Pathway (GO:0036462)	TRAIL-activated Apoptotic Signaling Pathway 	0.450343985240847		-1
TRIF-dependent Toll-Like Receptor Signaling Pathway (GO:0035666)	TRIF-dependent Toll-Like Receptor Signaling Pathway 	0.931582239215137		-1
U2-type Prespliceosome Assembly (GO:1903241)	U2-type Prespliceosome Assembly 	0.907231407506348		1
U4 snRNA 3'-End Processing (GO:0034475)	U4 snRNA 3'-End Processing 	0.968192495927875		-1
UDP-N-acetylglucosamine Biosynthetic Process (GO:0006048)	UDP-N-acetylglucosamine Biosynthetic Process 	0.970223086906909		-1
UDP-N-acetylglucosamine Metabolic Process (GO:0006047)	UDP-N-acetylglucosamine Metabolic Process 	0.972167575582922		1
UV Protection (GO:0009650)	UV Protection 	0.675768198020266		1
UV-damage Excision Repair (GO:0070914)	UV-damage Excision Repair 	0.69826864216381		-1
V(D)J Recombination (GO:0033151)	V	0.736534512492709		1
Wnt Signaling Pathway (GO:0016055)	Wnt Signaling Pathway 	0.928665653490697		-1
Wnt Signaling Pathway Involved In Midbrain Dopaminergic Neuron Differentiation (GO:1904953)	Wnt Signaling Pathway Involved In Midbrain Dopaminergic Neuron Differentiation 	0.970184434819977		-1
Wnt Signaling Pathway, Planar Cell Polarity Pathway (GO:0060071)	Wnt Signaling Pathway, Planar Cell Polarity Pathway 	0.765436302795553		1
[2Fe-2S] Cluster Assembly (GO:0044571)	[2Fe-2S] Cluster Assembly 	0.92813463239371		-1
acetyl-CoA Biosynthetic Process (GO:0006085)	acetyl-CoA Biosynthetic Process 	0.968910111012828		-1
acetyl-CoA Biosynthetic Process From Pyruvate (GO:0006086)	acetyl-CoA Biosynthetic Process From Pyruvate 	0.952931344398978		-1
acetyl-CoA Metabolic Process (GO:0006084)	acetyl-CoA Metabolic Process 	0.979189873680558		-1
Acetylcholine Receptor Signaling Pathway (GO:0095500)	Acetylcholine Receptor Signaling Pathway 	0.354829060701908		1
Acid Secretion (GO:0046717)	Acid Secretion 	0.7866846412653		-1
Acidic Amino Acid Transport (GO:0015800)	Acidic Amino Acid Transport 	0.887911578858768		-1
Actin Crosslink Formation (GO:0051764)	Actin Crosslink Formation 	0.928904351518439		1
Actin Cytoskeleton Reorganization (GO:0031532)	Actin Cytoskeleton Reorganization 	0.856958824130254		1
Actin Filament Bundle Assembly (GO:0051017)	Actin Filament Bundle Assembly 	0.862979796316791		1
Actin Filament Bundle Organization (GO:0061572)	Actin Filament Bundle Organization 	0.907231407506348		1
Actin Filament Capping (GO:0051693)	Actin Filament Capping 	0.803034156415021		1
Actin Filament Depolymerization (GO:0030042)	Actin Filament Depolymerization 	0.995602231119084		-1
Actin Filament Network Formation (GO:0051639)	Actin Filament Network Formation 	0.875989881876069		1
Actin Filament Organization (GO:0007015)	Actin Filament Organization 	0.477856952291043		1
Actin Filament Polymerization (GO:0030041)	Actin Filament Polymerization 	0.885453357335317		1
Actin Filament Reorganization (GO:0090527)	Actin Filament Reorganization 	0.919442685757929		-1
Actin Filament-Based Transport (GO:0099515)	Actin Filament-Based Transport 	0.936732214310852		1
Actin Nucleation (GO:0045010)	Actin Nucleation 	0.780841305262251		1
Actin Polymerization Or Depolymerization (GO:0008154)	Actin Polymerization Or Depolymerization 	0.906987780754296		1
Actin-Mediated Cell Contraction (GO:0070252)	Actin-Mediated Cell Contraction 	0.992078539014354		1
Actin-Myosin Filament Sliding (GO:0033275)	Actin-Myosin Filament Sliding 	0.887911578858768		1
Action Potential (GO:0001508)	Action Potential 	0.319108535537219		1
