,Herbivore...Insectivore.Rho,Herbivore...Insectivore.P,Herbivore...Insectivore.p.adj,Herbivore...Omnivore.Rho,Herbivore...Omnivore.P,Herbivore...Omnivore.p.adj,Insectivore...Omnivore.Rho,Insectivore...Omnivore.P,Insectivore...Omnivore.p.adj,Herbivore...Vertivore.Rho,Herbivore...Vertivore.P,Herbivore...Vertivore.p.adj,Insectivore...Vertivore.Rho,Insectivore...Vertivore.P,Insectivore...Vertivore.p.adj,Omnivore...Vertivore.Rho,Omnivore...Vertivore.P,Omnivore...Vertivore.p.adj
CYP51A1,1.0471339606672,1,1,3.72187016951514,0.00118651619563802,0.03372616318356,2.06533115037215,0.233350068623548,0.824892948880819,3.27590832639608,0.00631936452348082,0.102735136560689,2.28433796205523,0.134110058948794,0.989551902499156,0.813176489838975,1,1
USP28,-2.4301499616395,0.090555460444375,0.355060407277924,-0.0887678971557596,1,1,2.06189641070326,0.235305596040828,0.829869758189303,-1.16569135293979,1,1,0.791605866024045,1,1,-0.993061954137323,1,1
SLC7A2,-1.31579597237964,1,1,-1.37256429758555,1,1,0.109007043014015,1,1,-1.0344057151866,1,1,0.0891072834632605,1,1,-0.00117101810712367,1,1
HSPB6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PDK4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USH1C,0.989769362009508,1,1,1.75276336977954,0.477855798965475,1,0.547684751117057,1,1,0.643867263654338,1,1,-0.166789995221262,1,1,-0.652542156459598,1,1
RALA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAIAP2L1,-0.028480066725053,1,1,2.24100295282386,0.150155302433411,0.768419754676697,1.84607394147772,0.389288819568907,1,2.21620943576889,0.160062971754092,0.826799247804656,1.99223786201831,0.278069795034848,1,0.568891606598125,1,1
CACNG3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TMEM132A,0.880705642515761,1,1,3.66505872307032,0.00148369102485399,0.039328689658813,2.11251166545956,0.207855518777432,0.764052880939086,-0.0270800441477967,1,1,-0.67729145573465,1,1,-2.61608494316545,0.0533666565141583,0.568768905845105
DVL2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RPAP3,3.75731244470168,0.00103048801797844,0.015182697985429,0.234961433992722,1,1,-3.14712226171232,0.00989316002932221,0.0939330604044574,0.990991618795196,1,1,-1.84072524065395,0.393970998774471,1,0.750450416006305,1,1
HOXA11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRAPPC6A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPATA20,2.04533217149145,0.244932726249052,0.71718396908493,-0.0619284925379348,1,1,-1.85186853529926,0.384268218991856,1,-1.01238713888292,1,1,-2.40008787548106,0.0983468184237684,0.830800833394806,-0.878309905152768,1,1
CD79B,-0.314886832660346,1,1,-0.471994785945974,1,1,-0.104845296561551,1,1,-0.336189361478488,1,1,-0.06913137494834,1,1,0.0168175466428092,1,1
RHBDD2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RPUSD1,-0.529264919322968,1,1,2.20921266449592,0.162959114499849,0.809298898038172,2.30927631005952,0.12556952023117,0.543593339736374,-0.0495735542506252,1,1,0.309582057865213,1,1,-1.47622139507364,0.839306806594184,1
TSR3,2.01741564505304,0.261912935681752,0.751804072920723,0.844778615360619,1,1,-1.16516295426705,1,1,0.319617448699865,1,1,-1.23227307291601,1,1,-0.290337756562313,1,1
NDUFAB1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YBX2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ITGA3,-1.86082723364036,0.37661146981528,0.978609573289121,1.50657129141398,0.791523484147814,1,2.87685548099903,0.0240995701725806,0.175958008715635,-1.18400224816988,1,1,0.333245052190811,1,1,-2.14733203091873,0.190601145197614,1
KRT33A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LRRC23,-1.42761319887907,0.920419334698083,1,-2.07446686610389,0.228215837377244,0.977187567054908,-0.43687578321557,1,1,-2.04774328036146,0.243510963732512,1,-0.784512790393172,1,1,-0.445629786342052,1,1
TFAP2D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CRY1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PGLYRP1,-0.772549634518345,1,1,1.25627351229782,1,1,1.65813588202971,0.583740257102121,1,0.935048367023466,1,1,1.33939831437509,1,1,0.0734397588667727,1,1
STARD3NL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD74,-0.662650435827109,1,1,-0.391476055266162,1,1,0.268961076863544,1,1,-3.28297914444426,0.00616297586808145,0.100918729839834,-2.46087818510283,0.0831584489380107,0.758495681080402,-2.78062896099209,0.0325522237756415,0.432069824828228
RPS20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MGST1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CPA1,1.4935724523642,0.811724424545959,1,2.15505203268098,0.186946576297082,0.874642910532775,0.42505353960124,1,1,0.472407442895024,1,1,-0.65526339436396,1,1,-1.04425741399756,1,1
SYPL1,1.18070622523407,1,1,2.21113546445108,0.162158746413246,0.80713265904699,0.847664247473122,1,1,0.103206283583379,1,1,-0.746891223509901,1,1,-1.46212651039772,0.862239271701917,1
RANBP9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD4,-0.898531619325388,1,1,-1.49209680118788,0.814042622139599,1,-0.386115276898757,1,1,-0.203932953228476,1,1,0.486765797319338,1,1,0.857634870083069,1,1
PLEKHG6,-2.49802791068872,0.0749318163597943,0.309039041457139,-2.01679003797841,0.262304573988786,1,0.577358799953022,1,1,-2.75629716116829,0.0350759154346232,0.314847268732432,-0.46605685020177,1,1,-1.01433076153419,1,1
QPCTL,1.82026095038475,0.412315650565641,1,2.59880953540962,0.0561285973735015,0.426700077089218,0.541462413157894,1,1,0.298699548265269,1,1,-0.969020201413244,1,1,-1.42863102303453,0.918661875818254,1
PPP5C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UBR7,-0.0350794343704898,1,1,-0.58699303140597,1,1,-0.436671314065709,1,1,-1.93544151742913,0.317616832345201,1,-1.6784956678561,0.559502252833733,1,-1.42483964808875,0.925221351110317,1
MAP4K5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ERCC1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GPRC5A,2.6272033761817,0.0516539177938861,0.241042727382001,3.52253338647818,0.00256465919863579,0.0581001365826288,0.582785656267893,1,1,1.52151945953921,0.76877719067601,1,-0.598679406637617,1,1,-1.12687235816016,1,1
HEBP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COX15,1.08719874809878,1,1,0.742799369650591,1,1,-0.36132453701388,1,1,0.033191352485155,1,1,-0.741919764900194,1,1,-0.472103469288386,1,1
MS4A12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
XYLT2,-0.739899884555092,1,1,0.784367657531183,1,1,1.26765696196122,1,1,-0.638750762738411,1,1,-0.0432361511306448,1,1,-1.10220316448879,1,1
FTSJ1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SCTR,-0.530283483538977,1,1,-1.10690471331466,1,1,-0.431654031348986,1,1,0.0791727306825933,1,1,0.443594654751883,1,1,0.822301335289229,1,1
RALBP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYT13,1.12342477854293,1,1,2.74796733908436,0.0359795893104211,0.31915555228351,1.22420767420482,1,1,0.611246836341731,1,1,-0.240065046883272,1,1,-1.25668885980521,1,1
SNAI2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLC7A9,2.57929789909931,0.0594008218675974,0.265278670385975,2.0569850142944,0.238126004314977,1,-0.662288991371226,1,1,2.03478233820722,0.251236673816269,1,0.0068004688591873,1,1,0.549644202821751,1,1
RTF2,-0.623163459357078,1,1,0.0571922497628709,1,1,0.595103749211034,1,1,0.40287666131312,1,1,0.78828527951914,1,1,0.333883502284117,1,1
RB1CC1,0.720242972458227,1,1,2.35288602938548,0.111770056314357,0.644411103206862,1.23991583295426,1,1,0.203538562667985,1,1,-0.351813650632277,1,1,-1.45847758150968,0.868253700496038,1
AKAP11,1.4895994602979,0.817977504090408,1,-0.280927460667013,1,1,-1.53480682798224,0.748987710640102,1,-1.95444528178993,0.303891479985503,1,-2.78787851754926,0.0318326608056818,0.443351958432292,-1.55578856774502,0.718550265097435,1
B4GALT7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM13B,5.21741631492204,1.08861691300186e-06,0.000126024773258372,2.20901489354399,0.163041629973173,0.809298898038172,-2.87089849366542,0.0245584161221611,0.177303133648734,2.03096866495127,0.253549040286967,1,-1.50609527409363,0.79225630582193,1,0.586627527893796,1,1
CHPF2,1.1068831942284,1,1,1.60387395934957,0.652451027262397,1,0.304191120510868,1,1,-0.526442989403935,1,1,-1.21327377244261,1,1,-1.50315216769926,0.796798853068608,1
GABARAPL2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MYOC,-0.966187399646414,1,1,-0.155384832437185,1,1,0.724711793741837,1,1,-2.4735473591688,0.0802674430186885,0.526897180425509,-1.35005715527711,1,1,-2.10666754516121,0.210878443923104,1
FAM136A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NSMAF,-0.0501333504300151,1,1,2.70328192679583,0.0411950904251752,0.349308088511406,2.24504578428545,0.148591161097561,0.613574922412451,-0.990969650216472,1,1,-0.821025003705633,1,1,-2.83829817725967,0.0272128749644973,0.390146423492135
OTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTC17,1.46785950697208,0.852854336318547,1,1.18283671632484,1,1,-0.341287637317596,1,1,1.30303393208129,1,1,0.254099058381327,1,1,0.515848729072311,1,1
HOXC8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MRI1,2.29605403286846,0.130036752703566,0.456999303144454,0.819504398194524,1,1,-1.39312111791061,0.981499008750905,1,-0.51148611870173,1,1,-2.14906302667454,0.189776424847087,1,-1.04432840105877,1,1
TARBP1,1.44156712982296,0.896547161309812,1,-0.584943502251746,1,1,-1.73174290435027,0.499916087651331,1,-0.720268525162649,1,1,-1.71624525222215,0.516702983922257,1,-0.217179829349616,1,1
RTN4R,-1.71070144075815,0.522817449654521,1,1.13363904661283,1,1,2.44414600603935,0.0871172949827484,0.423134459617981,-0.341579835502148,1,1,0.906925011070343,1,1,-1.08214809963436,1,1
PSMA4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZPBP,-0.926404789972592,1,1,1.41848206055463,0.936300435380076,1,1.99852073248984,0.273961407155638,0.920108149465328,-0.382970256738536,1,1,0.263339904634201,1,1,-1.27478056428536,1,1
LCP2,0.211141710178728,1,1,1.4183346602126,0.936558492067442,1,0.983249197450195,1,1,-0.0379828203695605,1,1,-0.181768947602199,1,1,-0.993750688573699,1,1
DCN,-2.20637519959288,0.164146440128214,0.54091129140318,-2.56289977826208,0.0622812043797727,0.455100894412907,-0.227484143656299,1,1,-1.44141980825157,0.896796705038457,1,0.0232839512714855,1,1,0.1840544949706,1,1
TNFRSF17,0.0867595073095788,1,1,-0.581807501394101,1,1,-0.555567506149197,1,1,-2.00021428141305,0.272862781996739,1,-1.83202232388886,0.40168856839763,1,-1.45112291996202,0.88047381207313,1
MRPS10,3.82678986166975,0.00077895151738502,0.0126434337373022,2.20512498111458,0.164671953289587,0.814707052974589,-1.57961330087188,0.685172708072362,1,2.06504998317233,0.233509627278666,1,-0.91316442702424,1,1,0.384322037534953,1,1
GRN,3.01498293102518,0.0154196230868983,0.102108405188625,-0.253522171032432,1,1,-2.8407237613994,0.0270067698646235,0.188594700553447,1.93321658252314,0.319257136860644,1,-0.519772815876388,1,1,1.92959778479348,0.321940161094164,1
THAP3,0.528914442817592,1,1,-0.498842156853695,1,1,-0.866318269069841,1,1,-0.605939780752528,1,1,-0.904345093837759,1,1,-0.231575214481178,1,1
VAMP3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCN1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RFC2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PPP1R3F,-0.143330873556716,1,1,-1.46055345762683,0.864828161490258,1,-1.00315562955034,1,1,-2.10177071716963,0.213440192625484,0.971118096381864,-1.68484595019463,0.552109781405149,1,-0.92244467935392,1,1
NFE2L3,3.65875749632396,0.00152064609150893,0.0198342280247463,-0.0745974124559873,1,1,-3.25227546253374,0.00686910064247644,0.0737408559469651,1.33176847644569,1,1,-1.54026904939018,0.7409687091302,1,1.25435901307712,1,1
CBLN4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLDN11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM168A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RELT,0.892835889384142,1,1,1.44945546820848,0.883262567565237,1,0.346035617488257,1,1,1.17527110254269,1,1,0.381143414870338,1,1,0.108750598222177,1,1
PKP2,-1.12382489853416,1,1,-1.88404551506461,0.357352914823616,1,-0.481546876888799,1,1,-0.781536641580173,1,1,0.151280793786586,1,1,0.583668946642607,1,1
YIPF1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ADCK2,0.622447340914068,1,1,1.51184058689799,0.783446528859833,1,0.644531749357448,1,1,1.68583313300537,0.550967664507796,1,0.973814771356114,1,1,0.452148661531377,1,1
INPP4A,-0.95261595721355,1,1,2.41910612992274,0.093352200257475,0.580736777788931,2.80113039134899,0.0305543630321735,0.203373260270851,0.673657917210277,1,1,1.22745840501121,1,1,-0.946256769823767,1,1
SLC2A3,0.803996009218251,1,1,-0.131497984571563,1,1,-0.81357077855639,1,1,0.515257359655731,1,1,-0.108003783931902,1,1,0.562746226260905,1,1
STYK1,1.90476161814618,0.340866391251539,0.913728146655592,3.17339622230355,0.00904000524065718,0.129292100269462,0.881272695122568,1,1,0.673638007354024,1,1,-0.759469337789148,1,1,-1.53658363386052,0.746371817259617,1
GNA11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CREB3L3,3.72060194849922,0.00119249093512723,0.0168157965095398,0.155291905709438,1,1,-3.00833574447262,0.0157609654462209,0.131302642090682,1.87254470112478,0.366787701817425,1,-1.15620990654718,1,1,1.52549497816105,0.762814110986165,1
HDAC7,1.21067708386892,1,1,-0.215337649528975,1,1,-1.2571999209416,1,1,0.392191593572737,1,1,-0.495200214632558,1,1,0.50675279097249,1,1
MRPS35,2.76743260924537,0.033899835195127,0.178315808270747,-0.546355593804274,1,1,-2.87425581531659,0.0242988476380983,0.176604348049917,1.64136761009263,0.604326775204891,1,-0.48664854341154,1,1,1.87325234208129,0.366201285149522,1
APPBP2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ISOC2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD22,1.38270976002195,1,1,-0.517026255487146,1,1,-1.60032263733028,0.657162164803744,1,1.64192886554034,0.603628481485366,1,0.346519283688174,1,1,1.82867939552922,0.404685905474185,1
GSC2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KCNQ1,-3.16442487559483,0.00932338629788664,0.0715399734690979,-0.412331700568711,1,1,2.55027568879134,0.0645826588686966,0.344199677779569,-1.92238720375026,0.327342327064414,1,0.86052357256014,1,1,-1.46432354279376,0.85863340504596,1
TRIB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OTUD5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GPKOW,0.842081823191346,1,1,-0.316894998296042,1,1,-0.993464211663804,1,1,-1.29055901591121,1,1,-1.72708428745371,0.504915162298837,1,-0.950446230159999,1,1
AQR,-1.30272416090509,1,1,0.936558328280186,1,1,1.9103929700792,0.33649581187656,1,0.770887543770197,1,1,1.61311140724466,0.640321835984848,1,0.069891690178636,1,1
LMCD1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSMC4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FNDC8,-0.322965240154531,1,1,0.333506174913634,1,1,0.569298006642312,1,1,0.471522216733245,1,1,0.65762833519,1,1,0.204242396808584,1,1
ACAP1,-0.186102308893171,1,1,-0.603576497909304,1,1,-0.314817333453736,1,1,-2.71447077466319,0.0398290543212303,0.342545025698954,-2.21466026831107,0.160700351520282,1,-2.07873631945423,0.225849556806934,1
DERL2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOX3,3.14456708095833,0.00997996634966186,0.074800096048585,1.42883834716704,0.918304206043318,1,-1.65442280784249,0.588249812824319,1,-0.120894789495317,1,1,-2.33439938692884,0.117448913197223,0.927179673702794,-1.06325035234002,1,1
ANO8,1.65887803265926,0.582842232270258,1,2.71721854231582,0.0394998732011771,0.341011799298414,0.722550757705846,1,1,2.67104954830078,0.0453686906198084,0.369448283344548,1.1656430487648,1,1,0.605610383583251,1,1
ICAM3,1.4176573877662,0.937744899905917,1,0.67277331684561,1,1,-0.625161891717511,1,1,0.391075182727691,1,1,-0.738781948552171,1,1,-0.170273562914207,1,1
CTTNBP2,0.221292830203741,1,1,-0.456404953672378,1,1,-0.548733548213545,1,1,2.41107737054738,0.0954328433660243,0.592987406219822,1.86971938072729,0.369136780413242,1,2.50406971607114,0.0736643037590408,0.665186455222747
ACTL6B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIF22,1.98900413696868,0.280204478048836,0.790008820050977,-0.283116481589641,1,1,-1.99239878101681,0.277963925969699,0.929596920350094,-0.0690288577113283,1,1,-1.37893305299724,1,1,0.112361424453145,1,1
PRSS22,1.12903634808021,1,1,0.98993371055067,1,1,-0.220806858593738,1,1,-0.307115716493548,1,1,-1.13527426876237,1,1,-1.00765017814068,1,1
YTHDC2,-0.659225877446643,1,1,2.08782035586357,0.220884255822509,0.958975893718307,2.30889663935805,0.125695905163798,0.543839555309103,-0.60084851400171,1,1,-0.0843478925603695,1,1,-1.98341181575709,0.283928690235908,1
TMEM161A,0.900076184722265,1,1,-0.281739329203632,1,1,-1.01811438217764,1,1,0.168577026577344,1,1,-0.497067011869655,1,1,0.344459148573769,1,1
FOXJ2,2.85984415873129,0.0254309542402971,0.144663559079953,-0.0278133287255872,1,1,-2.5533171447772,0.0640213735380072,0.34221714690127,-0.626326928602459,1,1,-2.60775829002431,0.0546823702219508,0.607952126616746,-0.557431728181525,1,1
GOLGA5,2.49066546049914,0.0765024670719092,0.31432081811954,1.47875862867048,0.83522901967822,1,-0.983278526642481,1,1,-1.27810347415192,1,1,-2.91715260946872,0.0211945736073201,0.353464484938314,-2.191700810654,0.170406703042063,1
PPP2R5B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PYGM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BCL3,0.462568609978931,1,1,-1.08734911526014,1,1,-1.31005804278134,1,1,-0.317373053586337,1,1,-0.602496040137509,1,1,0.426591423324337,1,1
PRLH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FSTL3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EPHA8,-0.137522854499659,1,1,0.663200463218847,1,1,0.667683679446001,1,1,0.56676054508428,1,1,0.600180788437988,1,1,0.0489470834237774,1,1
TRIP13,-0.400537082534754,1,1,2.23056193295146,0.154260964366707,0.782471861341562,2.16306959896947,0.183214961576723,0.70351743317417,-2.58775918213792,0.0579614943460351,0.426640022307664,-2.02459652377678,0.257452869042161,1,-3.8348587441822,0.000753818860501054,0.0469915081384071
VASH1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KRT14,-2.64786908709947,0.0486005313924938,0.23017480221439,-2.16406228509101,0.182757417145264,0.866950719779466,0.538986064183203,1,1,-1.94384302398343,0.311486302305812,1,0.0862049835602758,1,1,-0.346768184840156,1,1
KRT20,-1.91240112294466,0.334948584476703,0.901608176022906,0.281867885561541,1,1,1.9454816663307,0.31030220505402,1,-2.14831210139235,0.190133821141098,0.902990997929211,-0.45840474455153,1,1,-2.18313048156906,0.174157214527162,1
HSD17B10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FGF4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ST6GAL1,1.15787749183401,1,1,0.524204466223101,1,1,-0.597583202845195,1,1,-0.511611248064774,1,1,-1.25639272866366,1,1,-0.820242978616873,1,1
TIMM21,1.76845392306938,0.461910292192915,1,-1.39147707441349,0.984484841214017,1,-2.69114461609374,0.0427243920148223,0.259707988851364,-2.64101701121707,0.0495945413800749,0.387269162372061,-3.60403332795422,0.00187990112248315,0.0908685895514718,-1.43111979021668,0.914375318044039,1
BPIFB2,1.85640172581355,0.38037791359734,0.985456530818168,-0.59876462465526,1,1,-2.1139268868121,0.207129074498566,0.763244885606417,-2.11451811789194,0.206826233863149,0.954802006072016,-3.14791174264031,0.00986648007831505,0.244684833489429,-1.54734547684365,0.730679766850621,1
REXO1,-0.994225588747605,1,1,-0.803584413790623,1,1,0.222615482645931,1,1,-2.08013649645062,0.225078089392432,1,-1.03917320248741,1,1,-1.28709553737167,1,1
MKRN2,3.64789297991173,0.00158639832073757,0.0204849348873526,4.8561940880546,7.17980495687148e-06,0.00121416550203871,0.831000984778603,1,1,3.30167576287072,0.00576654592185565,0.0971982302548889,0.655082321583045,1,1,0.0350632624516082,1,1
GPATCH1,1.66618681080808,0.574057272624692,1,-0.94183299725827,1,1,-2.22769558819858,0.155404928536623,0.631617255220092,-0.15808576848048,1,1,-1.3542965387701,1,1,0.517027202777309,1,1
KEAP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P2RY10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TNS1,1.98297478943297,0.284221473825411,0.798098136659799,0.320397529827224,1,1,-1.50112935453113,0.799932646086699,1,-0.229580963328955,1,1,-1.66832445065559,0.571508020244976,1,-0.43364451722962,1,1
NGFR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NTN1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ISOC1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MNT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP3M2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAPTM4A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PTPN18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
