"","main_Rho","Herbivore_Rho","Insectivore_Rho","main_P","Herbivore_P","Insectivore_P","main_p.adj","Herbivore_p.adj","Insectivore_p.adj","directionality","directionNumeric"
"QPCTL",0.869768024663039,-1.24406124039809,1.38677227022818,1,0.213477024774515,0.165511215244688,1,0.491652329435935,0.470744216160931,"Unclear",0
"PPP5C",2.23952728768517,-1.51679074672812,0.64626432813228,0.150729767153317,0.129319524017647,0.518108185530721,0.931661884685376,0.378911815763203,0.789435568647062,"DoubleBoth",4
"UBR7",-2.07798125328868,2.56135420547861,-0.0855020009155793,0.226266514997731,0.010426499328628,0.931862304797968,1,0.0886203221322738,0.976177871349043,"Herbivore",1
"MAP4K5",0.63928582482025,1.02285993535883,0.762303160891126,1,0.306374074907526,0.445879087806757,1,0.590346590365648,0.741803791705495,"Unclear",0
"ERCC1",-0.261904615265787,-0.711688729668165,2.33134353975127,1,0.476657548227577,0.0197352521028976,1,0.732398658920662,0.164432478044312,"Insectivore",2
"GPRC5A",3.40266116041386,-4.21664627902123,0.568101103629042,0.00400397912059356,2.47962461822875e-05,0.569966318430525,0.112618436941239,0.00170556705368829,0.821445080464319,"Herbivore",1
"HEBP1",0.344737352729532,1.07074522653232,-0.469573816707001,1,0.284284001176252,0.638659534984126,1,0.570820668090344,0.858092871564796,"Herbivore",1
"COX15",0.537558599085044,-0.765750025530722,0.459866548415232,1,0.443825054881009,0.645612012396797,1,0.708747392087825,0.86037936707424,"Herbivore",1
"MS4A12",0.861520879329142,-0.226981390251605,-0.912987626189544,1,0.820438212953804,0.361249049408858,1,0.927111195884566,0.67596901137227,"Insectivore",2
"XYLT2",0.665475217745899,-0.426670418011288,-0.838708598048433,1,0.669619399878061,0.401632852279528,1,0.852602156442531,0.708768948120531,"Insectivore",2
"FTSJ1",3.00167446627628,-2.24919824238861,3.07234368907775,0.0161099479497454,0.024499886253279,0.00212385034137046,0.252975449125233,0.147353861328163,0.0507945608241323,"Unclear",0
"SCTR",1.3393454168582,0.183607830955228,-0.773091581172743,1,0.854321119354857,0.439468183157264,1,0.942147980924131,0.736904522916742,"DoubleBoth",4
"RALBP1",2.14316736302136,-3.67046146406414,3.26317572735498,0.192597971606085,0.000242112970888846,0.00110171183554922,1,0.00764992036089143,0.0360067352436856,"Unclear",0
"SYT13",0.888010723366705,-1.70948223156333,-0.451719312933862,1,0.0873616602836806,0.651471203302433,1,0.305050657375739,0.8630863845811,"Herbivore",1
"SNAI2",0.582433654066265,0.262672288611543,-0.337027586200212,1,0.792803177427988,0.736096104633504,1,0.916129372134473,0.901029284619109,"Both",3
"SLC7A9",4.10891260518219,-3.78759171962593,1.7949149290329,0.000238515878958981,0.000152114539415367,0.0726672549747856,0.0192107870959381,0.0055909854181036,0.316318625733367,"Both",3
"RTF2",0.694688583441866,-0.73658592717539,-0.0574566263582297,1,0.461374195562724,0.954181456149712,1,0.720748676234945,0.984176087987953,"Herbivore",1
"RB1CC1",0.318222343043108,-1.30220503943607,-0.346445087174148,1,0.192846302937565,0.729008245879458,1,0.468147055208914,0.897568906757322,"Herbivore",1
"AKAP11",-2.62532142022164,1.32161611131457,0.115056120961918,0.0519403233440661,0.186296015660068,0.908400639256935,0.500381163661373,0.460292389278678,0.970665672585868,"DoubleBoth",4
"B4GALT7",0.307539040523157,-0.0368344341904852,0.081248195075202,1,0.970617018155551,0.935244572049976,1,0.988681978478877,0.977346067906343,"DoubleBoth",4
"FAM13B",2.19361059877919,-3.39192159016919,3.25264812836335,0.169580494874013,0.000694042986386501,0.001143349849285,0.996790134960731,0.0156681654127281,0.0367390408474189,"Unclear",0
"CHPF2",-0.95009307183467,-0.35291116400663,0.0759637532200642,1,0.724155041011232,0.939447935582667,1,0.882278591043831,0.978191789545798,"DoubleBoth",4
"GABARAPL2",NA,4.91531595608275,-1.64533159414053,NA,8.86393874792555e-07,0.0999014478447504,NA,0.000211287622301655,0.371570116593749,"MissingData",5
"MYOC",-3.13432779296171,1.82612581872899,0.218324956619515,0.0103348993582945,0.0678313119547999,0.827175930867086,0.198346022754358,0.264181876120209,0.937928972607527,"DoubleBoth",4
"FAM136A",1.5970160969413,-0.534018153503131,1.03940349424164,0.661572714792461,0.59332897441811,0.298617119627203,1,0.808961882962699,0.624875405633531,"DoubleBoth",4
"NSMAF",-1.30282847622017,-1.21189004691304,-0.951659810537821,1,0.22555447260787,0.341269537785159,1,0.505742488103605,0.662241572352062,"Both",3
"OTC",0.398137379004976,-1.70030883263725,1.25020479633142,1,0.0890728499154444,0.211224745183895,1,0.308830336744265,0.534542060060227,"Unclear",0
"TTC17",0.260070593659346,0.693342565877946,0.0902357613683493,1,0.488094596353145,0.928099866769465,1,0.74105707308806,0.975498759076853,"Herbivore",1
"HOXC8",NA,3.91625615704692,0.0284095494863564,NA,8.9934690341563e-05,0.977335507887855,NA,0.00393986863715242,0.992962987144831,"MissingData",5
"MRI1",-0.218471791370023,-0.772729680459572,1.78622071925263,1,0.439682377366815,0.07406352762132,1,0.706674432795112,0.319705917234082,"Insectivore",2
"TARBP1",-0.030207419412088,-1.81311925816698,2.57557044503181,1,0.069813429488305,0.0100074885515047,1,0.268534854906487,0.114961999951339,"Unclear",0
"RTN4R",0.895799936049625,-0.642688345681221,-1.01710075828521,1,0.520426344704868,0.309105499616579,1,0.763389751550536,0.633862475458872,"Insectivore",2
"PSMA4",NA,3.25210686123905,0.89984433105479,NA,0.00114552945064384,0.368203098917027,NA,0.0217422562827706,0.683329978285561,"MissingData",5
"ZPBP",1.53376936106595,0.125954148178593,-1.06226499893387,0.750518418502402,0.899768219882822,0.288115399255374,1,0.960653477278923,0.61391645938351,"DoubleBoth",4
"LCP2",0.0203409355050515,-0.673000338071102,0.626741728948373,1,0.500947075844044,0.530828545729135,1,0.750587091177306,0.796925433665074,"Unclear",0
"DCN",0.686964318545965,2.39065448637804,-1.40274224674771,1,0.0168183718999555,0.160693714480527,1,0.118775523574433,0.463879682638443,"Herbivore",1
"TNFRSF17",-0.848869013013344,1.08749729461171,0.440273638502153,1,0.276817093547793,0.659738931160596,1,0.564835292994968,0.867151178655701,"Herbivore",1
"MRPS10",2.62795179147202,-2.69306361454209,1.2965727342724,0.0515404130877585,0.00707987590767647,0.194778238956837,0.499766946867842,0.0702311558063206,0.513192534988844,"Herbivore",1
"GRN",2.89617622127997,-1.86513536329138,1.42780518353924,0.0226644129340007,0.062162432817228,0.153347940449833,0.312066579957242,0.252102701442899,0.452341540810071,"Both",3
"THAP3",-0.0934623071939741,-0.611678341766108,0.352054168049989,1,0.540750594146009,0.724797639314446,1,0.777248060699891,0.895055763163688,"Herbivore",1
"VAMP3",-0.219622337720618,-0.0134139497786068,-0.789879132356719,1,0.989297537529461,0.429598359314576,1,0.996413443561986,0.73043036477935,"Insectivore",2
"RCN1",1.5199468376611,-0.717510966598445,-0.23125499410014,0.771146024578416,0.473058872138145,0.81711670853916,1,0.729989647609215,0.934498322776494,"DoubleBoth",4
"RFC2",0.996678042949552,-1.48651934740479,2.49007871460323,1,0.137141803220841,0.0127714806259301,1,0.391308667108713,0.13035889072957,"Insectivore",2
"PPP1R3F",-1.35800321839432,0.622223868656863,2.53281196966702,1,0.533794673260289,0.0113151631453778,1,0.772544894288916,0.122459801341161,"Insectivore",2
"NFE2L3",-0.055556695329541,-1.90355947671536,3.79459608970376,1,0.0569675806827259,0.000147884002072972,1,0.240567919303048,0.0126698090886048,"Insectivore",2
"CBLN4",-0.741821116707717,2.71675258172255,-1.91198188388202,1,0.00659258703223903,0.0558785177420667,1,0.0672253846032986,0.277245136847088,"Unclear",0
"CLDN11",2.07712562173578,0.820664371908546,-0.896061596565576,0.226739798192373,0.411837470047767,0.370219866306286,1,0.684694293316573,0.68516471134754,"DoubleBoth",4
"FAM168A",NA,2.18658524078015,-0.43227819340819,NA,0.0287728157597615,0.665539234230204,NA,0.163069430297194,0.869556990386133,"MissingData",5
"RELT",0.753572155498354,-0.245019425470817,-0.624671576573017,1,0.806441390372554,0.532186631717377,1,0.921444275803519,0.797792470399807,"Both",3
"PKP2",-0.00610867574552987,1.36609525578612,-0.683835847390966,1,0.17190906719111,0.494078827558726,1,0.44222727663874,0.775643943428513,"Herbivore",1
"YIPF1",0.197202019037051,-0.237189337927253,2.05013407136946,1,0.812509907441663,0.0403513493837224,1,0.923819661175779,0.236519047903616,"Insectivore",2
"ADCK2",1.21549957373744,-0.478684284621663,0.858892585517264,1,0.632163247478221,0.390399780436074,1,0.830973487825358,0.70069649441793,"Both",3
"INPP4A",0.70446863127464,-1.05788464020951,-0.117498947271158,1,0.2901080385851,0.906464678222075,1,0.576534667369794,0.970403934304313,"Herbivore",1
"SLC2A3",1.03417026297905,-0.978930558674643,0.00529493485231644,1,0.327614291820394,0.995775272971866,1,0.610117399431239,0.998300432929303,"DoubleBoth",4
"STYK1",1.81717797623524,-2.01063225095411,0.454576729981216,0.415139196592727,0.0443643149004174,0.649413778923971,1,0.206935591430465,0.861755869224612,"Herbivore",1
"GNA11",NA,-1.85159876624014,1.58631916339514,NA,0.0640834603501722,0.112666927336128,NA,0.255529842267144,0.392816524038872,"MissingData",5
"CREB3L3",0.945518667612994,-2.19632869291097,2.4782291151849,1,0.028068425441621,0.0132036328537567,1,0.160084837432525,0.132354783504355,"Unclear",0
"HDAC7",-0.641476920220053,1.7838517672159,0.79639789807571,1,0.0744477551583722,0.425800799564043,1,0.277854861469504,0.727731459313957,"Herbivore",1
"MRPS35",1.31630873265786,-1.18217457964164,2.47250843892835,1,0.237136436912665,0.0134168545926559,1,0.519987081428219,0.133256002507573,"Insectivore",2
"APPBP2",NA,-0.120813739268178,1.80500046967492,NA,0.903838567458342,0.0710746085366781,NA,0.961617997257362,0.312708891982679,"MissingData",5
"CA11",-1.57227319922196,1.77748782469518,0.516034424522805,0.695323234558256,0.0754880122934907,0.605830366289771,1,0.280291032935092,0.841218228634232,"Herbivore",1
"ISOC2",1.63677467034085,-1.57153936111167,0.294742029707802,0.610065360900679,0.116057419075572,0.768190953574276,1,0.355866929000242,0.914752216168486,"Both",3
"CD22",3.38933571375765,-1.9644038857655,1.66884097630875,0.00420373062567571,0.0494832725810774,0.0951488995527665,0.115023817699648,0.221322948473147,0.362375120500656,"Both",3
"GSC2",0.57718535194983,-0.523412336794137,0.918773697748536,1,0.60068734089637,0.358213952655663,1,0.813801781044632,0.674186290514155,"Insectivore",2
"KCNQ1",-0.271586729923202,0.481310287467113,-1.234152110782,1,0.630295986595643,0.217146228524373,1,0.830134691373103,0.542350301973486,"Insectivore",2
"TRIB2",-0.902976733832065,1.99342582730063,-1.62401818127624,1,0.0462148380817034,0.10437192830513,1,0.21192817168495,0.379213956733441,"Unclear",0
"OTUD5",-0.379641914992449,0.962300676960986,0.583822358379773,1,0.335898589039748,0.559339834063831,1,0.618842944958544,0.814476268769411,"Herbivore",1
"GPKOW",0.601762966711822,-1.65023846247891,2.09404145809084,1,0.0988941729667931,0.0362562872827853,1,0.325213156749594,0.225227079683956,"Unclear",0
"AQR",0.591735426078827,0.476653803813173,-0.564082633413148,1,0.633608663628458,0.572697896460693,1,0.831726824486044,0.822365361776344,"Both",3
"LMCD1",0.427433628481828,0.764911131037741,-0.117616147933059,1,0.44432446524646,0.906371809557791,1,0.709212728427363,0.970403934304313,"Herbivore",1
"PSMC4",NA,3.15527371433753,0.0540198959504026,NA,0.00160347596869406,0.956919312708495,NA,0.0273586757648021,0.984869206914216,"MissingData",5
"FNDC8",0.952219729759728,-0.142794722216513,-0.464346248447645,1,0.886452305427545,0.642399694010567,1,0.955861190704835,0.859677013279956,"DoubleBoth",4
"ACAP1",-3.35442479579245,2.19879261111165,0.378437869228902,0.00477181007574892,0.0278926721371404,0.705105340708979,0.123825262029487,0.159475246092031,0.887690824471088,"DoubleBoth",4
"DERL2",NA,2.38628450276016,-1.3473244848429,NA,0.0170195787869043,0.177875749677153,NA,0.119683450133159,0.490338099747785,"MissingData",5
"NOX3",1.03416196767271,-1.70144564803966,1.60057439793702,1,0.0888593357494892,0.109471216545267,1,0.308419908600315,0.388233478409036,"Unclear",0
"ANO8",3.08722258820849,-3.08036269893894,1.24720368109521,0.0121221749911325,0.00206748654339797,0.21232282351938,0.213783043472504,0.031916085125655,0.535862418936787,"Both",3
"ICAM3",1.02914063928636,-2.41209075662211,1.68302270693678,1,0.015861332739773,0.0923706957732041,1,0.115054281558865,0.357130516246042,"Unclear",0
"CTTNBP2",0.333630813727816,0.853591509945025,-0.330324409927841,1,0.393331364317622,0.741154850663041,1,0.670259470587083,0.903174382907929,"Herbivore",1
"ACTL6B",NA,2.52316801097236,0.404107628121833,NA,0.0116302819730168,0.686133575817705,NA,0.095693015482553,0.878409219684795,"MissingData",5
"KIF22",0.736898088445131,0.509416267267164,1.02781618050675,1,0.610460476322518,0.30403630355806,1,0.819015129816617,0.629711786911909,"Insectivore",2
"PRSS22",0.329614954213329,-1.255013281003,1.06393117465541,1,0.209473938767667,0.287359879308471,1,0.487406722824782,0.613791842514178,"Unclear",0
"YTHDC2",-0.0706028066551332,0.959002300070947,-2.53513784756044,1,0.337557586478173,0.0112403084914348,1,0.621050580279279,0.122360080817775,"Insectivore",2
"TMEM161A",1.02912875500829,-1.38941032194931,2.33248400230782,1,0.16470801333042,0.0196752435451872,1,0.431272804403584,0.164432478044312,"Insectivore",2
"FOXJ2",0.132028275916902,-1.23434450393261,2.03073981459694,1,0.217074559033665,0.0422813952045066,1,0.495153606441976,0.242850307117275,"Insectivore",2
"GOLGA5",-2.23695975000282,0.0728166545880759,0.977097431311843,0.151733824896276,0.941952017694402,0.328520919330895,0.935805508874381,0.975971634799832,0.65074707919882,"DoubleBoth",4
"PPP2R5B",-0.648795542376726,1.62297313095831,-0.0969753084629902,1,0.104595148780861,0.922746003004432,1,0.334725126671071,0.974300164637596,"Herbivore",1
"PYGM",-0.611189616342204,0.260624895803209,-1.74384532599957,1,0.794381788946083,0.0811860644247876,1,0.916747853373866,0.333221510765744,"Insectivore",2
"BCL3",0.820423889124123,-0.264046425849852,2.51711624680782,1,0.791744145124683,0.0118319784027962,1,0.915596610275429,0.125299695228781,"Insectivore",2
"PRLH",-0.876131686222256,-0.059068007238002,-0.957874202312522,1,0.952897940657626,0.338126196483757,1,0.981248345043845,0.659053520660049,"Insectivore",2
"FSTL3",0.505939083556216,0.585956621093123,0.756691862135246,1,0.557904666059425,0.449234491393226,1,0.787858614358983,0.744135160642542,"Unclear",0
"EPHA8",1.62536880759903,-2.45670753031729,0.561720417731158,0.624503988780139,0.0140216788297976,0.574306520937635,1,0.107663378565698,0.823435152399657,"Herbivore",1
"TRIP13",-0.666371198712683,-0.137813732804503,-0.614783757797436,1,0.890387630717377,0.538697537087517,1,0.957696239706082,0.799927352125469,"Both",3
"VASH1",1.06015941198709,0.0167715927428068,-0.393658520282855,1,0.98661883241662,0.693833169576962,1,0.995152747644119,0.881927685513878,"DoubleBoth",4
"KRT14",0.602391558449567,0.776995108117627,-2.05556544967558,1,0.437161656479935,0.0398244209494985,1,0.704417144335321,0.234988729221122,"Insectivore",2
"KRT20",-3.37057528933872,3.7155162695689,-3.08067786918824,0.00450068432300026,0.000202789215734377,0.00206529956899155,0.120181068450156,0.00674950800377519,0.0501144322062635,"Unclear",0
"HSD17B10",0.666478576921355,-0.449430683975283,2.01280147617218,1,0.653121000696714,0.044135518571232,1,0.841730007179218,0.247718524493564,"Insectivore",2
"FGF4",0.0912256773788067,-0.374670009494434,0.849218717038071,1,0.70790589913633,0.395759600173924,1,0.874696464426686,0.70446599596081,"Insectivore",2
"ST6GAL1",1.58783628301273,-2.44446642578455,1.21789185544278,0.673940187521662,0.014506658232415,0.223265071643971,1,0.109703824427996,0.548359957012757,"Herbivore",1
"TIMM21",-1.33416141231009,-0.0163153907676245,1.15735718009449,1,0.9869827791189,0.247126460907077,1,0.995320143961972,0.57187485588078,"DoubleBoth",4
"BPIFB2",-0.9914426301284,-2.05247073975856,2.36398360741331,1,0.0401239358655769,0.018079612547657,1,0.196189706318291,0.156880321084032,"Unclear",0
"REXO1",-0.873656568333133,-1.21585085471122,-0.486969325205957,1,0.224041742230291,0.626280069186711,1,0.504318818333618,0.851768219621363,"Herbivore",1
"MKRN2",3.48864233707164,-4.63366693619053,1.46065374445388,0.00291288161669005,3.59244812626667e-06,0.144110489061268,0.0914097754665464,0.000489769763938984,0.438088319053656,"Herbivore",1
"GPATCH1",-0.116223482335929,0.137932572826485,0.194843404589564,1,0.890293707052253,0.84551554147472,1,0.957696239706082,0.946160468265511,"Unclear",0
"KEAP1",3.10326399111754,-2.53220453765852,1.64171699161995,0.0114839295309096,0.0113347851172437,0.10064866862589,0.208361562106836,0.0940253490099298,0.373492277874784,"Both",3
"P2RY10",2.87849157458803,-1.02570441999478,-1.01543539474674,0.0239749172589868,0.305030930311682,0.30989832814716,0.321596048205805,0.589550370578988,0.634876390411694,"DoubleBoth",4
"TNS1",-1.36740844994554,1.31759785781498,-0.3194877861291,1,0.187638303101758,0.749356651746051,1,0.46187232421813,0.906374298048783,"Both",3
"NGFR",-0.95206813976438,0.192441575667986,0.767594602769895,1,0.84739632828766,0.442728069908098,1,0.938402300595838,0.739888574609791,"Both",3
"NTN1",-0.205907526356342,1.69877288583438,0.343862659482469,1,0.0893619842907296,0.730949574756453,1,0.309349859141138,0.898672036723105,"Herbivore",1
"ISOC1",1.73097213390673,-0.650134145617394,1.40715915192355,0.500740408082529,0.515605574736439,0.159380201162277,1,0.760321211872538,0.462085371805712,"Both",3
"MNT",1.28428759829656,-0.608938259481701,-0.0977551656112397,1,0.542565363334751,0.922126709457963,1,0.778269201264866,0.974300164637596,"DoubleBoth",4
"AP3M2",2.24679224379707,-0.787843515723775,0.671626843617976,0.147919846146077,0.43078824385146,0.501821284679336,0.921691978626378,0.699561778073528,0.778990239992392,"DoubleBoth",4
"LAPTM4A",-0.353525367497237,2.10860673040963,-0.343340939565626,1,0.0349785414579809,0.731341985232674,1,0.180897845625151,0.898738351095923,"Herbivore",1
"PTPN18",-0.949808582698554,-0.921013774189025,0.633557782017074,1,0.357043235677508,0.526369460236621,1,0.637861105157801,0.793877952145239,"Both",3
"STK10",1.74548419130463,-2.13787116214264,1.30221339561225,0.485403731373212,0.0325272013583396,0.192843447185719,1,0.173832313490711,0.510751541737469,"Herbivore",1
"TBX21",0.281426207032328,-1.72270696187674,1.46275611187617,1,0.0849415307293369,0.143534126136015,1,0.301153758592111,0.437156078643118,"Unclear",0
"MRPS34",-0.677151812817378,0.292758144044705,0.575300858975096,1,0.769707023359239,0.565087840688209,1,0.9044643425859,0.818178544860668,"Both",3
"MAP2K5",0.487374324791337,0.218032518654882,-0.0708600352653475,1,0.827403774647533,0.943509150622053,1,0.929831058426117,0.979526024622613,"DoubleBoth",4
"TIGAR",4.37352868439497,-3.71839959826293,0.403367814480529,7.33525036185934e-05,0.00020048894771174,0.686677660484847,0.00886764260722269,0.00668667768201563,0.878620003062747,"DoubleBoth",4
"FGF20",1.62261608458837,-0.696922980686138,1.75982047446085,0.628028999609855,0.485850995167784,0.078438250428086,1,0.73885894918644,0.328104671274541,"Insectivore",2
"MTMR7",0.652990973179582,-1.33058285232011,-1.00400437346422,1,0.183326307874815,0.315376505558012,1,0.456983811145374,0.639769951443119,"Unclear",0
"CPB2",-0.888630011023165,1.59543004078463,0.0747203222080079,1,0.110616102729155,0.940437238088078,1,0.346335022046915,0.978400267694593,"Herbivore",1
"FAM107B",1.13928891656289,-2.13042142812076,1.59818320973558,1,0.0331368362693978,0.110002209321069,1,0.175805094895289,0.388890542984001,"Unclear",0
"CDK13",-1.07601107969947,0.245910925789153,0.828679457471709,1,0.805751185938881,0.407285812927255,1,0.921096997587376,0.712464465976461,"DoubleBoth",4
"TSPAN32",-0.128996376307527,-0.606275975886779,1.35664859242162,1,0.544331508864409,0.174892894052857,1,0.779078984516855,0.485916852880145,"Insectivore",2
"TRAM2",1.74735152119703,-0.736901994193227,2.90483723890131,0.483458287243022,0.46118195123822,0.00367444121763219,1,0.720580127975738,0.0683800432796788,"Insectivore",2
"CLDN18",2.56284945203212,-2.78912803049821,-1.04484813213808,0.0622902323844969,0.0052850167660116,0.296093165170313,0.549137432365835,0.0586745457262205,0.622165160113729,"Herbivore",1
