,Herbivore...Insectivore.Rho,Herbivore...Insectivore.P,Herbivore...Insectivore.p.adj,Herbivore...Omnivore.Rho,Herbivore...Omnivore.P,Herbivore...Omnivore.p.adj,Insectivore...Omnivore.Rho,Insectivore...Omnivore.P,Insectivore...Omnivore.p.adj,Herbivore...Vertivore.Rho,Herbivore...Vertivore.P,Herbivore...Vertivore.p.adj,Insectivore...Vertivore.Rho,Insectivore...Vertivore.P,Insectivore...Vertivore.p.adj,Omnivore...Vertivore.Rho,Omnivore...Vertivore.P,Omnivore...Vertivore.p.adj,Herbivore...5.Rho,Herbivore...5.P,Herbivore...5.p.adj,Insectivore...5.Rho,Insectivore...5.P,Insectivore...5.p.adj,Omnivore...5.Rho,Omnivore...5.P,Omnivore...5.p.adj,Vertivore...5.Rho,Vertivore...5.P,Vertivore...5.p.adj
MAP4K5,0.407353046362932,1,1,-1.94145078656101,0.522036232499946,1,-2.15197442942728,0.313993683714699,1,0.63928582482025,1,1,0.301279512090368,1,1,2.02225967611804,0.431495320912549,1,-0.77600650921908,1,1,-0.863400910185174,1,1,-0.372091962730149,1,1,-0.939674363654346,1,1
ERCC1,1.6327869815412,0.615082836131754,1,0.584260346643303,1,1,-0.954173640486771,1,1,-0.261904615265787,1,1,-1.52811815113538,0.758899233641972,1,-0.703837670596836,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GPRC5A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEBP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COX15,0.542443738880463,1,1,0.502938191690721,1,1,-0.0908044420171635,1,1,0.537558599085044,1,1,0.0879265740905616,1,1,0.167934158878835,1,1,1.26275561544268,1,1,1.13966054175174,1,1,1.16471289607549,1,1,1.10230385728632,1,1
MS4A12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
XYLT2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FTSJ1,3.7721373175908,0.000971130803129188,0.0356221483966718,0.526084964090456,1,1,-3.26315669236496,0.00661071503586968,0.146414354919843,3.00167446627628,0.0161099479497454,0.30569528522969,-0.128017148812238,1,1,2.59048516280313,0.057504451752037,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SCTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RALBP1,4.32021615029369,0.000155876442584329,0.0109195550041969,2.06788829891737,0.386505279635321,1,-2.42784955874213,0.151886421561092,1,2.14316736302136,0.320996619343475,1,-1.29025492382573,1,1,0.614834300265878,1,1,2.23389813764791,0.254897761390772,1,1.28319869723843,1,1,1.82273945457163,0.683428616016565,1,1.62999616030848,1,1
SYT13,0.833553397020496,1,1,1.60361884717493,1,1,0.60880237461385,1,1,0.888010723366705,1,1,0.222356954274659,1,1,-0.241890855511091,1,1,-0.415428978328751,1,1,-0.591202565156389,1,1,-0.724045569360086,1,1,-0.645955345582954,1,1
SNAI2,-1.06850755481451,1,1,-0.214380151417517,1,1,0.815022885443333,1,1,0.582433654066265,1,1,1.30554936906308,1,1,0.711153124051167,1,1,1.035844403677,1,1,1.30820332692138,1,1,1.08516253267745,1,1,0.802641125907538,1,1
SLC7A9,3.22818876617284,0.0124576738287908,0.191339887313111,2.17475740010497,0.296483009571846,1,-1.27290911470179,1,1,4.10891260518219,0.000397526464931635,0.0266457127609212,1.38802087865394,1,1,2.51364844022671,0.119489480778317,1,2.27992769210847,0.226119773516376,1,1.57695732371425,1,1,1.85983397503677,0.629090189310465,1,1.1733134867651,1,1
RTF2,0.112335538237847,1,1,0.979738170247923,1,1,0.756978411778369,1,1,0.694688583441866,1,1,0.560452405640787,1,1,-0.0348985365930582,1,1,1.18557780933694,1,1,1.15480602607935,1,1,0.991223677264724,1,1,0.985356796738638,1,1
RB1CC1,-0.0578668539607769,1,1,2.10099002253017,0.35641842106771,1,1.94616304902912,0.516351569816238,1,0.318222343043108,1,1,0.34366103284566,1,1,-1.29988958124019,1,1,0.776379961960757,1,1,0.785022641208196,1,1,0.379471303284262,1,1,0.690648259411699,1,1
AKAP11,-0.157253971492673,1,1,-0.785559233298024,1,1,-0.53267252951082,1,1,-2.62532142022164,0.0865672055734436,0.823889331264966,-2.30850229106071,0.209712155553032,1,-2.02489366286093,0.42878284473436,1,0.66957220787996,1,1,0.697924933965327,1,1,0.809785221761918,1,1,1.28607328285782,1,1
B4GALT7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM13B,4.49957971376614,6.80879445497651e-05,0.00636412721109947,1.4181686300881,1,1,-3.19693383038186,0.0138896784955497,0.225846657143171,2.19361059877919,0.282634158123354,1,-1.28200039596052,1,1,1.18220379346419,1,1,-0.0318129089104225,1,1,-0.996708520461821,1,1,-0.304758674709552,1,1,-0.617418134628655,1,1
CHPF2,-0.00599631250483695,1,1,0.914476483131759,1,1,0.828400595251519,1,1,-0.95009307183467,1,1,-0.892409541735385,1,1,-1.60312027380895,1,1,0.925864742758516,1,1,0.922839236298975,1,1,0.742789824820486,1,1,1.16838223919066,1,1
GABARAPL2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MYOC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM136A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NSMAF,-0.186966305248516,1,1,2.48225712639818,0.130553031982917,1,2.43000686047893,0.15098537035311,1,-1.30282847622017,1,1,-1.07336752441575,1,1,-3.21522024514307,0.0130344473887478,0.517059416127807,1.64067183528341,1,1,1.67316168358864,0.942954711013062,1,1.16584144975581,1,1,1.93792337445484,0.526325717482426,1
OTC,1.64248973255383,1,1,1.6592738305218,0.970606261060856,1,-0.107058018340002,1,1,0.398137379004976,1,1,-0.895599584111845,1,1,-0.8492566433363,1,1,0.830590037931096,1,1,0.454433001261125,1,1,0.480910944968097,1,1,0.707806911253121,1,1
TTC17,-0.0622380242579842,1,1,-0.864387877422755,1,1,-0.713331567711087,1,1,0.260070593659346,1,1,0.290907828318951,1,1,0.859935827187709,1,1,-0.635080091965823,1,1,-0.61871113260158,1,1,-0.464514745320182,1,1,-0.69364974780249,1,1
HOXC8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MRI1,1.5113491530107,1,1,0.389708547037224,1,1,-1.16857242054821,1,1,-0.218471791370023,1,1,-1.38305884848576,1,1,-0.507653465609776,1,1,0.281547439515799,1,1,-0.0553436559209168,1,1,0.204584768398272,1,1,0.334536943504777,1,1
TARBP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RTN4R,-0.766886804949105,1,1,1.30324675686678,1,1,1.98730362717795,0.281332559801221,1,0.895799936049625,1,1,1.46379551065094,0.859498976681824,1,-0.0915413375207091,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSMA4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZPBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LCP2,-0.043130250750552,1,1,0.911296366839475,1,1,0.874774302215377,1,1,0.0203409355050515,1,1,0.0525097242154655,1,1,-0.650618246574868,1,1,1.4971158071499,1,1,1.50072337430676,1,1,1.32427542553222,1,1,1.46954500408714,1,1
DCN,-2.03176577976511,0.421773730503251,1,-2.39556482269398,0.165947796229159,1,-0.148794108631301,1,1,0.686964318545965,1,1,2.14169171574221,0.322182977957204,1,2.36416377289653,0.180708221299867,1,1.4889088642744,1,1,1.91158922731871,0.559289021622635,1,1.95106675053834,0.510491058477262,1,1.27784115653171,1,1
TNFRSF17,-0.665964995072643,1,1,-0.984095395579946,1,1,-0.227934081863217,1,1,-0.848869013013344,1,1,-0.296073552957094,1,1,-0.130815922710901,1,1,0.39957211245431,1,1,0.544274340797354,1,1,0.595768401469066,1,1,0.620242051835361,1,1
MRPS10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRN,2.82709989215378,0.0469716729264477,0.44482845520029,0.275532451765849,1,1,-2.55096633369203,0.107424702211243,0.824444769771133,2.89617622127997,0.0377740215566678,0.505221035687247,0.525231589303868,1,1,2.67103740665173,0.0756172195503871,1,0.998981912192615,1,1,0.418639513546547,1,1,0.947584587647269,1,1,0.277685363853772,1,1
THAP3,0.178898132793717,1,1,0.376498583922903,1,1,0.147348702015154,1,1,-0.0934623071939741,1,1,-0.228057404080173,1,1,-0.376317832532813,1,1,1.26698707870706,1,1,1.2198798001621,1,1,1.1945897395343,1,1,1.27288623629299,1,1
VAMP3,-0.986512617913327,1,1,1.01672614239731,1,1,1.87433756670527,0.6088391278216,1,-0.219622337720618,1,1,0.565923482979194,1,1,-0.985050705062017,1,1,0.980009913610849,1,1,1.21246877189262,1,1,0.750813709971305,1,1,1.02483508138915,1,1
RCN1,-0.0523838107652057,1,1,0.669781413118548,1,1,0.667585923941048,1,1,1.5199468376611,1,1,1.49096763589375,1,1,1.04676936077613,1,1,-0.50219253711043,1,1,-0.488027185035592,1,1,-0.643417104141399,1,1,-0.928809555912483,1,1
RFC2,2.47921995613822,0.0790020484061082,0.613385070833092,0.76774357565522,1,1,-1.7284637234,0.503430716581721,1,0.996678042949552,1,1,-1.02655159928502,1,1,0.388400649082869,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PPP1R3F,0.889748327199727,1,1,-0.408812259705646,1,1,-1.28681097511195,1,1,-1.35800321839432,1,1,-2.00681417984445,0.268616714708926,1,-1.06864897426653,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFE2L3,4.5152976642367,6.32278908350632e-05,0.00620099219905562,-0.113596306854817,1,1,-4.6413099777651,3.46207309429058e-05,0.00597335833694544,-0.055556695329541,1,1,-3.56878280498069,0.00358643584363042,0.249364348918691,0.02860840880594,1,1,2.15981516134415,0.307869814711285,1,1.21414577580773,1,1,2.18145371624637,0.291498742479548,1,2.14381953912992,0.320473491253881,1
CBLN4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLDN11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM168A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RELT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKP2,-1.54091517323474,1,1,-1.27372488129955,1,1,0.416600208841361,1,1,-0.00610867574552987,1,1,1.229790859558,1,1,0.96759475551814,1,1,0.523040726322295,1,1,0.852763187923241,1,1,0.767163255840629,1,1,0.517862477052458,1,1
YIPF1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ADCK2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INPP4A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLC2A3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STYK1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GNA11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CREB3L3,3.19793850086981,0.0138413795366439,0.2029031185884,1.15480812248537,1,1,-2.00153604104528,0.453346537944173,1,0.945518667612994,1,1,-1.7059696555699,0.88013729444974,1,-0.00810519972815607,1,1,1.2945260867795,1,1,0.599764417691749,1,1,1.0531241311261,1,1,1.04489142133708,1,1
HDAC7,-0.414489171399365,1,1,-1.98164930093481,0.475185052222442,1,-1.36206175988893,1,1,-0.641476920220053,1,1,-0.272637093123575,1,1,0.859215100469853,1,1,-0.358967686033515,1,1,-0.270980056347594,1,1,0.0122166159875124,1,1,-0.197524413168754,1,1
MRPS35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APPBP2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
