"","main_Rho","Herbivore_Rho","Vertivore_Rho","main_P","Herbivore_P","Vertivore_P","main_p.adj","Herbivore_p.adj","Vertivore_p.adj","Driver","DriverNumeric"
"CD79B",1.23149705021548,-0.927819253588589,0.732566799964386,1,0.353501334981462,0.463822686492838,1,0.634962121146343,0.726493607465294,"Both",3
"RHBDD2",0.764375146020683,-2.24181577911806,0.0101855388558684,1,0.0249732809987966,0.991873256322132,1,0.149259554465153,0.99670402282724,"Herbivore",1
"RPUSD1",0.808949970030185,0.135547234777445,1.42592057272152,1,0.892179220873556,0.153891270292182,1,0.958465866326847,0.436256333801261,"Vertivore",2
"TSR3",0.316026970931308,-1.62084581004422,-0.943601669876355,1,0.105050711076151,0.345373238599595,1,0.335470956817752,0.632804103678584,"Herbivore",1
"NDUFAB1",2.20454295973429,-1.38918902739914,1.66937225133517,0.164917093157104,0.164775277417952,0.0950436293871107,0.915159607928276,0.431337608473447,0.347419888253369,"Both",3
"YBX2",-1.90813613106661,2.63419957102347,-1.02070822224062,0.338241743479676,0.00843359012148666,0.307392697818715,1,0.0778474158765246,0.595948225209252,"Herbivore",1
"ITGA3",-2.25166490352639,1.6845753235361,-1.74470833245834,0.146060736891777,0.092070535617351,0.0810356521447467,0.85332626774368,0.313325910523125,0.322604768053309,"Both",3
"KRT33A",2.45489349161265,-2.50535529832034,1.74519616469901,0.084555801427483,0.0122328441387234,0.0809507286261401,0.622990646224734,0.0988278602105066,0.322510268583519,"Unclear",0
"LRRC23",-0.277453456634062,1.68567462962853,0.735076074122953,1,0.0918584860445506,0.462293164739514,1,0.313004423244132,0.725310914823494,"Herbivore",1
"TFAP2D",NA,0.660305867219945,NA,NA,0.50905756571722,NA,NA,0.755614842739049,NA,"MissingData",5
"CRY1",0.373849425958055,-0.318141024801065,0.404979344273456,1,0.750377965671801,0.685492694196547,1,0.894105149859437,0.863166457119186,"Unclear",0
"PGLYRP1",2.28605024114123,-1.54417395150685,2.58309537281182,0.13350791703645,0.12254619744545,0.00979182504573516,0.804670223032141,0.368320288224236,0.116590373174824,"Vertivore",2
"STARD3NL",-1.11807028504348,1.78093199957309,-0.0466372402167213,1,0.0749235602625296,0.962802350908428,1,0.279052387016393,0.985709124118545,"Herbivore",1
"CD74",-2.22774975420638,1.5085255930215,-1.70336628273832,0.155383242956777,0.131420061535345,0.0884995434618233,0.885625849667608,0.38173899722727,0.336699522530826,"Both",3
"RPS20",NA,3.38332476225479,NA,NA,0.000716138930817102,NA,NA,0.0159743777356746,NA,"MissingData",5
"MGST1",3.90979482059159,-3.26094807566177,2.61857216246793,0.000554247303532944,0.0011104037217805,0.00882986135529983,0.0278117982477129,0.0212497448953249,0.111045983272647,"Both",3
"CPA1",2.63000578971303,-3.27329006405327,1.90861912044988,0.0512300484214128,0.00106303325569832,0.0563112435356779,0.453582690181477,0.020660318994741,0.269238690206673,"Herbivore",1
"SYPL1",1.47271226579764,-2.38425858396595,1.13784188708679,0.844971826674644,0.0171135724986508,0.25518651080628,1,0.120182801401612,0.548626759062074,"Herbivore",1
"RANBP9",0.454458853787515,-1.86623372832838,-0.444225430014899,1,0.0620086721348849,0.656879608335732,1,0.251780266730135,0.848702939566281,"Herbivore",1
"CD4",0.63581548619358,1.21015848697786,1.83887444824325,1,0.226218084046844,0.0659336548491241,1,0.506739762895977,0.29276477914729,"Vertivore",2
"PLEKHG6",-1.96944990229568,1.15419856592814,-1.95593761287114,0.293408700575802,0.248418770393874,0.0504725038123758,1,0.533810967893394,0.256075477857616,"Both",3
"QPCTL",1.09209503970076,-1.24406124039809,0.775230286254786,1,0.213477024774515,0.438203594952459,1,0.491652329435935,0.705836312057368,"Herbivore",1
"PPP5C",1.79501595276212,-1.51679074672812,2.08166235844897,0.4359069497133,0.129319524017647,0.0373733211481141,1,0.378911815763203,0.219712635185687,"Unclear",0
"UBR7",-2.25379837305949,2.56135420547861,-1.32415962685139,0.145253131312738,0.010426499328628,0.185450036128342,0.850312689062073,0.0886203221322738,0.471952375009684,"Herbivore",1
"MAP4K5",0.878879224412311,1.02285993535883,1.20411327709567,1,0.306374074907526,0.228545798880123,1,0.590346590365648,0.518857018831411,"Unclear",0
"ERCC1",-0.110940526797284,-0.711688729668165,-1.44435998151144,1,0.476657548227577,0.148637741468619,1,0.732398658920662,0.431067721804387,"Vertivore",2
"GPRC5A",3.56010956729917,-4.21664627902123,2.3029170094216,0.00222420054453486,2.47962461822875e-05,0.0212835129431749,0.0646044712012587,0.00170556705368829,0.166924868328498,"Herbivore",1
"HEBP1",0.114224802954362,1.07074522653232,0.701806152821727,1,0.284284001176252,0.482800061154462,1,0.570820668090344,0.740758691638009,"Herbivore",1
"COX15",0.901628879680821,-0.765750025530722,-0.182465089808538,1,0.443825054881009,0.8552177487279,1,0.708747392087825,0.943068473153698,"Both",3
"MS4A12",0.920618693799413,-0.226981390251605,0.900264813821487,1,0.820438212953804,0.367979341383729,1,0.927111195884566,0.650738786121044,"Both",3
"XYLT2",0.243753461394503,-0.426670418011288,0.302827647230318,1,0.669619399878061,0.762021212661788,1,0.852602156442531,0.902081836378381,"Unclear",0
"FTSJ1",3.14166314080926,-2.24919824238861,2.0934146017377,0.0100794714300685,0.024499886253279,0.0363121600774843,0.173988955976863,0.147353861328163,0.217542627566876,"Both",3
"SCTR",1.1510621502999,0.183607830955228,1.67451355475956,1,0.854321119354857,0.0940297127183746,1,0.942147980924131,0.345721709079438,"Vertivore",2
"RALBP1",1.7992376135113,-3.67046146406414,0.862107139970623,0.431886611514741,0.000242112970888846,0.388628562706066,1,0.00764992036089143,0.667281170578517,"Herbivore",1
"SYT13",0.475222814014026,-1.70948223156333,0.429752983388776,1,0.0873616602836806,0.667375337334365,1,0.305050657375739,0.854023307218356,"Herbivore",1
"SNAI2",0.282146808162894,0.262672288611543,0.648828013484894,1,0.792803177427988,0.516449548364773,1,0.916129372134473,0.766194644026608,"Vertivore",2
"SLC7A9",4.09932757594293,-3.78759171962593,2.85053987812267,0.000248611336893755,0.000152114539415367,0.00436450770360615,0.0160127689855852,0.0055909854181036,0.0792962608350163,"Both",3
"RTF2",0.891673474452461,-0.73658592717539,-0.298834641187999,1,0.461374195562724,0.76506621812642,1,0.720748676234945,0.903354343799858,"Both",3
"RB1CC1",0.495134843432728,-1.30220503943607,-0.795967668194201,1,0.192846302937565,0.42605082803781,1,0.468147055208914,0.697115340340493,"Herbivore",1
"AKAP11",-2.33852503352452,1.32161611131457,-2.63709769428256,0.116160171637625,0.186296015660068,0.00836187457682662,0.748819134620014,0.460292389278678,0.107670719188738,"Vertivore",2
"B4GALT7",0.573716280620469,-0.0368344341904852,-0.0859795674052334,1,0.970617018155551,0.931482659916829,1,0.988681978478877,0.973102372069704,"DoubleBoth",4
"FAM13B",2.5198759152822,-3.39192159016919,1.31455560031985,0.0704377265222766,0.000694042986386501,0.188659300292987,0.558586201952638,0.0156681654127281,0.475490642841408,"Herbivore",1
"CHPF2",-0.907618096302761,-0.35291116400663,-1.01481903313116,1,0.724155041011232,0.310192099233793,1,0.882278591043831,0.598350242967121,"Vertivore",2
"GABARAPL2",NA,4.91531595608275,NA,NA,8.86393874792555e-07,NA,NA,0.000211287622301655,NA,"MissingData",5
"MYOC",-3.76235232899799,1.82612581872899,-2.36969640228414,0.00100993617469303,0.0678313119547999,0.0178026969513394,0.0403519899252501,0.264181876120209,0.155229099860325,"Both",3
"FAM136A",1.64368365240086,-0.534018153503131,1.55491837550177,0.601449386742836,0.59332897441811,0.119965510420701,1,0.808961882962699,0.388921100521916,"Both",3
"NSMAF",-1.30504554926073,-1.21189004691304,-1.84945119288747,1,0.22555447260787,0.0643926891866008,1,0.505742488103605,0.289202253188944,"Vertivore",2
"OTC",0.481886537651098,-1.70030883263725,-0.137891754253061,1,0.0890728499154444,0.890325967307139,1,0.308830336744265,0.957643323547189,"Herbivore",1
"TTC17",0.393226156385541,0.693342565877946,0.621102598144928,1,0.488094596353145,0.534532119901244,1,0.74105707308806,0.777098671786097,"Unclear",0
"HOXC8",NA,3.91625615704692,NA,NA,8.9934690341563e-05,NA,NA,0.00393986863715242,NA,"MissingData",5
"MRI1",0.00689246880709972,-0.772729680459572,-0.032286044423845,1,0.439682377366815,0.974243938340322,1,0.706674432795112,0.98944170503544,"Herbivore",1
"TARBP1",-0.159945901553955,-1.81311925816698,-1.33617216161726,1,0.069813429488305,0.181493007930936,1,0.268534854906487,0.46745396297447,"Unclear",0
"RTN4R",0.816998326600142,-0.642688345681221,0.655139619311852,1,0.520426344704868,0.512377865566096,1,0.763389751550536,0.763737815208755,"Both",3
"PSMA4",NA,3.25210686123905,NA,NA,0.00114552945064384,NA,NA,0.0217422562827706,NA,"MissingData",5
"ZPBP",1.74399830845119,0.125954148178593,1.93442611938509,0.486956308790549,0.899768219882822,0.0530607576267424,1,0.960653477278923,0.262247932982434,"Vertivore",2
"LCP2",0.34969828189204,-0.673000338071102,-0.26340098255785,1,0.500947075844044,0.792241533365742,1,0.750587091177306,0.915883361649917,"Herbivore",1
"DCN",0.707435561102429,2.39065448637804,2.01317460055464,1,0.0168183718999555,0.0440962643073261,1,0.118775523574433,0.239234905207562,"Unclear",0
"TNFRSF17",-0.760003989166602,1.08749729461171,0.114445913774679,1,0.276817093547793,0.908884319137819,1,0.564835292994968,0.965619195640682,"Herbivore",1
"MRPS10",2.83507955362162,-2.69306361454209,1.86712894014774,0.0274885653389269,0.00707987590767647,0.0618835838848513,0.315748633250341,0.0702311558063206,0.283411052455062,"Both",3
"GRN",2.69642667887138,-1.86513536329138,3.42638997005413,0.0420526953745262,0.062162432817228,0.000611661520163913,0.401490011376173,0.252102701442899,0.034798256387738,"Vertivore",2
"THAP3",-0.458277143869833,-0.611678341766108,0.613582222839782,1,0.540750594146009,0.539491433815168,1,0.777248060699891,0.780057305795931,"Unclear",0
"VAMP3",-0.112607712165446,-0.0134139497786068,-0.217666602053612,1,0.989297537529461,0.827688887441028,1,0.996413443561986,0.931554295911849,"Vertivore",2
"RCN1",1.50785109195845,-0.717510966598445,1.83845434835796,0.789555854376985,0.473058872138145,0.0659954829387083,1,0.729989647609215,0.292884875361286,"Vertivore",2
"RFC2",1.05751812073663,-1.48651934740479,0.470194041502764,1,0.137141803220841,0.638216390809559,1,0.391308667108713,0.838377855346607,"Herbivore",1
"PPP1R3F",-1.50543949694041,0.622223868656863,-1.18381516503909,0.793266725913319,0.533794673260289,0.236486237785828,1,0.772544894288916,0.52776124933764,"Both",3
"NFE2L3",0.542199249107021,-1.90355947671536,-1.02247241931862,1,0.0569675806827259,0.306557360002119,1,0.240567919303048,0.595667613345412,"Herbivore",1
"CBLN4",-0.895645013390798,2.71675258172255,0.0152370541325496,1,0.00659258703223903,0.987843060165708,1,0.0672253846032986,0.995143620329095,"Herbivore",1
"CLDN11",1.5953067652235,0.820664371908546,2.82309549488819,0.663861921024224,0.411837470047767,0.0047562402458706,1,0.684694293316573,0.0820212739323857,"Vertivore",2
"FAM168A",NA,2.18658524078015,NA,NA,0.0287728157597615,NA,NA,0.163069430297194,NA,"MissingData",5
"RELT",0.496949647645052,-0.245019425470817,0.710897230505367,1,0.806441390372554,0.47714792234478,1,0.921444275803519,0.736494558293249,"Vertivore",2
"PKP2",0.163898338678608,1.36609525578612,0.144933392042607,1,0.17190906719111,0.884763461739608,1,0.44222727663874,0.955706323406003,"Herbivore",1
"YIPF1",0.290843219371196,-0.237189337927253,-0.0504918575564467,1,0.812509907441663,0.959730437858738,1,0.923819661175779,0.984365648065896,"DoubleBoth",4
"ADCK2",1.11834774024776,-0.478684284621663,1.24575422088892,1,0.632163247478221,0.212854640975452,1,0.830973487825358,0.502871241482673,"Vertivore",2
"INPP4A",0.619685221518971,-1.05788464020951,0.017553823961646,1,0.2901080385851,0.985994794134714,1,0.576534667369794,0.99442210006749,"Herbivore",1
"SLC2A3",0.879401596320142,-0.978930558674643,1.26233031233512,1,0.327614291820394,0.206829953645849,1,0.610117399431239,0.4968129166455,"Unclear",0
"STYK1",1.30479674178817,-2.01063225095411,1.36532462694764,1,0.0443643149004174,0.172151042018497,1,0.206935591430465,0.459344576672881,"Unclear",0
"GNA11",NA,-1.85159876624014,NA,NA,0.0640834603501722,NA,NA,0.255529842267144,NA,"MissingData",5
"CREB3L3",1.17794821225197,-2.19632869291097,-0.139469247515722,1,0.028068425441621,0.889079355334567,1,0.160084837432525,0.957643323547189,"Herbivore",1
"HDAC7",-0.926733269192182,1.7838517672159,-0.213147583947049,1,0.0744477551583722,0.831211850681914,1,0.277854861469504,0.932871024818886,"Herbivore",1
"MRPS35",1.86481821917212,-1.18217457964164,1.18188771339265,0.37324133178609,0.237136436912665,0.237250257784032,1,0.519987081428219,0.52876315383946,"Both",3
"APPBP2",NA,-0.120813739268178,NA,NA,0.903838567458342,NA,NA,0.961617997257362,NA,"MissingData",5
"CA11",-1.64350995755541,1.77748782469518,-0.991651585399485,0.601664800986228,0.0754880122934907,0.321367515923627,1,0.280291032935092,0.609408030195915,"Herbivore",1
"ISOC2",1.48742323463028,-1.57153936111167,0.416594233722376,0.821418384500721,0.116057419075572,0.676975227759818,1,0.355866929000242,0.858669284521691,"Herbivore",1
"CD22",3.75717112062271,-1.9644038857655,3.18279331903423,0.00103106994566216,0.0494832725810774,0.00145861692162887,0.0407677498934065,0.221322948473147,0.048894036983237,"Both",3
"GSC2",0.863327651409929,-0.523412336794137,0.288712389609192,1,0.60068734089637,0.772801480738567,1,0.813801781044632,0.906749291808839,"DoubleBoth",4
"KCNQ1",-0.276128851168522,0.481310287467113,-0.529246832995343,1,0.630295986595643,0.596634232357803,1,0.830134691373103,0.812204370561914,"Unclear",0
"TRIB2",-0.934970737837418,1.99342582730063,0.358567621571621,1,0.0462148380817034,0.719918572391556,1,0.21192817168495,0.879531676567343,"Herbivore",1
"OTUD5",-0.392050765877759,0.962300676960986,0.889604047213486,1,0.335898589039748,0.373678532285351,1,0.618842944958544,0.655544231972572,"Unclear",0
"GPKOW",0.335355189500131,-1.65023846247891,0.152696564756711,1,0.0988941729667931,0.878637569923271,1,0.325213156749594,0.953303775312197,"Herbivore",1
"AQR",0.707532326331973,0.476653803813173,0.239871197512251,1,0.633608663628458,0.810430110116132,1,0.831726824486044,0.924424696297074,"Both",3
"LMCD1",0.376345780082778,0.764911131037741,1.54742313041485,1,0.44432446524646,0.121761247231807,1,0.709212728427363,0.392295622480633,"Vertivore",2
"PSMC4",NA,3.15527371433753,NA,NA,0.00160347596869406,NA,NA,0.0273586757648021,NA,"MissingData",5
"FNDC8",1.37423528865873,-0.142794722216513,0.762956553776661,1,0.886452305427545,0.445489306784128,1,0.955861190704835,0.712072637868397,"DoubleBoth",4
"ACAP1",-3.29914193623205,2.19879261111165,-1.84919232368326,0.00581885173005468,0.0278926721371404,0.0644300467765489,0.124726909607059,0.159475246092031,0.289284015015753,"Both",3
"DERL2",NA,2.38628450276016,NA,NA,0.0170195787869043,NA,NA,0.119683450133159,NA,"MissingData",5
"NOX3",1.27510284778038,-1.70144564803966,0.201355086977224,1,0.0888593357494892,0.840420931320076,1,0.308419908600315,0.936934974678691,"Herbivore",1
"ANO8",2.88783140074393,-3.08036269893894,2.65545531783827,0.0232744640747817,0.00206748654339797,0.00792014252503928,0.287974874716461,0.031916085125655,0.105222802247971,"Unclear",0
"ICAM3",0.912143439138259,-2.41209075662211,0.16068706703603,1,0.015861332739773,0.872339876071875,1,0.115054281558865,0.951432762207427,"Herbivore",1
"CTTNBP2",0.335365790679249,0.853591509945025,0.891230988355107,1,0.393331364317622,0.372805263079421,1,0.670259470587083,0.654981639005972,"Unclear",0
"ACTL6B",NA,2.52316801097236,NA,NA,0.0116302819730168,NA,NA,0.095693015482553,NA,"MissingData",5
"KIF22",0.96750976062243,0.509416267267164,1.24741669503354,1,0.610460476322518,0.212244748129444,1,0.819015129816617,0.502546586572679,"Vertivore",2
"PRSS22",-0.0724431575239562,-1.255013281003,-0.725487571436316,1,0.209473938767667,0.468152966848049,1,0.487406722824782,0.728816987350333,"Herbivore",1
"YTHDC2",-0.264498383949291,0.959002300070947,0.0738686019476485,1,0.337557586478173,0.941114939586889,1,0.621050580279279,0.977956659616124,"Herbivore",1
"TMEM161A",0.938039140385819,-1.38941032194931,1.33186384683177,1,0.16470801333042,0.18290493298402,1,0.431272804403584,0.468932940731786,"Unclear",0
"FOXJ2",-0.260774103063874,-1.23434450393261,-0.46729333086234,1,0.217074559033665,0.640290027264493,1,0.495153606441976,0.840001786832528,"Herbivore",1
"GOLGA5",-2.08934148075968,0.0728166545880759,-2.7672741047099,0.220061969451243,0.941952017694402,0.00565272052204214,1,0.975971634799832,0.090136538004048,"Vertivore",2
"PPP2R5B",-0.575184543892467,1.62297313095831,0.436660125014098,1,0.104595148780861,0.662357851553595,1,0.334725126671071,0.85144404773779,"Herbivore",1
"PYGM",-1.11516707360073,0.260624895803209,0.213972439047316,1,0.794381788946083,0.830568549885833,1,0.916747853373866,0.932606491139769,"DoubleBoth",4
"BCL3",0.855105036066291,-0.264046425849852,0.754352035830534,1,0.791744145124683,0.450637864273873,1,0.915596610275429,0.716264095799486,"Both",3
"PRLH",-1.20267520919318,-0.059068007238002,-0.619645429899224,1,0.952897940657626,0.535491250173939,1,0.981248345043845,0.778146992748429,"DoubleBoth",4
"FSTL3",0.569805519885284,0.585956621093123,1.44187332756142,1,0.557904666059425,0.14933811189636,1,0.787858614358983,0.431422426185216,"Vertivore",2
"EPHA8",1.08089329820208,-2.45670753031729,0.498140987951105,1,0.0140216788297976,0.61838467261075,1,0.107663378565698,0.826921832236633,"Herbivore",1
"TRIP13",-0.780878823161021,-0.137813732804503,-0.748650138881386,1,0.890387630717377,0.45406810360016,1,0.957696239706082,0.718727944479276,"Both",3
"VASH1",1.00855482186244,0.0167715927428068,1.20166588782031,1,0.98661883241662,0.229493002625801,1,0.995152747644119,0.520381671169508,"Vertivore",2
"KRT14",0.382628044769649,0.776995108117627,1.13805261875987,1,0.437161656479935,0.255098511203088,1,0.704417144335321,0.54854896258705,"Unclear",0
"KRT20",-3.89690367192793,3.7155162695689,-1.7665667023572,0.000584582093081198,0.000202789215734377,0.0773008215446899,0.0287606773091154,0.00674950800377519,0.317250809844078,"Both",3
"HSD17B10",0.700870772250312,-0.449430683975283,0.488205722606983,1,0.653121000696714,0.625404131538752,1,0.841730007179218,0.830599884343706,"Both",3
"FGF4",0.0966644741197372,-0.374670009494434,0.675836930290998,1,0.70790589913633,0.499144184593367,1,0.874696464426686,0.75338001040254,"Vertivore",2
"ST6GAL1",1.59318373189006,-2.44446642578455,0.703304451845284,0.666713877762503,0.014506658232415,0.48186603692181,1,0.109703824427996,0.739870348853005,"Herbivore",1
"TIMM21",-1.35929324084399,-0.0163153907676245,-0.802182821249081,1,0.9869827791189,0.422447212009885,1,0.995320143961972,0.694762233228691,"DoubleBoth",4
"BPIFB2",-1.00586166626589,-2.05247073975856,-1.21441297062696,1,0.0401239358655769,0.224590064847824,1,0.196189706318291,0.515454845686299,"Herbivore",1
"REXO1",-0.451653572214784,-1.21585085471122,-1.17453417883115,1,0.224041742230291,0.240181130094334,1,0.504318818333618,0.532076237744914,"Unclear",0
"MKRN2",2.98902845943496,-4.63366693619053,1.90114816437088,0.016791963748984,3.59244812626667e-06,0.0572826084144366,0.238774180057519,0.000489769763938984,0.271552636800545,"Herbivore",1
"GPATCH1",0.0919138297427574,0.137932572826485,0.0434067571508947,1,0.890293707052253,0.965377291352302,1,0.957696239706082,0.986473080886623,"Herbivore",1
"KEAP1",2.91522932067094,-2.53220453765852,1.94244283917663,0.0213256363704021,0.0113347851172437,0.0520835134655637,0.272898300357149,0.0940253490099298,0.26032440010137,"Both",3
"P2RY10",2.67836467886658,-1.02570441999478,3.32315590019695,0.0443895718737421,0.305030930311682,0.00089005156452494,0.41851441546879,0.589550370578988,0.0403703868786327,"Vertivore",2
"TNS1",-1.54390254761132,1.31759785781498,-1.18621217031362,0.735671657067844,0.187638303101758,0.235538521213943,1,0.46187232421813,0.52714178164166,"Both",3
"NGFR",-0.798322529126639,0.192441575667986,-1.40854416833799,1,0.84739632828766,0.158969997879895,1,0.938402300595838,0.44267751622012,"Vertivore",2
"NTN1",-0.448740138354388,1.69877288583438,1.10614282509784,1,0.0893619842907296,0.268664705215157,1,0.309349859141138,0.561182645217775,"Herbivore",1
"ISOC1",1.41324676464966,-0.650134145617394,2.35635581033008,0.945499084270808,0.515605574736439,0.018455230883943,1,0.760321211872538,0.156887691041499,"Vertivore",2
"MNT",0.917912615438052,-0.608938259481701,1.3434753044383,1,0.542565363334751,0.179118117325574,1,0.778269201264866,0.465565314762601,"Vertivore",2
"AP3M2",2.29582870820754,-0.787843515723775,2.10529573074431,0.130114063764532,0.43078824385146,0.0352655735162426,0.795001140412417,0.699561778073528,0.214627302165717,"Both",3
"LAPTM4A",-0.672910235998393,2.10860673040963,0.631997378302336,1,0.0349785414579809,0.527388590349407,1,0.180897845625151,0.772512326617386,"Herbivore",1
"PTPN18",-0.734471364941274,-0.921013774189025,-0.929541639545095,1,0.357043235677508,0.352608456281798,1,0.637861105157801,0.638085819981383,"Unclear",0
"STK10",1.97042529823103,-2.13787116214264,0.462910049886276,0.292737891451201,0.0325272013583396,0.643428843563621,1,0.173832313490711,0.841707020022945,"Herbivore",1
"TBX21",0.372992244317561,-1.72270696187674,0.19954482057404,1,0.0849415307293369,0.841836586491827,1,0.301153758592111,0.937796545107388,"Herbivore",1
"MRPS34",-0.353099833506994,0.292758144044705,-0.272106573510055,1,0.769707023359239,0.785540075259215,1,0.9044643425859,0.912966706870148,"Both",3
"MAP2K5",0.439930745410063,0.218032518654882,1.20660590005967,1,0.827403774647533,0.227583953481043,1,0.929831058426117,0.518231272934973,"Vertivore",2
"TIGAR",4.52144514257082,-3.71839959826293,3.15021349669763,3.68513265920275e-05,0.00020048894771174,0.00163151189688709,0.00457888168372594,0.00668667768201563,0.0521569993097369,"Both",3
"FGF20",1.57471969228582,-0.696922980686138,1.41146733186395,0.691926961915009,0.485850995167784,0.158106861594072,1,0.73885894918644,0.44182686205572,"Both",3
"MTMR7",0.217059314405704,-1.33058285232011,-0.331975421154614,1,0.183326307874815,0.739907818600821,1,0.456983811145374,0.890057955730074,"Herbivore",1
"CPB2",-0.298833089110978,1.59543004078463,-0.335411224133724,1,0.110616102729155,0.737314902225785,1,0.346335022046915,0.888550663415536,"Herbivore",1
"FAM107B",1.46775803087326,-2.13042142812076,0.238883271476477,0.853019768299173,0.0331368362693978,0.811196097508986,1,0.175805094895289,0.924424696297074,"Herbivore",1
"CDK13",-1.11718337416908,0.245910925789153,-1.27728750629633,1,0.805751185938881,0.201500762837535,1,0.921096997587376,0.49024927865627,"Vertivore",2
"TSPAN32",-0.169060803609632,-0.606275975886779,-0.191886952526317,1,0.544331508864409,0.847830757903142,1,0.779078984516855,0.940691674676343,"Herbivore",1
"TRAM2",1.6413895335654,-0.736901994193227,2.33622019767617,0.604299486737113,0.46118195123822,0.0194797681602568,1,0.720580127975738,0.160339192529983,"Vertivore",2
"CLDN18",2.20221913409989,-2.78912803049821,1.34801861683509,0.165898998637846,0.0052850167660116,0.177652394887502,0.916845398985008,0.0586745457262205,0.464860386319568,"Herbivore",1
"NDUFB4",3.32666025493508,-2.15622038855654,1.95418766990389,0.00527360784425879,0.0310664602386419,0.0506790269634448,0.117135447147678,0.170041379438941,0.256801056593453,"Both",3
"HEATR6",0.792137655944967,-2.65081121419267,0.765445990497765,1,0.00802987108413348,0.444006015860587,1,0.0755439693562729,0.710872788346999,"Herbivore",1
"ERLEC1",3.19906210038167,-1.07034632478852,3.51517878852447,0.00827252798212505,0.284463449925895,0.000439458023360828,0.153122870884825,0.570934628510256,0.032221232936126,"Vertivore",2
