,Herbivore...Insectivore.Rho,Herbivore...Insectivore.P,Herbivore...Insectivore.p.adj,Herbivore...Omnivore.Rho,Herbivore...Omnivore.P,Herbivore...Omnivore.p.adj,Insectivore...Omnivore.Rho,Insectivore...Omnivore.P,Insectivore...Omnivore.p.adj,Herbivore...Vertivore.Rho,Herbivore...Vertivore.P,Herbivore...Vertivore.p.adj,Insectivore...Vertivore.Rho,Insectivore...Vertivore.P,Insectivore...Vertivore.p.adj,Omnivore...Vertivore.Rho,Omnivore...Vertivore.P,Omnivore...Vertivore.p.adj
CFTR,-0.64729217428997,1,1,-1.18323767090726,1,1,-0.419475715868699,1,1,-0.731082905021951,1,1,-0.192939016496858,1,1,0.137106558140297,1,1
CYP51A1,-0.219878703531467,1,1,1.57959509439156,0.685197740472672,1,1.59414965047398,0.665415123318512,1,2.55584313640552,0.0635585162714239,0.703445358033691,2.55904191849335,0.0629766505179913,0.920179914646915,1.5564156077339,0.717655776994286,1
USP28,-1.69062786838571,0.545447391608772,1,-0.360782559200223,1,1,1.35880178359638,1,1,-1.58016634709907,0.684412658392654,1,-0.198796402363128,1,1,-1.31283916683067,1,1
SLC7A2,-0.283496167494385,1,1,-0.421969973243044,1,1,-0.0920015572484804,1,1,0.884639149234069,1,1,1.03934606514953,1,1,1.18180021019873,1,1
HSPB6,1.68596732124545,0.550812562669735,1,1.44494883503687,0.890833546361419,1,-0.26872726984966,1,1,-0.877935551686269,1,1,-1.83703607705818,0.397227417994269,1,-1.69154031873221,0.54440192441012,1
PDK4,-0.262939819729341,1,1,3.48423486385157,0.00296127712116177,0.343461141656016,3.35551768919598,0.00475299541176524,0.103791917520069,1.11121402590244,1,1,1.23164496550409,1,1,-1.33440454649701,1,1
USH1C,-0.286659069848391,1,1,-0.0332593806418704,1,1,0.255461170736224,1,1,-0.759272681698641,1,1,-0.488521794629633,1,1,-0.7319602214739,1,1
RALA,-0.585053281579842,1,1,2.03391822889303,0.251759044238836,1,2.88036216990495,0.0238331152709825,0.282211896547485,-0.0266880256341811,1,1,0.372104203767625,1,1,-1.38407713501434,0.998009023911419,1
BAIAP2L1,-0.242805536970832,1,1,1.93764786005835,0.315997195046649,1,2.03051813145298,0.253823400311114,1,0.78381793772958,1,1,0.927335200632896,1,1,-0.532146586054521,1,1
CACNG3,-3.22750698241357,0.00749243960171095,0.1343582880724,-0.103836644556723,1,1,2.59050949680655,0.0575003863826925,0.479837604696689,-0.802353793615943,1,1,0.555350212523017,1,1,-0.722039793511849,1,1
TMEM132A,-0.532292652472432,1,1,0.825783257570461,1,1,1.25816813448519,1,1,-1.77328239970741,0.457091543962641,1,-1.25158375113823,1,1,-2.35818240128711,0.110188001128328,1
DVL2,-0.585296499472562,1,1,-3.38065825689378,0.00433874515664508,0.4171475113106,-2.4918958399977,0.0762379761994516,0.564616983388944,-2.58629698156758,0.0582079813563199,0.677727168527904,-2.00439182360515,0.270168626949843,1,-0.0948969048672922,1,1
RPAP3,1.57321687381811,0.694011656788908,1,-1.18084245531128,1,1,-2.63862251422169,0.0499461693867787,0.442311167927037,-0.85760576142368,1,1,-2.00027774754218,0.272821683052975,1,-0.00954365908644676,1,1
HOXA11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRAPPC6A,-0.238867593469043,1,1,-0.782946151409292,1,1,-0.495778101639872,1,1,-0.177303095519911,1,1,0.0106512319514826,1,1,0.404989780335093,1,1
SPATA20,0.761288785589847,1,1,-0.934956500529952,1,1,-1.6226982551664,0.627923547461701,1,-0.821867637881514,1,1,-1.37150746816638,1,1,-0.126277267926231,1,1
CD79B,0.184447400405576,1,1,-0.0907391479538503,1,1,-0.265126145365009,1,1,1.36854911077447,1,1,1.14770973324967,1,1,1.43016898620671,0.916011146124268,1
RHBDD2,1.52110615839798,0.769399195766868,1,3.01786900698147,0.0152735347958718,0.746513168919301,1.26836901330691,1,1,0.0835619312792818,1,1,-1.00927622286113,1,1,-2.00872403284076,0.26739845123971,1
RPUSD1,-1.08572346905563,1,1,1.3147301992138,1,1,2.30437969562341,0.127208032621981,0.768401724957579,-0.443754928937293,1,1,0.363186101901749,1,1,-1.35304254806543,1,1
TSR3,2.81464719493481,0.0292984856883263,0.308499544909863,0.913536674360466,1,1,-2.03051793030618,0.253823522858941,1,0.303149995833149,1,1,-1.89802594718257,0.346155984384416,1,-0.355865005608229,1,1
NDUFAB1,2.79653509287325,0.0309922806297357,0.319020037760668,2.44730389994347,0.0863576543179579,1,-0.577136568980798,1,1,2.13914437038317,0.194543867284496,1,0.113269711009432,1,1,0.537418363177212,1,1
YBX2,-2.59667577793686,0.0564784372409395,0.462945799369788,-2.03729358048284,0.249723784588669,1,0.544072156318515,1,1,-3.36139746911652,0.00465294853138968,0.162435313776742,-1.27321026043858,1,1,-1.71529206616311,0.517750154652728,1
ITGA3,-3.1415947548634,0.0100818256730613,0.161299239545266,-0.0774419613738303,1,1,3.05621187369481,0.0134491679909982,0.197833745283945,-2.07440140623853,0.228252281012838,1,0.499166305441329,1,1,-2.00957438753188,0.266857525783859,1
KRT33A,1.07867978899805,1,1,2.37693363297053,0.104743372543364,1,0.969541469756335,1,1,2.41950639081478,0.0932495258054494,0.862780418672925,1.5387286268326,0.743223363486938,1,0.938821506376992,1,1
LRRC23,-0.930866723065071,1,1,-3.42749631006674,0.00365504749480153,0.390444846188106,-2.1560726207224,0.186467970133357,0.965510269166764,-1.05272210142766,1,1,-0.284042359597942,1,1,1.44982913481836,0.882637036680827,1
TFAP2D,-1.11792334173804,1,1,2.12477937102834,0.201630161574865,1,3.01308650464725,0.0155163114667539,0.214319624358685,1.37062223573565,1,1,1.85289563176727,0.383383916075838,1,0.409924881873679,1,1
CRY1,1.03255184675656,1,1,-0.350606568819054,1,1,-1.31986235223345,1,1,-0.273899571630882,1,1,-0.998793478686945,1,1,-0.0271899687289554,1,1
PGLYRP1,-0.246760868684472,1,1,0.795099992674974,1,1,0.932850800581798,1,1,1.66892338474497,0.57079538706672,1,1.73315502703693,0.498408708325255,1,1.11459911319107,1,1
STARD3NL,-0.166076297096778,1,1,-0.681876231752877,1,1,-0.46770742936767,1,1,-2.20670282626601,0.164008966006375,1,-2.01782736546209,0.261655462808182,1,-1.73392196114904,0.497591584042007,1
CD74,-0.599194952025491,1,1,-0.367156570949874,1,1,0.261464658589295,1,1,-2.95398356917828,0.0188220424363299,0.376803308966087,-2.37621440859736,0.104947774728857,1,-2.69352590646928,0.0424203904624933,0.844635818305869
RPS20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MGST1,3.19658267906962,0.00834395790944841,0.14329840757531,2.16076592072443,0.184280554959879,1,-1.24868571852232,1,1,2.94929188016852,0.0191101807116786,0.379993838969831,0.550213754808204,1,1,1.50665843977688,0.791389377424261,1
CPA1,2.63220412274047,0.0508997266312042,0.434490673717012,2.7219075079067,0.0389437834339936,1,-0.167994740404781,1,1,3.02332484008153,0.0150008228992933,0.333825652104458,0.938101819823566,1,1,1.11742551958335,1,1
SYPL1,2.02339592495697,0.258194063985596,1,2.13463587135117,0.196744589820591,1,-0.0021850881733974,1,1,1.52764145441915,0.759609500145719,1,-0.0895836826391735,1,1,-0.0906747154515113,1,1
RANBP9,0.872898817556974,1,1,0.8861286220587,1,1,-0.0714291250075426,1,1,-0.747049608123337,1,1,-1.31766152671916,1,1,-1.32894066150358,1,1
CD4,-1.24018076794522,1,1,-1.55284431961424,0.722761990109326,1,-0.138679675837018,1,1,0.176010250834944,1,1,1.1191233312422,1,1,1.31112339391578,1,1
PLEKHG6,-1.77713078383313,0.453280345964142,1,-0.942578692339156,1,1,0.924536277140542,1,1,-2.34892113773953,0.112967364405029,0.943274252180605,-0.800157447213497,1,1,-1.6299503212872,0.618671981906632,1
QPCTL,1.48147291371682,0.830883585333134,1,1.53303994200303,0.751596083183916,1,-0.0626580270420973,1,1,0.239867812336258,1,1,-0.781814030598148,1,1,-0.764702354104089,1,1
PPP5C,0.866638985382241,1,1,1.78495853492186,0.445608257454268,1,0.825942464948185,1,1,1.13477107488348,1,1,0.546643936964395,1,1,-0.00565690374761671,1,1
UBR7,-1.45518796333316,0.873703393412738,1,-2.27140925793161,0.138733286950306,1,-0.552239246694614,1,1,-2.70644426301681,0.0408047985288723,0.561507346693733,-1.44056895683649,0.898238974629554,1,-1.10096934512542,1,1
MAP4K5,-0.575877954457741,1,1,-1.78423647870068,0.446311482553017,1,-1.03312047138505,1,1,-1.62972942765387,0.618952169792816,1,-1.16776402284935,1,1,-0.483650382897822,1,1
ERCC1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GPRC5A,2.92125673072197,0.0209173450246369,0.251197204219448,3.8091302429809,0.000836738927259597,0.190525425244461,0.541760265303162,1,1,3.45854723419465,0.00325858220263581,0.130510803927892,1.02742475454932,1,1,0.641809833645893,1,1
HEBP1,-0.494754967348894,1,1,-1.06410997231767,1,1,-0.493968216652447,1,1,-0.641916454889087,1,1,-0.275683667232915,1,1,0.0725001254967321,1,1
COX15,0.618787284683984,1,1,0.162590438416098,1,1,-0.465966852543739,1,1,0.0525811772576825,1,1,-0.411048120383736,1,1,-0.063014382830281,1,1
MS4A12,-0.682444813531685,1,1,0.0919514297233591,1,1,0.771383472809221,1,1,0.359483713071298,1,1,0.821539478116923,1,1,0.305981020993084,1,1
XYLT2,-0.928389754476216,1,1,-0.15608368375962,1,1,0.780499603088711,1,1,-0.570263400382463,1,1,0.148953039451064,1,1,-0.457404237947168,1,1
FTSJ1,4.36519184661966,7.62067424606993e-05,0.0069177735469759,1.12236107662283,1,1,-3.29930056212437,0.00581556436531513,0.117147039399379,2.46397004883167,0.0824445558573695,0.808556648213043,-0.724433777975199,1,1,1.7035636541971,0.530775819103786,1
SCTR,-1.06451165947159,1,1,-1.62726617551676,0.622083470479776,1,-0.387713931281863,1,1,0.181703643367959,1,1,0.938069488127095,1,1,1.28918533836654,1,1
RALBP1,4.08468823434162,0.000264816212647547,0.0149432005708259,2.37509407230457,0.105266868816533,1,-1.91800763268735,0.330660260037023,1,0.00266022929444791,1,1,-2.77279899663635,0.0333458624076657,0.675528637719584,-1.52494317277235,0.763639633839114,1
SYT13,0.497799534628331,1,1,0.870856927925306,1,1,0.283602304438679,1,1,0.324202369248385,1,1,-0.0509962137491864,1,1,-0.269308682878878,1,1
SNAI2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLC7A9,3.81948690129298,0.000802377362592766,0.0309872556866723,2.35467806654065,0.111232554526262,1,-1.6549251098614,0.587638140482544,1,3.23058390939343,0.00741225822851718,0.218580769905733,0.339444366601506,1,1,1.60554409277099,0.650244706561796,1
RTF2,-0.587124994864548,1,1,0.856040830212433,1,1,1.33713753209857,1,1,0.416748879255322,1,1,0.826502705948554,1,1,-0.196737126975028,1,1
RB1CC1,0.134836641589088,1,1,2.07107944376581,0.230108235128783,1,1.72951312540743,0.502303796627276,1,-0.0634907022351652,1,1,-0.164091252991009,1,1,-1.61120094073033,0.642815597092092,1
AKAP11,0.161950959166949,1,1,-1.08859022345451,1,1,-1.12217043671901,1,1,-2.18939453074236,0.171409061025894,1,-2.16185808342678,0.183774700674668,1,-1.35945489662088,1,1
B4GALT7,-0.059730135199884,1,1,-0.403442479455088,1,1,-0.289550977808892,1,1,-0.752465224658227,1,1,-0.658515121242907,1,1,-0.479503253573168,1,1
FAM13B,4.45879852653774,4.94522079330373e-05,0.00519959725857079,1.45928163938102,0.866925640463873,1,-3.07720768134858,0.0125369799861014,0.191065621128627,1.62226378791225,0.628481272665191,1,-1.57198277366188,0.695727277924651,1,0.641951951359534,1,1
CHPF2,0.0345706204203856,1,1,0.503255021863855,1,1,0.420751823798335,1,1,-1.99088259171035,0.278962778868839,1,-1.91802802222322,0.330644748349947,1,-2.31927247441145,0.122281601614499,1
GABARAPL2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MYOC,-1.05683649175843,1,1,-0.254613136144615,1,1,0.817320990571693,1,1,-3.63960525885889,0.00163833782888347,0.0888608470025737,-2.58518115754962,0.0583967068574088,0.885257578016532,-3.41962660394003,0.00376242870941019,0.297620379703616
FAM136A,1.01757196231727,1,1,0.571982781824506,1,1,-0.465504450226054,1,1,-1.34517626396386,1,1,-1.84524013259739,0.390015689429667,1,-1.61756683895268,0.634535882502908,1
NSMAF,0.212229766045161,1,1,1.97492008842404,0.28966330389475,1,1.58934266346616,0.67189831002523,1,-2.22100024067081,0.158105670548089,1,-2.26809467467802,0.139940621312828,1,-3.67594744561904,0.00142180983894076,0.178400363842955
OTC,1.63300736422747,0.614804687101637,1,1.79581334473735,0.435145245989442,1,0.0396566169208659,1,1,0.924444241424646,1,1,-0.348644960989729,1,1,-0.393958324640426,1,1
TTC17,-0.504954575324998,1,1,-0.467057548661362,1,1,0.0771465060481819,1,1,-1.06244431244887,1,1,-0.662297006102541,1,1,-0.746220046185184,1,1
HOXC8,-1.47182103744211,0.846415266475172,1,-0.822982160985059,1,1,0.772259804133853,1,1,-2.30112044342648,0.128308944549388,1,-1.41652815240362,0.939725565494423,1,-1.90136440883556,0.34352578787614,1
MRI1,2.02101134273391,0.25967154559131,1,0.452356748091168,1,1,-1.61279320988382,0.640736650873939,1,-0.323996466550895,1,1,-1.83639211590916,0.397798108600981,1,-0.650943720593149,1,1
TARBP1,2.95461349604759,0.0187836587679453,0.235317254877597,0.983750100468699,1,1,-2.07014651710673,0.230631755408648,1,-0.0151544857287118,1,1,-2.29665568223008,0.129830516901378,1,-0.742543241879783,1,1
RTN4R,-0.914282119770224,1,1,0.4666525646591,1,1,1.3491084943313,1,1,0.122776804728879,1,1,0.813761022355863,1,1,-0.220386368792704,1,1
PSMA4,-0.318436882764773,1,1,-0.0514577990594278,1,1,0.287415993945527,1,1,0.723891086590771,1,1,0.919859691652303,1,1,0.781874039938556,1,1
ZPBP,-1.77591255134231,0.454483991216337,1,-1.17851340186453,1,1,0.660210246477437,1,1,0.000269549515445326,1,1,1.21921735463813,1,1,0.781907515212963,1,1
LCP2,0.175093201435303,1,1,0.639014987638053,1,1,0.413295645564935,1,1,-0.38230200272875,1,1,-0.49827119568002,1,1,-0.850979761632733,1,1
DCN,-2.05171243169725,0.241185707178701,1,-2.02707029741423,0.255931343956758,1,0.211417148262773,1,1,0.143538020957189,1,1,1.57345420425921,0.693682106423227,1,1.49146239269888,0.815040826480323,1
TNFRSF17,-0.634433017971923,1,1,-1.15290435179308,1,1,-0.424092950414906,1,1,-2.18895576465276,0.171600331912722,1,-1.64611340991387,0.598442472420839,1,-1.4082432487554,0.954354323230282,1
MRPS10,2.08084952548784,0.224686088252508,1,1.04603644857463,1,1,-1.09993636383063,1,1,1.98702298757959,0.281519096948276,1,0.31793195738952,1,1,1.21369775028056,1,1
GRN,2.37925444425298,0.104086180928401,0.659392949401207,0.00287247897412967,1,1,-2.36021238219168,0.109586851181289,0.701394248559351,2.37290073201657,0.105894039119648,0.916279337305202,0.429778355108541,1,1,2.3601245531254,0.109612800958315,1
THAP3,0.354201426080723,1,1,0.253694459295655,1,1,-0.131978076258734,1,1,-0.762074537906435,1,1,-0.977459991810868,1,1,-0.943272594062371,1,1
VAMP3,0.266560534706299,1,1,2.06287970088005,0.234744355113953,1,1.6348723152647,0.612454902986904,1,-0.164316109040606,1,1,-0.353543979108898,1,1,-1.64897049120641,0.594922081512628,1
RCN1,-0.537765621286137,1,1,0.409082466112566,1,1,0.915674586244697,1,1,0.34386148726054,1,1,0.693139606613232,1,1,0.0804353088695487,1,1
RFC2,1.96992542539821,0.29308150801657,1,0.785464904177594,1,1,-1.20810732583592,1,1,-0.724897635300251,1,1,-2.16349677966008,0.183017946914656,1,-1.28451550083148,1,1
PPP1R3F,0.679825565672049,1,1,-0.767595782621649,1,1,-1.40302079126696,0.963663834660905,1,-2.45257809331793,0.085101953014869,0.825017640229161,-2.86860311460122,0.0247373270629489,0.593084548183024,-1.92917594947677,0.322254137012055,1
NFE2L3,4.49760800535768,4.12333514523307e-05,0.00460019413340316,-0.150689138459524,1,1,-4.6582676894918,1.91328832561922e-05,0.00340938646511562,-0.691865358869545,1,1,-4.09317515219767,0.000255303631276628,0.0629734533215044,-0.584315945875286,1,1
CBLN4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLDN11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM168A,-0.368233804290667,1,1,0.263596261358072,1,1,0.565255778507467,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
RELT,0.628504938400096,1,1,0.0683097397343606,1,1,-0.570032372339396,1,1,-0.40155440658682,1,1,-0.855599083477077,1,1,-0.451814275731709,1,1
PKP2,-1.57677885992079,0.68907850524454,1,-0.974645441117686,1,1,0.71655855482487,1,1,-0.381417817519068,1,1,0.876298139377528,1,1,0.341591373185116,1,1
YIPF1,2.54171184130873,0.066186645707667,0.503645512216244,0.895726324299738,1,1,-1.73108292981824,0.500621846817262,1,-0.198463010597731,1,1,-2.02199985083871,0.259058203620305,1,-0.817971272697178,1,1
ADCK2,1.43929835314354,0.900396055501953,1,0.208470494626676,1,1,-1.25134450418407,1,1,0.717464427129967,1,1,-0.480399192131278,1,1,0.557612840453217,1,1
INPP4A,-0.949857041983238,1,1,1.40696558976986,0.95662555557801,1,2.15317469454309,0.187829710017522,0.969469347501246,-0.370661185789604,1,1,0.334992643561838,1,1,-1.33549122468687,1,1
SLC2A3,0.880788575791519,1,1,0.587313678882798,1,1,-0.330110063604367,1,1,0.790577967484304,1,1,0.108399825164108,1,1,0.368923805942521,1,1
STYK1,1.13717158699982,1,1,1.90856931159703,0.337906043563853,1,0.578011671024693,1,1,1.58520047403233,0.677524757158555,1,0.646639184538476,1,1,0.22445582649795,1,1
GNA11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CREB3L3,2.66618245417105,0.0460308265236485,0.407721533117044,1.02240200980165,1,1,-1.60807180366654,0.646916722428593,1,0.942449615607119,1,1,-1.26442814061296,1,1,0.0985692577359572,1,1
HDAC7,-0.40932118354921,1,1,-2.22132844679296,0.157972340923099,1,-1.60962926809102,0.644872888575786,1,-1.25715027109334,1,1,-0.873825234407869,1,1,0.390733475742128,1,1
MRPS35,2.85205832919443,0.0260622775276713,0.287203069830837,-1.46366043748958,0.859720501558676,1,-4.18897581230856,0.000168129757124354,0.012588078247704,1.01259421651944,1,1,-1.26061461984536,1,1,2.09944083997439,0.21466834650415,1
APPBP2,1.23215674135453,1,1,-0.375100408235688,1,1,-1.47560054171872,0.840306957779414,1,-1.02673225276422,1,1,-1.63619845749787,0.610788355038762,1,-0.816439734191798,1,1
CA11,-1.7464978528976,0.484346879039021,1,-2.31801967222881,0.122689511655989,1,-0.477687561114841,1,1,-2.86858969556823,0.0247383764639437,0.443384826495889,-1.58787954371568,0.673881480084895,1,-1.26738956516811,1,1
ISOC2,1.3098845325132,1,1,0.426270402891527,1,1,-0.880848731784767,1,1,2.06606560236862,0.232933713758735,1,0.961486078312673,1,1,1.71076260221106,0.522749675343544,1
CD22,2.30198284688553,0.128016837169739,0.744218804787485,0.143160999959532,1,1,-2.13500338334466,0.196564402555911,0.991364458720004,3.70656686317569,0.00126052673895284,0.0742741140029136,1.65277355169654,0.590261752377637,1,3.55442877540482,0.00227280658091132,0.223518241791651
GSC2,0.680882295263829,1,1,0.494484893488853,1,1,-0.241397884497046,1,1,-0.0520366909155802,1,1,-0.535613448626921,1,1,-0.38434117325367,1,1
KCNQ1,-0.628037980332735,1,1,0.0388246332391214,1,1,0.648374543803939,1,1,-1.22348114535753,1,1,-0.590739149146687,1,1,-1.23426172106001,1,1
TRIB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OTUD5,-0.611942067141988,1,1,-0.243587841763918,1,1,0.373540219142342,1,1,-1.21593830335478,1,1,-0.794979730763025,1,1,-1.05532814747828,1,1
GPKOW,1.93176942845118,0.320327826181201,1,1.02558734845007,1,1,-1.0039362315219,1,1,0.598869491509084,1,1,-0.963245463003626,1,1,-0.17669275718434,1,1
AQR,-1.23386377219794,1,1,-0.800030766038419,1,1,0.533472651196221,1,1,0.278198162234957,1,1,1.18676504659824,1,1,0.842660612587947,1,1
LMCD1,-1.43735081722574,0.903710017397596,1,-0.243470202113007,1,1,1.2104305288376,1,1,-1.72546446495089,0.506662814519777,1,-0.659548549274762,1,1,-1.56426240347228,0.706535745141716,1
PSMC4,-1.24036004389574,0.644526758390474,1,-1.9538322132313,0.152163189925277,1,-0.502497817758328,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
FNDC8,-0.744655153265895,1,1,0.0528183428681163,1,1,0.809636894733012,1,1,0.934236403583149,1,1,1.48012446894448,0.833040195739267,1,0.907576675843832,1,1
ACAP1,-1.37215396739851,1,1,-1.76232996891012,0.468081379547395,1,-0.194236318298613,1,1,-4.20931582072821,0.000153687085920535,0.0235448615630259,-2.8337023859905,0.0276072970970561,0.628755996039341,-2.87211435624507,0.0244641234918948,0.688378279434123
DERL2,-1.37585035139596,1,1,-1.67129391055477,0.567981831867083,1,-0.293967531532202,1,1,-0.5177952833403,1,1,0.334332759287568,1,1,0.527636172322767,1,1
NOX3,2.4506886675563,0.0855499309493921,0.583712530730796,1.07170357555514,1,1,-1.48810231333784,0.820343481030063,1,0.864620320105763,1,1,-1.05305700315469,1,1,0.0906007237978473,1,1
ANO8,2.15394927030853,0.18746490278591,0.939574607069986,2.28760059846036,0.13296474613738,1,-0.0711761547190449,1,1,2.61502575017751,0.0535324372536585,0.652868579114467,0.840571665471316,1,1,0.942566715658383,1,1
ICAM3,2.60675517238791,0.0548428138404254,0.455154868982293,1.24645142335567,1,1,-1.41496849004563,0.94246640955564,1,0.793561968297329,1,1,-1.42821639942992,0.91937749067057,1,-0.232208005452255,1,1
CTTNBP2,-0.854398290381375,1,1,-2.09515683318962,0.216942318878771,1,-1.00255752008601,1,1,0.143232316917934,1,1,0.798289794085557,1,1,1.69324204192515,0.542456430723207,1
ACTL6B,-0.685064934971801,1,1,0.456580769037285,1,1,1.07504382967358,1,1,-0.835510968556714,1,1,-0.372103139547017,1,1,-1.08991979334498,1,1
KIF22,0.370938481366405,1,1,-0.896795346288507,1,1,-1.16973308440347,1,1,-0.589161590442776,1,1,-0.812462547938895,1,1,-0.00596325961425678,1,1
PRSS22,1.48805714655579,0.820414941139322,1,0.810236842978426,1,1,-0.768311301396715,1,1,0.267315023987235,1,1,-0.965935066037496,1,1,-0.361245642918969,1,1
YTHDC2,-2.86670567615341,0.0248861129696215,0.280640849576403,-0.411427612032717,1,1,2.35802002693818,0.110236210426901,0.703455455342039,-1.60945884392661,0.645096283797763,1,0.566870434084114,1,1,-1.27046880054909,1,1
TMEM161A,1.21332083465226,1,1,0.875593309122153,1,1,-0.444862793845682,1,1,-0.092957594214634,1,1,-0.99151280545737,1,1,-0.706803548036183,1,1
FOXJ2,1.79055249834385,0.440190813320134,1,-0.0254333636139772,1,1,-1.76840496145448,0.461959366390648,1,-1.81763139230196,0.414722941441455,1,-3.00491553859136,0.0159392764411908,0.47345852481914,-1.77401434471446,0.456364665509069,1
GOLGA5,0.500819355347067,1,1,-0.0536214527852486,1,1,-0.54450520132863,1,1,-2.55766825957712,0.0632259391456174,0.702104211092904,-2.79239375878078,0.0313917873266239,0.660258502867907,-2.50186258451242,0.0741251195718087,1
PPP2R5B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PYGM,-2.01209600453287,0.265258906685737,1,0.675170406810914,1,1,2.58407464057388,0.0585843965859362,0.484550637880892,-1.02120408337767,1,1,0.485551147005736,1,1,-1.47665916925543,0.838602133933889,1
BCL3,1.9794223757852,0.286610827776504,1,-0.547752922126612,1,1,-2.41987332828677,0.0931554867581223,0.634126067802353,0.0685633819674222,1,1,-1.346176713206,1,1,0.451589259563109,1,1
PRLH,-1.25962685443591,1,1,0.828436926355159,1,1,1.99298663964506,0.277577460496803,1,-1.77226342738408,0.458105035058191,1,-0.719747038435227,1,1,-2.3604006704491,0.109531238083406,1
FSTL3,-0.470609184113375,1,1,-1.82969637659627,0.403772118169797,1,-1.18953604570379,1,1,-1.53795315251177,0.744360418268537,1,-1.18085864567281,1,1,-0.423167804492992,1,1
EPHA8,0.777293738845685,1,1,2.10236292111408,0.213128979867742,1,1.11048044641227,1,1,0.831441226720024,1,1,0.188329648656268,1,1,-0.704485024649939,1,1
TRIP13,-0.917105065002583,1,1,1.30263163092539,1,1,2.0945154996023,0.217284502888056,1,-1.89800171488956,0.346175136746049,1,-1.15960526697269,1,1,-2.77725989632853,0.0328915953728743,0.778770002599274
VASH1,-0.712649595978385,1,1,-0.728852847373253,1,1,0.0165413349112412,1,1,-0.0635805912752165,1,1,0.430329054068431,1,1,0.427870569945702,1,1
