,Herbivore...Insectivore.Rho,Herbivore...Insectivore.P,Herbivore...Insectivore.p.adj,Herbivore...Omnivore.Rho,Herbivore...Omnivore.P,Herbivore...Omnivore.p.adj,Insectivore...Omnivore.Rho,Insectivore...Omnivore.P,Insectivore...Omnivore.p.adj,Herbivore...Vertivore.Rho,Herbivore...Vertivore.P,Herbivore...Vertivore.p.adj,Insectivore...Vertivore.Rho,Insectivore...Vertivore.P,Insectivore...Vertivore.p.adj,Omnivore...Vertivore.Rho,Omnivore...Vertivore.P,Omnivore...Vertivore.p.adj,Herbivore...5.Rho,Herbivore...5.P,Herbivore...5.p.adj,Insectivore...5.Rho,Insectivore...5.P,Insectivore...5.p.adj,Omnivore...5.Rho,Omnivore...5.P,Omnivore...5.p.adj,Vertivore...5.Rho,Vertivore...5.P,Vertivore...5.p.adj
MAP4K5,1.38050333059301,1,1,-1.94145078656101,0.522036232499946,1,-2.83810535898927,0.0453821999449615,0.400676704962223,0.63928582482025,1,1,-0.558872808271305,1,1,2.02225967611804,0.431495320912549,1,-1.12448155827898,1,1,-2.03937129304576,0.414129852247341,1,0.232769036824721,1,1,-1.43833277051957,1,1
ERCC1,2.41287192660522,0.158273800379829,0.804689710145738,0.584260346643303,1,1,-1.74804076500832,0.804569688302764,1,-0.261904615265787,1,1,-2.1996015389462,0.278351779083241,1,-0.703837670596836,1,1,-0.635358604477875,1,1,-2.14821080138787,0.31697013023893,1,-0.965066033643013,1,1,-0.393232640006513,1,1
GPRC5A,3.60506965025835,0.00312069222259543,0.0595341170718173,4.00454807009839,0.000621361555477322,0.148643492104742,-0.534317340381495,1,1,3.40266116041386,0.0066732985343226,0.195274968761634,-0.0960781810019354,1,1,0.408162392557147,1,1,0.202623083846608,1,1,-2.57595295717281,0.0999642457019344,0.797007927117174,-2.48521345168277,0.129473775708802,1,-2.45070147484248,0.142578145642346,1
HEBP1,0.130406810125792,1,1,-1.02727383865828,1,1,-0.928590890553561,1,1,0.344737352729532,1,1,0.192649684968092,1,1,1.08572870431262,1,1,-1.79580594392509,0.725253850927516,1,-1.66797535709752,0.953206188068652,1,-1.07711963614963,1,1,-1.77197611569772,0.763985220387423,1
COX15,0.98247354820939,1,1,0.502938191690721,1,1,-0.599495711244876,1,1,0.537558599085044,1,1,-0.350566367843898,1,1,0.167934158878835,1,1,0.029472501524227,1,1,-0.725746380270435,1,1,-0.305780640813656,1,1,-0.390716444021814,1,1
MS4A12,0.21781575405918,1,1,0.710625077400182,1,1,0.149531092059528,1,1,0.861520879329142,1,1,0.414624451144274,1,1,0.420711221658025,1,1,-0.710539097992823,1,1,-0.662329392951258,1,1,-1.22116189110201,1,1,-1.27136288156137,1,1
XYLT2,0.0905203495004753,1,1,0.883866380702987,1,1,0.559065106360558,1,1,0.665475217745899,1,1,0.474753357390909,1,1,0.0122736576588492,1,1,-0.688298524361556,1,1,-0.656183116677878,1,1,-1.26732325873582,1,1,-1.09571931738488,1,1
FTSJ1,4.01102959666205,0.000604545303782099,0.019678406637797,0.526084964090456,1,1,-3.57990330556681,0.00343721373431614,0.0735827389060775,3.00167446627628,0.0268499132495757,0.431428762666118,-0.766921245857735,1,1,2.59048516280313,0.0958407529200617,1,1.56275754665631,1,1,-1.5231485097862,1,1,1.22849324405777,1,1,-0.836112421272004,1,1
SCTR,-0.294231171055801,1,1,-0.850367780188777,1,1,-0.350704042670268,1,1,1.3393454168582,1,1,1.36726531060876,1,1,1.94655936618985,0.515875841187013,1,-1.25872432008003,1,1,-0.865377856028233,1,1,-0.684620077300885,1,1,-2.09632592528378,0.360532884693881,1
RALBP1,4.9625261060078,6.95822104066888e-06,0.000901529789273212,2.06788829891737,0.386505279635321,1,-3.3928094083489,0.00691797540484216,0.118748072125713,2.14316736302136,0.320996619343475,1,-2.28204952700057,0.224864163855982,1,0.614834300265878,1,1,2.04288781925074,0.410635443927664,1,-2.18494876628481,0.288926033245999,1,0.595293927121737,1,1,0.0106416616046724,1,1
SYT13,0.631912851928025,1,1,1.60361884717493,1,1,0.56579090170388,1,1,0.888010723366705,1,1,0.247247566175604,1,1,-0.241890855511091,1,1,0.578811902980459,1,1,-0.00357548295385456,1,1,-0.52619685333423,1,1,-0.237949723893728,1,1
SNAI2,-0.735053747510902,1,1,-0.214380151417517,1,1,0.535495786157783,1,1,0.582433654066265,1,1,1.0645926122367,1,1,0.711153124051167,1,1,-0.635709771352815,1,1,-0.00748554797569687,1,1,-0.470463214726757,1,1,-0.97278496627444,1,1
SLC7A9,4.24356552854058,0.000219996092851,0.00995663998605831,2.17475740010497,0.296483009571846,1,-2.61744200980504,0.088591539988126,0.614715975672674,4.10891260518219,0.000397526464931635,0.0353284116197813,-0.0463755720021637,1,1,2.51364844022671,0.119489480778317,1,1.01347646281613,1,1,-2.45495850656142,0.140900850964988,0.964549664110654,-0.471249356170317,1,1,-2.3829539293109,0.171743435312926,1
RTF2,0.356095700754265,1,1,0.979738170247923,1,1,0.382367858510235,1,1,0.694688583441866,1,1,0.28813179742689,1,1,-0.0348985365930582,1,1,0.0368512640263716,1,1,-0.239270291620688,1,1,-0.614997771687396,1,1,-0.501376854620841,1,1
RB1CC1,-0.457421639226917,1,1,2.10099002253017,0.35641842106771,1,2.02957735849655,0.423995182988911,1,0.318222343043108,1,1,0.64917046458885,1,1,-1.29988958124019,1,1,0.59483697432718,1,1,0.865002545173875,1,1,-0.862063570854033,1,1,0.267568633176384,1,1
AKAP11,-0.274583517933508,1,1,-0.785559233298024,1,1,-0.300502182586811,1,1,-2.62532142022164,0.0865672055734436,0.84606698685391,-1.9275189644092,0.539149869610682,1,-2.02489366286093,0.42878284473436,1,0.199563583143198,1,1,0.380404881194172,1,1,0.719346582365202,1,1,2.18401870185363,0.289608738451093,1
B4GALT7,0.395427397876982,1,1,0.204908119949275,1,1,-0.248594684353006,1,1,0.307539040523157,1,1,-0.0688982190651794,1,1,0.162129940370175,1,1,-0.586858816844706,1,1,-0.799507647985103,1,1,-0.718966559606222,1,1,-0.730996799602288,1,1
FAM13B,3.11156584314277,0.0186097968107501,0.198971243886471,1.4181686300881,1,1,-2.03174406106258,0.42179572854569,1,2.19361059877919,0.282634158123354,1,-0.625192590859235,1,1,1.18220379346419,1,1,3.93606074383287,0.000828300157415546,0.0715051532444765,1.00498152338681,1,1,2.97222043602688,0.0295654327491519,0.567905838011522,1.54872152167323,1,1
CHPF2,0.527152284443988,1,1,0.914476483131759,1,1,0.175783003989306,1,1,-0.95009307183467,1,1,-1.23628523631222,1,1,-1.60312027380895,1,1,-0.459682686033324,1,1,-0.800672186952789,1,1,-1.06762696836268,1,1,0.354489286602897,1,1
GABARAPL2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MYOC,-1.07108463296959,1,1,-0.259721937632679,1,1,0.856823317587784,1,1,-3.13432779296171,0.0172248322638241,0.339762070963128,-1.76843478410155,0.769882457772051,1,-2.89616518324151,0.0377753503067615,0.927242478062992,-1.65658585401,0.976032342755795,1,-0.724396284069384,1,1,-1.48450712598389,1,1,0.775619406266007,1,1
FAM136A,0.589970288191831,1,1,0.0572943584453455,1,1,-0.519771766954147,1,1,1.5970160969413,1,1,0.965508134783816,1,1,1.50919367439553,1,1,0.380714819435144,1,1,-0.110470440173938,1,1,0.329376158548815,1,1,-0.983097397338124,1,1
NSMAF,-0.85418916038844,1,1,2.48225712639818,0.130553031982917,1,2.75381792597231,0.0589045278850457,0.476005436866233,-1.30282847622017,1,1,-0.370639301594854,1,1,-3.21522024514307,0.0130344473887478,0.565350064250598,1.09555895973303,1,1,1.60709321541549,1,1,-0.58670101429321,1,1,1.95199550189779,0.509387386530776,1
OTC,2.54529169475043,0.109186486881651,0.632388483266723,1.6592738305218,0.970606261060856,1,-1.26095426392364,1,1,0.398137379004976,1,1,-1.77482580947751,0.759266533675458,1,-0.8492566433363,1,1,0.0450572185694802,1,1,-1.98580445683197,0.470550407083771,1,-1.13089180062802,1,1,-0.279719450567027,1,1
TTC17,-0.00831676065798684,1,1,-0.864387877422755,1,1,-0.643801632957929,1,1,0.260070593659346,1,1,0.228217937672206,1,1,0.859935827187709,1,1,-0.239319451827153,1,1,-0.198883938097642,1,1,0.351834356546462,1,1,-0.402637567956855,1,1
HOXC8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MRI1,2.98884019080882,0.02800385602775,0.257442866506875,0.389708547037224,1,1,-2.70403961984872,0.0685021208487471,0.519052520518586,-0.218471791370023,1,1,-2.66419342469899,0.0771731743763044,0.974036631365919,-0.507653465609776,1,1,-0.913928454877409,1,1,-3.09169508993047,0.0199017158475779,0.307555219903773,-1.17590206431314,1,1,-0.612890180951506,1,1
TARBP1,0.546048562514827,1,1,1.24020906923114,1,1,0.401596909127832,1,1,-0.030207419412088,1,1,-0.479339922536396,1,1,-0.963284658040854,1,1,4.28011014469918,0.000186800841184827,0.0283427821761341,3.30855618490731,0.00937783661875912,0.188573606225409,3.4490964070138,0.00562465848500782,0.229586943215496,3.71485114746817,0.00203323346026653,0.133943713040365
RTN4R,-0.199459483680921,1,1,1.30324675686678,1,1,1.22336689358218,1,1,0.895799936049625,1,1,0.935242323019002,1,1,-0.0915413375207091,1,1,-1.13874102100478,1,1,-0.849548434087176,1,1,-2.03834539080779,0.415154034679488,1,-1.68468594288589,0.920491800282555,1
PSMA4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZPBP,-2.21728360154217,0.266037177625581,1,0.0460596599115208,1,1,2.25042608532662,0.244219106720852,1,1.53376936106595,1,1,3.14003131721162,0.0168929774728642,0.416656580222691,1.49725881178843,1,1,-0.540985008793666,1,1,1.20550257019872,1,1,-0.571799417859235,1,1,-1.66005580432718,0.969032267441834,1
LCP2,-0.0997137291469724,1,1,0.911296366839475,1,1,0.806174421286946,1,1,0.0203409355050515,1,1,0.0988929698490058,1,1,-0.650618246574868,1,1,0.380244302585791,1,1,0.4096621861422,1,1,-0.234552967707973,1,1,0.30746506572776,1,1
DCN,-2.1446981967828,0.319769851748982,1,-2.39556482269398,0.165947796229159,1,0.300135835377486,1,1,0.686964318545965,1,1,2.27995707539904,0.226102344241284,1,2.36416377289653,0.180708221299867,1,-0.549646650914968,1,1,1.16275235899794,1,1,1.06644807362791,1,1,-0.993711187804342,1,1
TNFRSF17,1.67510684315306,0.939132705567456,1,-0.984095395579946,1,1,-2.46118717398776,0.138478100960247,0.816187787110455,-0.848869013013344,1,1,-2.10914370604732,0.349321792765374,1,-0.130815922710901,1,1,-3.01062171644791,0.026071343256568,0.513673302608145,-3.94131387430564,0.000810365033379598,0.0412626886996439,-2.35947623293632,0.183007531085952,1,-1.86999263006839,0.614848413034994,1
MRPS10,2.20029142030666,0.277862256203794,1,1.66372269106424,0.96167859534727,1,-0.916049084661959,1,1,2.62795179147202,0.0859006884795975,0.84517422254202,0.321130267983492,1,1,1.31468207574426,1,1,1.11635601939077,1,1,-0.645710958397905,1,1,0.0425724688347328,1,1,-0.935021045560974,1,1
GRN,3.61836933054188,0.00296465119919065,0.0575776523492297,0.275532451765849,1,1,-3.38595989141001,0.00709297497169539,0.120498279430819,2.89617622127997,0.0377740215566678,0.530053409733004,-0.577203352262241,1,1,2.67103740665173,0.0756172195503871,1,0.7534805363539,1,1,-2.16941838489306,0.300509344312807,1,0.561202708678079,1,1,-1.61840883796359,1,1
THAP3,1.06554204630581,1,1,0.376498583922903,1,1,-0.788709617173666,1,1,-0.0934623071939741,1,1,-0.972795975591601,1,1,-0.376317832532813,1,1,-0.714587353022619,1,1,-1.41081361455117,1,1,-0.953250271268955,1,1,-0.554909945680521,1,1
VAMP3,-0.461124212368732,1,1,1.01672614239731,1,1,1.2379439131735,1,1,-0.219622337720618,1,1,0.195672285255045,1,1,-0.985050705062017,1,1,-0.892821835729661,1,1,-0.431482061137514,1,1,-1.56211047496122,1,1,-0.602438806140757,1,1
RCN1,0.60082651979416,1,1,0.669781413118548,1,1,-0.0992289286464686,1,1,1.5199468376611,1,1,0.802594540864544,1,1,1.04676936077613,1,1,-0.861776952932911,1,1,-1.21860113924323,1,1,-1.3464179576531,1,1,-1.95677116107262,0.503743791224386,1
