"X","stat","pval","p.adj","num.genes","gene.vals","Directionality","DirectionalityNumeric"
"REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION",0.0139874531622572,0.598070388848351,0.836843559825042,120,"ORC1:252, RBBP4:253, CDC45:329, PSME1:461, WEE1:464, E2F5:534, CCNB1:821, PSME2:833, E2F1:1054, PSMD2:1278, MCM3:1480, RPA3:1534, LYN:1782, TFDP2:1855, RBL1:1916, CCNA2:2010, TYMS:2033, RRM2:2076, CDK7:2158, PSMD8:2294, CCNH:2471, HDAC1:2771, PSMD10:2864, PRIM2:2905, PSMB7:2913, MCM8:3034, PSMB1:3073, MYBL2:3141, CDKN1C:3342, PSMB2:3437, ORC3:3478, PSME3:3513, TK1:3524, SEM1:3616, PSMD1:3815, CDK4:3895, CCND2:3908, ORC4:3974, JAK2:8774.5, PSMD5:8774.5, PSMB5:8774.5, AKT2:8774.5, PSMD3:8774.5, PSMD9:8774.5, PSMF1:8774.5, PSMA1:8774.5, AKT1:8774.5, PSMB6:8774.5, CDKN2A:8774.5, PSMD4:8774.5, PSMB4:8774.5, PSMD6:8774.5, UBB:8774.5, PSMD13:8774.5, PSMD12:8774.5, TFDP1:8774.5, PSMB8:8774.5, PSMB10:8774.5, ABL1:8774.5, CDK2:8774.5, CABLES1:8774.5, PPP2R1B:8774.5, SRC:8774.5, POLE2:8774.5, POLE4:8774.5, RPA2:8774.5, POLE3:8774.5, MNAT1:8774.5, POLA1:8774.5, RB1:8774.5, PPP2R3B:8774.5, PRIM1:8774.5, ORC6:8774.5, ORC2:8774.5, ORC5:8774.5, CCND3:8774.5, CDKN1A:8774.5, MYC:8774.5, CCND1:8774.5, CDKN1B:8774.5, SKP2:8774.5, CDC6:8774.5, RBL2:8774.5, TOP2A:8774.5, CDC25A:8774.5, LIN9:8774.5, LIN54:8774.5, E2F4:8774.5, LIN37:8774.5, DHFR:8774.5, CCNE1:8774.5, CCNA1:8774.5, DYRK1A:8774.5, CCNE2:8774.5, E2F3:8774.5, DBF4:8774.5, E2F2:8774.5, MCM10:8774.5, MCM2:8774.5, MCM6:8774.5, CDC7:8774.5, MCM5:8774.5, MCM4:8774.5, CDK6:8774.5, FBXO5:8774.5, CDKN2C:8774.5, CDKN2D:8774.5, CDKN2B:8774.5, MCM7:8774.5, E2F6:8774.5, PPP2R2A:8774.5, RPA1:13568, GMNN:13907, PSMB9:14005, PTK6:14360, POLA2:14557, POLE:14764, UBA52:15017, SKP1:15051, RPS27A:15057","MixOfBoth",4
"REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS",-0.0738716288699384,0.11,0.11,54,"UBE2I:7, H4C15:41, H4C14:67, H4C3:144, NUP88:177, H4C2:218, H4C13:273, NUP153:398, NUP50:547, CBX2:714, CHD3:914, NUP214:1186, RAE1:1509, SATB1:6330.5, H4C8:6330.5, H4C11:6330.5, TPR:6330.5, NDC1:6330.5, AAAS:6330.5, NUP188:6330.5, NUP93:6330.5, NUP155:6330.5, NUP43:6330.5, NUP210:6330.5, NUP42:6330.5, NUP58:6330.5, SEC13:6330.5, NUP35:6330.5, NUP62:6330.5, SUZ12:6330.5, PCGF2:6330.5, HDAC4:6330.5, SCMH1:6330.5, PHC1:6330.5, PHC2:6330.5, CBX8:6330.5, PHC3:6330.5, SATB2:6330.5, SUMO3:6330.5, NUP205:10992, RING1:11425, NUP37:11532, NUP160:11556, H4C1:12023, L3MBTL2:12161, NUP107:12180, NUP85:12204, HDAC1:12334, NUP98:12754, PIAS1:12926, NUP54:13055, NUP133:13222, SEH1L:14117, PIAS2:14656","Both",3
"REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS",-0.107479444150599,0.11,0.11,14,"GNA13:1506, GNA12:1541, MAPK3:6330.5, GNA15:6330.5, GNB5:6330.5, GNB3:6330.5, F2RL3:6330.5, ARRB1:6330.5, ARRB2:6330.5, GNA14:6330.5, F2:6330.5, F2R:6330.5, SRC:6330.5, F2RL2:13312","Unclear",0
"REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS",-0.0588301462317211,0.11,0.11,37,"UBE2I:7, NUP88:177, NUP153:398, NUP50:547, CBX2:714, NUP214:1186, RAE1:1509, TPR:6330.5, NDC1:6330.5, AAAS:6330.5, NUP188:6330.5, NUP93:6330.5, NUP155:6330.5, NUP43:6330.5, NUP210:6330.5, NUP42:6330.5, NUP58:6330.5, SEC13:6330.5, NUP35:6330.5, NUP62:6330.5, PCGF2:6330.5, SCMH1:6330.5, PHC1:6330.5, PHC2:6330.5, CBX8:6330.5, PHC3:6330.5, NOP58:6330.5, NUP205:10992, RING1:11425, NUP37:11532, NUP160:11556, NUP107:12180, NUP85:12204, NUP98:12754, NUP54:13055, NUP133:13222, SEH1L:14117","Both",3
"REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS",-0.000729315219294979,0.11,0.11,45,"RPS27A:48, UBA52:88, SCRIB:199, PSMB9:1100, PSMD5:6330.5, PSMB5:6330.5, PSMD3:6330.5, PSMD9:6330.5, PSMF1:6330.5, PSMA1:6330.5, PSMB6:6330.5, PSMA8:6330.5, PSMD4:6330.5, PSMB4:6330.5, PSMD6:6330.5, UBB:6330.5, PSMD13:6330.5, PSMD12:6330.5, PSMB8:6330.5, PSMB10:6330.5, PSMB11:6330.5, SMURF2:6330.5, PARD6A:6330.5, DVL2:6330.5, FZD3:6330.5, PRICKLE1:6330.5, FZD7:6330.5, FZD1:6330.5, FZD5:6330.5, FZD4:6330.5, FZD8:6330.5, PSMD1:11290, SEM1:11489, PSME3:11592, PSMB2:11668, PSME4:11985, PSMB1:12032, PSMB7:12192, PSMD10:12241, WNT5A:12706, PSMD8:12811, PSMD2:13827, SMURF1:13875, PSME2:14272, PSME1:14644","Herbivore",1
"REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS",-0.00442781591088104,0.11,0.11,40,"UBE2I:7, NUP88:177, NUP153:398, NUP50:547, NUP214:1186, RAE1:1509, TPR:6330.5, NDC1:6330.5, AAAS:6330.5, NUP188:6330.5, NUP93:6330.5, NUP155:6330.5, NUP43:6330.5, NUP210:6330.5, NUP42:6330.5, NUP58:6330.5, SEC13:6330.5, NUP35:6330.5, NUP62:6330.5, BIRC5:6330.5, TOP2A:6330.5, AURKA:6330.5, PIAS4:6330.5, INCENP:6330.5, AURKB:6330.5, SUMO3:6330.5, NUP205:10992, PIAS3:11051, NUP37:11532, NUP160:11556, NUP107:12180, NUP85:12204, RANGAP1:12705, NUP98:12754, NUP54:13055, NUP133:13222, TOP1:13256, SEH1L:14117, TOP2B:14174, CDCA8:14320","Both",3
"REACTOME_DEGRADATION_OF_AXIN",0.0027606562812702,0.953093417722456,0.988738453483077,38,"PSME1:461, PSME2:833, PSMD2:1278, PSMD8:2294, PSMD10:2864, PSMB7:2913, PSMB1:3073, PSME4:3120, PSMB2:3437, PSME3:3513, SEM1:3616, PSMD1:3815, PSMD5:8774.5, PSMB5:8774.5, PSMD3:8774.5, PSMD9:8774.5, PSMF1:8774.5, PSMA1:8774.5, PSMB6:8774.5, PSMA8:8774.5, PSMD4:8774.5, PSMB4:8774.5, PSMD6:8774.5, UBB:8774.5, PSMD13:8774.5, PSMD12:8774.5, PSMB8:8774.5, PSMB10:8774.5, PSMB11:8774.5, SMURF2:8774.5, AXIN1:8774.5, AXIN2:8774.5, TNKS2:8774.5, RNF146:8774.5, TNKS:8774.5, PSMB9:14005, UBA52:15017, RPS27A:15057","Herbivore",1
"REACTOME_DEGRADATION_OF_DVL",0.0148586958452493,0.751546269444067,0.917280698035166,38,"PSME1:461, PSME2:833, PSMD2:1278, PSMD8:2294, KLHL12:2661, PSMD10:2864, PSMB7:2913, PSMB1:3073, DVL3:3091, PSME4:3120, PSMB2:3437, PSME3:3513, SEM1:3616, PSMD1:3815, PSMD5:8774.5, PSMB5:8774.5, PSMD3:8774.5, PSMD9:8774.5, PSMF1:8774.5, PSMA1:8774.5, PSMB6:8774.5, PSMA8:8774.5, PSMD4:8774.5, PSMB4:8774.5, PSMD6:8774.5, UBB:8774.5, PSMD13:8774.5, PSMD12:8774.5, PSMB8:8774.5, PSMB10:8774.5, PSMB11:8774.5, DVL2:8774.5, HECW1:8774.5, DACT1:8774.5, DVL1:13770, PSMB9:14005, UBA52:15017, RPS27A:15057","Herbivore",1
"REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE",-0.0913048361264112,0.11,0.11,23,"AMER1:356, DVL1:1335, APC:6330.5, PPP2R5A:6330.5, PPP2R5B:6330.5, PPP2R5C:6330.5, CAV1:6330.5, PPP2R5D:6330.5, PPP2R1B:6330.5, GSK3B:6330.5, WNT1:6330.5, WNT3A:6330.5, CSNK1G2:6330.5, AXIN1:6330.5, FRAT1:6330.5, DVL2:6330.5, LRP6:6330.5, WNT8B:6330.5, FZD1:6330.5, LRP5:6330.5, FZD5:6330.5, DVL3:12014, WNT8A:13065","Unclear",0
"REACTOME_REGULATION_OF_FZD_BY_UBIQUITINATION",-0.0956045806668912,0.11,0.11,20,"RPS27A:48, UBA52:88, LGR4:1625, UBB:6330.5, WNT3A:6330.5, LRP6:6330.5, RSPO4:6330.5, RNF43:6330.5, LGR6:6330.5, RSPO2:6330.5, LRP5:6330.5, FZD5:6330.5, FZD6:6330.5, RSPO1:6330.5, FZD4:6330.5, FZD8:6330.5, ZNRF3:6330.5, LGR5:11452, RSPO3:12046, USP8:12522","Herbivore",1
"REACTOME_REPRESSION_OF_WNT_TARGET_GENES",-0.00492148065058889,0.11,0.11,12,"CTBP2:252, TCF7:6330.5, MYC:6330.5, TLE2:6330.5, TLE3:6330.5, TLE1:6330.5, TCF7L2:6330.5, AXIN2:6330.5, TLE4:11166, TCF7L1:11988, HDAC1:12334, LEF1:12385","Unclear",0
"REACTOME_SUMOYLATION_OF_DNA_METHYLATION_PROTEINS",-0.0349364367171434,0.11,0.11,12,"UBE2I:7, CBX2:714, PCGF2:6330.5, DNMT3A:6330.5, SCMH1:6330.5, PHC1:6330.5, PHC2:6330.5, CBX8:6330.5, PHC3:6330.5, RING1:11425, DNMT1:14840, DNMT3B:15041","Both",3
"REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS",-0.0571773017831109,0.11,0.11,10,"UBE2I:7, IKBKG:397, NFKBIA:6330.5, RELA:6330.5, PIAS4:6330.5, IKBKE:6330.5, SUMO3:6330.5, PIAS3:11051, NFKB2:11826, TOPORS:13898","Both",3
"REACTOME_SIGNALING_BY_WNT_IN_CANCER",-0.124937578027466,0.11,0.11,27,"CTBP2:252, AMER1:356, DKK1:1485, APC:6330.5, PPP2R5A:6330.5, PPP2R5B:6330.5, PPP2R5C:6330.5, PPP2R5D:6330.5, PPP2R1B:6330.5, GSK3B:6330.5, WNT3A:6330.5, AXIN1:6330.5, TCF7L2:6330.5, LRP6:6330.5, PORCN:6330.5, TNKS2:6330.5, RNF43:6330.5, KREMEN2:6330.5, DKK2:6330.5, LRP5:6330.5, FZD5:6330.5, FZD6:6330.5, TNKS:6330.5, FZD4:6330.5, FZD8:6330.5, KREMEN1:6330.5, DKK4:11211","Unclear",0
"REACTOME_SIGNALING_BY_CTNNB1_PHOSPHO_SITE_MUTANTS",-0.138708230544965,0.11,0.11,9,"AMER1:356, APC:6330.5, PPP2R5A:6330.5, PPP2R5B:6330.5, PPP2R5C:6330.5, PPP2R5D:6330.5, PPP2R1B:6330.5, GSK3B:6330.5, AXIN1:6330.5","Unclear",0
"REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES",0.118594785931003,0.0299807307439959,0.262404162773906,28,"AK4:351, AK9:861, NUDT13:972, NME1:1435, CTPS2:1673, TXN:1768, TYMS:2033, RRM2:2076, AK6:2235, GSR:2483, DTYMK:2618, DCTPP1:2686, CMPK1:2769, AK2:8774.5, RRM2B:8774.5, NME3:8774.5, NME4:8774.5, AK1:8774.5, DCTD:8774.5, AK7:8774.5, GUK1:8774.5, AK5:8774.5, AK8:8774.5, RRM1:8774.5, CTPS1:8774.5, GLRX:8774.5, TXNRD1:8774.5, NME2:8774.5","Unclear",0
"REACTOME_PRESYNAPTIC_FUNCTION_OF_KAINATE_RECEPTORS",0.041045473227964,0.727730669306664,0.906771525058683,6,"PLCB1:2265, PLCB2:2827, GNB5:8774.5, GNB3:8774.5, PLCB3:8774.5, GRIK3:8774.5","Unclear",0
"REACTOME_GPCR_LIGAND_BINDING",-0.0353975308372356,0.11,0.11,386,"TACR2:64, FSHR:125, SSTR4:127, GPR143:205, BDKRB1:239, HTR1D:243, NPBWR2:275, MTNR1B:329, GPR132:361, GPR68:412, MTNR1A:416, RXFP3:422, NTSR1:436, NPFFR1:617, VIPR1:665, NPSR1:804, CCR9:826, CHRM2:907, EDN2:1011, VIPR2:1013, AVPR1B:1035, MC3R:1057, LPAR4:1095, TAAR6:1102, GRM8:1111, OPRK1:1124, GPR37:1129, GALR1:1177, GABBR1:1244, NPFFR2:1314, HTR6:1366, ADRA2C:1434, NTSR2:1511, C5:1594, OPN3:1608, GPR35:1614, GAL:1654, HRH3:1674, PTGDR2:1678, CCR2:1692, TBXA2R:6330.5, GNB5:6330.5, GNB3:6330.5, F2RL3:6330.5, APP:6330.5, ADRA2A:6330.5, PTGIR:6330.5, PF4:6330.5, P2RY1:6330.5, F2:6330.5, F2R:6330.5, PSAP:6330.5, PDYN:6330.5, OPRM1:6330.5, GRM5:6330.5, CXCL12:6330.5, WNT1:6330.5, DHH:6330.5, WNT3A:6330.5, IHH:6330.5, SHH:6330.5, WNT10B:6330.5, CCL22:6330.5, OPRD1:6330.5, ANXA1:6330.5, CCR5:6330.5, CCR1:6330.5, PTAFR:6330.5, S1PR1:6330.5, CCL5:6330.5, C3:6330.5, CCR6:6330.5, GCG:6330.5, GCGR:6330.5, GLP1R:6330.5, CHRM3:6330.5, ADCYAP1R1:6330.5, ADCYAP1:6330.5, C5AR2:6330.5, C3AR1:6330.5, C5AR1:6330.5, ADGRE3:6330.5, FPR2:6330.5, MCHR1:6330.5, RHO:6330.5, SSTR3:6330.5, WNT16:6330.5, WNT8B:6330.5, WNT11:6330.5, FZD3:6330.5, WNT2:6330.5, WNT6:6330.5, WNT2B:6330.5, WNT10A:6330.5, FZD7:6330.5, FZD1:6330.5, WNT9B:6330.5, FZD5:6330.5, FZD6:6330.5, FZD4:6330.5, FZD8:6330.5, TACR1:6330.5, AVPR2:6330.5, ADRB2:6330.5, AGT:6330.5, TSHB:6330.5, FSHB:6330.5, OPN1LW:6330.5, OPN1SW:6330.5, OPN1MW:6330.5, CRHR2:6330.5, GRP:6330.5, GHRL:6330.5, GIP:6330.5, TAC1:6330.5, GIPR:6330.5, HEBP1:6330.5, ADRB1:6330.5, UTS2:6330.5, PTGER3:6330.5, CALCRL:6330.5, GLP2R:6330.5, PRLH:6330.5, EDN1:6330.5, SCTR:6330.5, PTHLH:6330.5, PROKR2:6330.5, OXT:6330.5, BRS3:6330.5, HTR2A:6330.5, PLPPR2:6330.5, GHRHR:6330.5, CCL1:6330.5, PPY:6330.5, GNRHR:6330.5, NMU:6330.5, CCKBR:6330.5, FZD10:6330.5, GRM6:6330.5, KISS1R:6330.5, ECE1:6330.5, PLPPR5:6330.5, PLPPR4:6330.5, CNR1:6330.5, GHRH:6330.5, PRLHR:6330.5, CRHR1:6330.5, GPR31:6330.5, HCRTR1:6330.5, OPN4:6330.5, NPY:6330.5, RAMP3:6330.5, NLN:6330.5, EDN3:6330.5, GRM4:6330.5, CXCL6:6330.5, GPR18:6330.5, OPRL1:6330.5, S1PR4:6330.5, GRPR:6330.5, FFAR2:6330.5, CCR7:6330.5, TAS2R3:6330.5, GALR3:6330.5, ACKR4:6330.5, PLPPR3:6330.5, CCL25:6330.5, RAMP1:6330.5, NMUR2:6330.5, RXFP2:6330.5, NTS:6330.5, APLNR:6330.5, HTR1B:6330.5, TAAR5:6330.5, NMBR:6330.5, GPR55:6330.5, HTR2B:6330.5, EDNRB:6330.5, HCRTR2:6330.5, LHCGR:6330.5, CXCL9:6330.5, NPFF:6330.5, SSTR1:6330.5, PTH2:6330.5, PROK1:6330.5, PTH2R:6330.5, ACKR3:6330.5, ACKR2:6330.5, UCN2:6330.5, ECE2:6330.5, CRHBP:6330.5, TAAR2:6330.5, TAAR8:6330.5, VIP:6330.5, HTR2C:6330.5, GNRH1:6330.5, CRH:6330.5, PLPPR1:6330.5, RGR:6330.5, HTR7:6330.5, DRD2:6330.5, GPHA2:6330.5, CCL28:6330.5, CYSLTR2:6330.5, HTR5A:6330.5, CXCR5:6330.5, PTH1R:6330.5, PTGER1:6330.5, HCRT:6330.5, SSTR5:6330.5, CCKAR:6330.5, PROK2:6330.5, ADORA1:6330.5, GRM2:6330.5, HTR4:6330.5, GPER1:6330.5, AVPR1A:6330.5, MC4R:6330.5, TAC3:6330.5, PTGDR:6330.5, CX3CR1:6330.5, BDKRB2:6330.5, CHRM1:6330.5, HTR1E:6330.5, CXCL11:6330.5, GPR183:6330.5, PROKR1:6330.5, DRD5:6330.5, TACR3:6330.5, TAS1R3:6330.5, GPR37L1:6330.5, ADRA1B:6330.5, ADORA2B:6330.5, TRH:6330.5, RLN3:6330.5, APLN:6330.5, PTGER4:6330.5, NMUR1:6330.5, P2RY6:6330.5, ADRA1D:6330.5, CXCR6:6330.5, INSL5:6330.5, CYSLTR1:6330.5, XCR1:6330.5, GPRC6A:6330.5, TAS1R1:6330.5, TRHR:6330.5, CMKLR1:6330.5, ADGRE1:6330.5, P2RY14:6330.5, GPR4:6330.5, HTR1A:6330.5, UCN3:6330.5, TAS1R2:6330.5, HTR1F:6330.5, GPBAR1:6330.5, CCR8:6330.5, RRH:6330.5, SSTR2:6330.5, CHRM4:6330.5, S1PR5:6330.5, AGTR2:6330.5, OXTR:6330.5, PENK:6330.5, UTS2R:6330.5, PMCH:6330.5, CCR3:6330.5, CCR4:6330.5, GPR39:6330.5, NPW:6330.5, CCR10:6330.5, LPAR5:6330.5, CHRM5:6330.5, NPY2R:6330.5, FFAR3:6330.5, TAS2R60:6330.5, PTCH1:6330.5, CXCR3:6330.5, QRFPR:6330.5, P2RY4:6330.5, FZD9:6330.5, ADRB3:6330.5, CNR2:6330.5, UTS2B:6330.5, GRM7:6330.5, NMB:6330.5, LPAR1:6330.5, SUCNR1:6330.5, NMS:6330.5, ACKR1:6330.5, S1PR3:6330.5, LTB4R:6330.5, LTB4R2:6330.5, NPS:6330.5, TAS2R41:6330.5, TAS2R40:6330.5, TAAR9:6330.5, P2RY11:6330.5, MC1R:6330.5, CCL16:6330.5, NPBWR1:6330.5, LPAR2:11014, PNOC:11026, CXCL10:11071, LPAR6:11076, OXGR1:11083, MLN:11146, GPR17:11148, CCRL2:11157, P2RY2:11196, OPN5:11279, GPR65:11288, TAS2R4:11344, CCL21:11381, TAS2R1:11464, NPY4R:11535.5, LPAR3:11715, ADM:11760, S1PR2:11770, MCHR2:11787, GRM1:11792, EDNRA:11931, PTGER2:12041, CCL20:12056, AVP:12126, GRM3:12182, CCL27:12188, FFAR4:12208, NPB:12280, F2RL1:12283, GABBR2:12361, MC5R:12483, ADRA2B:12546, DRD1:12582, LHB:12601, ADRA1A:12635, WNT5A:12706, TAS2R7:12778, RAMP2:12819, WNT9A:12996, WNT8A:13065, P2RY13:13089, GALR2:13221, F2RL2:13312, AGTR1:13343, DRD3:13350, HRH4:13424, HCAR1:13435, TAS2R39:13456, CCK:13477, PYY:13482, CXCR4:13623, GHSR:13643, NPY1R:13659, PTCH2:13695, CXCL8:13764, HRH1:13775, MLNR:13822, CGA:13831, MC2R:13859, HCAR2:13866, SMO:13938, KNG1:13955, P2RY12:13980, RXFP1:14000, GPHB5:14180, CXCR1:14182, CASR:14219, TAS2R38:14263, KEL:14287, P2RY10:14302, CXCR2:14306, FFAR1:14315, ADORA2A:14353, ADORA3:14542, TAS2R5:14574, TAAR1:14633, TAS2R42:14649, PTGFR:14704, HRH2:14708, CXCL13:14772, UCN:14782, PTH:14809, CALCR:14887, XK:14947, TAS2R10:15062","Unclear",0
"REACTOME_DEFECTIVE_GALNT3_CAUSES_HFTC",0.217962008293175,0.131129646354529,0.522205847246527,4,"MUC20:1852, MUC15:2497, MUC4:2997, GALNT3:8774.5","Unclear",0
"REACTOME_DEFECTIVE_LFNG_CAUSES_SCDO3",-0.0973436449226631,0.11,0.11,5,"LFNG:1176, NOTCH1:6330.5, NOTCH2:6330.5, NOTCH4:6330.5, NOTCH3:11337","Unclear",0
"REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TNPS",0.263651647612643,0.0411961367223042,0.31208669962317,5,"C1GALT1:725, MUC20:1852, MUC15:2497, MUC4:2997, C1GALT1C1:8774.5","Unclear",0
"REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4",0.00820246775098155,0.921648083163291,0.982276294372439,12,"PRKCB:1425, WNT5A:2399, AP2A1:3545, PRKCG:8774.5, ARRB2:8774.5, PRKCA:8774.5, AP2M1:8774.5, AP2A2:8774.5, CLTA:8774.5, CLTB:8774.5, DVL2:8774.5, FZD4:8774.5","Unclear",0
"REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING",-0.0350565153186981,0.11,0.11,41,"RPS27A:48, UBA52:88, SHC1:841, CBL:1070, JAK2:6330.5, JAK1:6330.5, PTPN11:6330.5, UBB:6330.5, PRKACA:6330.5, PIK3R2:6330.5, PTPN6:6330.5, SOS1:6330.5, PIK3CA:6330.5, VAV1:6330.5, PIK3R1:6330.5, GAB2:6330.5, STAT5A:6330.5, STAT5B:6330.5, JAK3:6330.5, IL2RG:6330.5, PIK3CD:6330.5, IL5RA:6330.5, BLNK:6330.5, CSF2RB:6330.5, IL2RB:6330.5, HCK:6330.5, RAPGEF1:6330.5, IL5:6330.5, IL2RA:6330.5, TEC:6330.5, CSF2:6330.5, INPPL1:6330.5, INPP5D:11129, IL2:11637, PIK3R3:11940, IL3RA:12952, PIK3CB:13232, LYN:13323, YES1:14214, SYK:14254, CRKL:14510","Herbivore",1
"REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD2_FZD5_AND_ROR2",-0.0528643691908998,0.11,0.11,9,"ROR2:504, AP2M1:6330.5, AP2A2:6330.5, CLTA:6330.5, CLTB:6330.5, FZD5:6330.5, ROR1:6330.5, AP2A1:11560, WNT5A:12706","Unclear",0
"REACTOME_O_LINKED_GLYCOSYLATION",-0.0285775540253478,0.11,0.11,98,"ADAMTSL3:40, ADAMTS7:62, B3GNT6:190, GALNT9:286, ST3GAL3:337, ADAMTS12:478, THSD4:588, ADAMTSL1:776, THSD1:851, ADAMTS18:1034, ADAMTS1:1266, THSD7B:1297, GALNT14:1520, SEMA5A:1662, THBS1:6330.5, DAG1:6330.5, ADAMTS16:6330.5, ADAMTS5:6330.5, ADAMTS4:6330.5, ADAMTS9:6330.5, ADAMTS2:6330.5, ADAMTS14:6330.5, ADAMTS3:6330.5, ST3GAL4:6330.5, ST3GAL1:6330.5, B4GALT6:6330.5, B4GAT1:6330.5, B3GNT3:6330.5, CFP:6330.5, THBS2:6330.5, GALNT3:6330.5, GALNT1:6330.5, THSD7A:6330.5, POMT2:6330.5, ADAMTS6:6330.5, SEMA5B:6330.5, POMGNT1:6330.5, POMT1:6330.5, LARGE1:6330.5, ADAMTS17:6330.5, ADAMTS10:6330.5, ADAMTSL4:6330.5, ADAMTS19:6330.5, SPON2:6330.5, ADAMTS13:6330.5, SBSPON:6330.5, ADAMTS15:6330.5, C1GALT1C1:6330.5, ADAMTS20:6330.5, ADAMTSL5:6330.5, ADAMTSL2:6330.5, SPON1:6330.5, ST6GALNAC4:6330.5, GALNT16:6330.5, GALNT18:6330.5, GCNT7:6330.5, GALNT5:6330.5, GALNT6:6330.5, CHST4:6330.5, GALNT13:6330.5, POMGNT2:6330.5, B3GALNT2:6330.5, LARGE2:6330.5, GALNTL6:6330.5, B3GNTL1:6330.5, B3GNT5:6330.5, GCNT4:6330.5, B3GNT8:6330.5, GALNT11:6330.5, GALNT17:6330.5, POFUT2:6330.5, B3GNT9:6330.5, GALNT4:6330.5, GALNT10:11010, ST6GAL1:11669, ADAMTS8:11918, ST6GALNAC3:12095, MUC4:12108, POMK:12369, GALNT2:12474, B3GNT7:12485, MUC15:12608, GALNT7:12756, ST6GALNAC2:13090, A4GNT:13207, MUC20:13253, B4GALT5:13474, GALNT8:13950, B3GNT2:13975, GCNT1:14111, GCNT3:14187, GALNTL5:14292, C1GALT1:14380, GALNT12:14555, ST3GAL2:14623, GALNT15:14694, B3GLCT:14864, B3GNT4:14919","Herbivore",1
"REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS",-0.16509464684323,0.11,0.11,38,"ADAMTSL3:40, ADAMTS7:62, ADAMTS12:478, THSD4:588, ADAMTSL1:776, THSD1:851, ADAMTS18:1034, ADAMTS1:1266, THSD7B:1297, SEMA5A:1662, THBS1:6330.5, ADAMTS16:6330.5, ADAMTS5:6330.5, ADAMTS4:6330.5, ADAMTS9:6330.5, ADAMTS2:6330.5, ADAMTS14:6330.5, ADAMTS3:6330.5, CFP:6330.5, THBS2:6330.5, THSD7A:6330.5, ADAMTS6:6330.5, SEMA5B:6330.5, ADAMTS17:6330.5, ADAMTS10:6330.5, ADAMTSL4:6330.5, ADAMTS19:6330.5, SPON2:6330.5, ADAMTS13:6330.5, SBSPON:6330.5, ADAMTS15:6330.5, ADAMTS20:6330.5, ADAMTSL5:6330.5, ADAMTSL2:6330.5, SPON1:6330.5, POFUT2:6330.5, ADAMTS8:11918, B3GLCT:14864","Herbivore",1
"REACTOME_MITOPHAGY",-0.0478791733702498,0.11,0.11,18,"RPS27A:48, UBA52:88, UBB:6330.5, MFN2:6330.5, SRC:6330.5, CSNK2B:6330.5, TOMM22:6330.5, SQSTM1:6330.5, PRKN:6330.5, ATG5:6330.5, ULK1:6330.5, MTERF3:6330.5, PINK1:6330.5, PGAM5:6330.5, TOMM40:11429, MFN1:12237, ATG12:13381, TOMM70:13526","Herbivore",1
"REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY",-0.033979259829142,0.11,0.11,14,"RPS27A:48, UBA52:88, UBB:6330.5, MFN2:6330.5, TOMM22:6330.5, SQSTM1:6330.5, PRKN:6330.5, ATG5:6330.5, MTERF3:6330.5, PINK1:6330.5, TOMM40:11429, MFN1:12237, ATG12:13381, TOMM70:13526","Herbivore",1
"REACTOME_UPTAKE_AND_FUNCTION_OF_ANTHRAX_TOXINS",-0.0963673057517659,0.11,0.11,8,"MAP2K2:6330.5, FURIN:6330.5, MAP2K6:6330.5, MAP2K3:6330.5, MAP2K7:6330.5, PDCD6IP:6330.5, ANTXR2:6330.5, ANTXR1:6330.5","Unclear",0
"REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS",-0.0572623646435578,0.11,0.11,26,"RPS27A:48, BIRC3:75, UBA52:88, XIAP:797, FAS:6330.5, TRADD:6330.5, BIRC2:6330.5, FASLG:6330.5, TRAF2:6330.5, FADD:6330.5, UBB:6330.5, FLOT2:6330.5, FLOT1:6330.5, HSP90AA1:6330.5, STUB1:6330.5, CDC37:6330.5, SDCBP:6330.5, PRKN:6330.5, RIPK3:6330.5, PDCD6IP:6330.5, CASP8:11087, CFLAR:11243, UBE2L3:12061, RIPK1:13418, ITCH:13978, TNFSF10:14898","Herbivore",1
