"","HI-Rho","HI-P","HI-p.adj","HI-significant","HV-Rho","HV-P","HV-p.adj","HV-significant","CH-Rho","CH-P","CH-p.adj","CH-significant","HO-Rho","HO-P","HO-p.adj","HO-significant","IV-Rho","IV-P","IV-p.adj","IV-significant","OV-Rho","OV-P","OV-p.adj","OV-significant","HI-Driver","HI-DriverNumeric","HV-Driver","HV-DriverNumeric","CH-Driver","CH-DriverNumeric","IV-Driver","IV-DriverNumeric","Herbivore_Rho","Insectivore_Rho","Herbivore_P","Insectivore_P","Herbivore_p.adj","Insectivore_p.adj","Vertivore_Rho","Vertivore_P","Vertivore_p.adj","Carnivore_Rho","Herbivore_Rho.2","Carnivore_P","Herbivore_P.2","Carnivore_p.adj","Herbivore_p.adj.2","HI-HV-Overlap","HI-CH-Overlap","HI-HO-Overlap","HI-IV-Overlap","HI-OV-Overlap","HV-CH-Overlap","HV-HO-Overlap","HV-IV-Overlap","HV-OV-Overlap","CH-HO-Overlap","CH-IV-Overlap","CH-OV-Overlap","HO-IV-Overlap","HO-OV-Overlap","IV-OV-Overlap","HI-HV-CH-Overlap","HI-HV-HO-Overlap","HI-HV-IV-Overlap","HI-HV-OV-Overlap","HI-CH-HO-Overlap","HI-CH-IV-Overlap","HI-CH-OV-Overlap","HI-HO-IV-Overlap","HI-HO-OV-Overlap","HI-IV-OV-Overlap","HV-CH-HO-Overlap","HV-CH-IV-Overlap","HV-CH-OV-Overlap","HV-HO-IV-Overlap","HV-HO-OV-Overlap","HV-IV-OV-Overlap","CH-HO-IV-Overlap","CH-HO-OV-Overlap","CH-IV-OV-Overlap","HO-IV-OV-Overlap","HI-HV-CH-HO-Overlap","HI-HV-CH-IV-Overlap","HI-HV-CH-OV-Overlap","HI-HV-HO-IV-Overlap","HI-HV-HO-OV-Overlap","HI-HV-IV-OV-Overlap","HI-CH-HO-IV-Overlap","HI-CH-HO-OV-Overlap","HI-CH-IV-OV-Overlap","HI-HO-IV-OV-Overlap","HV-CH-HO-IV-Overlap","HV-CH-HO-OV-Overlap","HV-CH-IV-OV-Overlap","HV-HO-IV-OV-Overlap","CH-HO-IV-OV-Overlap","HI-HV-CH-HO-IV-Overlap","HI-HV-CH-HO-OV-Overlap","HI-HV-CH-IV-OV-Overlap","HI-HV-HO-IV-OV-Overlap","HI-CH-HO-IV-OV-Overlap","HV-CH-HO-IV-OV-Overlap","HI-HV-CH-HO-IV-OV-Overlap","HI-HV-Delta","HI-CH-Delta","HI-HO-Delta","HI-IV-Delta","HI-OV-Delta","HV-CH-Delta","HV-HO-Delta","HV-IV-Delta","HV-OV-Delta","CH-HO-Delta","CH-IV-Delta","CH-OV-Delta","HO-IV-Delta","HO-OV-Delta","IV-OV-Delta"
"MCHR2",1.88607419131961,0.355709745783811,1,FALSE,1.62172889024296,0.62916846040538,1,FALSE,-0.725468033455187,1,1,FALSE,2.07613170762798,0.227290627921417,1,FALSE,0.0970957330760656,1,1,FALSE,0.0960898934924621,1,1,FALSE,"Herbivore",1,"Herbivore",1,"Herbivore",2,"Vertivore",2,-2.28297539913503,0.488876495624969,0.0224318175057429,0.62492913703594,0.139737636414522,0.851243350961806,0.910468649706289,0.362575407840344,0.645947034680414,1.39028955441235,-2.28297539913503,0.16444096849217,0.0224318175057429,0.368826215342838,0.139737636414522,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.186920354966101,1.84663921649326,0.134390958597119,1.26499879922067,1.26571003521102,1.65971886152716,0.321311313563219,1.07807844425457,1.07878968024492,1.98103017509038,0.581640417272596,0.580929181282245,1.39938975781779,1.40010099380814,0.000711235990351883
"FARSB",-0.417281567118499,1,1,FALSE,-1.81147407617278,0.42040499048507,1,FALSE,1.09609980230691,0.819105303480348,1,FALSE,1.58953557793326,0.671637170021886,1,FALSE,-1.42867028616486,0.918594132035427,1,FALSE,-2.88782507153166,0.0232749323813864,0.563887351721324,FALSE,"Insectivore",2,"Vertivore",2,"Carnivore",1,"Unclear",0,-0.258614086531952,-1.65503064899951,0.795933013437785,0.0979182810113884,0.917587355249862,0.368506481753795,-1.89464809523323,0.0581390384816193,0.273359886154909,-1.78624104356231,-0.258614086531952,0.0740602381858606,0.795933013437785,0.227128515211311,0.917587355249862,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.985842977431772,1.07012222884209,1.41903401186753,0.715159821653259,1.74693806518693,2.05596520627386,2.4048769892993,0.270683155778513,0.761095087755153,0.348911783025439,1.78528205049535,2.81706029402902,2.13419383352079,3.16597207705445,1.03177824353367
"KCNE4",-1.7826202411831,0.447888855741263,1,FALSE,-0.327106573516933,1,1,FALSE,0.938186384467672,1,1,FALSE,1.3454587324524,1,1,FALSE,1.02911216068213,1,1,FALSE,-1.30599807083129,1,1,FALSE,"Insectivore",2,"Herbivore",1,"Carnivore",1,"Insectivore",1,0.519615242270664,-2.27813617889814,0.603331772291866,0.0227184653020738,0.814746704747051,0.175369613117704,-0.0561525973295207,0.955220243391765,0.983191572086211,-2.3422277370042,0.519615242270664,0.0191690141915958,0.603331772291866,0.0967912916047771,0.814746704747051,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.02920358451645,1.92390081529495,2.21188585434471,1.98819504824084,0.337022768719611,0.8946972307785,1.18268226982827,0.958991463724394,0.692180815796837,0.287985039049767,0.0642942329458944,1.58687804657534,0.223690806103872,1.8748630856251,1.65117227952123
"TNFSF4",-0.918595973615323,1,1,FALSE,2.12358102116389,0.202231163627848,1,FALSE,-1.10648710512429,0.805547226801397,1,FALSE,-0.031150865435608,1,1,FALSE,2.65661062749718,0.0473583293812886,0.618236998249769,FALSE,2.1092017041521,0.209563049358123,1,FALSE,"Insectivore",2,"Vertivore",2,"Both",3,"Both",3,-0.22779616223583,-1.06466366677244,0.819804710360426,0.287028157487335,0.927007047520552,0.613638953055925,2.61395897334105,0.00894997829318181,0.111767483239509,0.946648064689365,-0.22779616223583,0.343818143094747,0.819804710360426,0.57145942497134,0.927007047520552,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.15114398257809,0.132859093214805,0.627518453924706,2.52805283178956,2.14097627001023,2.2840030757929,1.52362552865339,0.376908849211469,0.010167712567865,0.76037754713951,2.66091192500437,2.27383536322503,1.90053437786486,1.51345781608552,0.387076561779334
"MZT2B",0.408676741892596,1,1,FALSE,2.59887689363419,0.0561175852136527,0.519362749428315,FALSE,-2.86222335678863,0.0126204098917714,0.111662706281354,FALSE,0.481538186843726,1,1,FALSE,2.20920259839365,0.16296331348349,1,FALSE,2.16938254514189,0.180321918188698,1,FALSE,"Herbivore",1,"Both",3,"DoubleBoth",4,"DoubleBoth",4,-1.27190872686808,0.0689488991822016,0.203405550801265,0.945030295182523,0.480114854847264,0.980414494022883,2.08621217200619,0.0369594081498625,0.219212764085383,1.54401826053927,-1.27190872686808,0.122583908954282,0.203405550801265,0.309018313318615,0.480114854847264,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.54870537945229,2.31287564036125,0.0515208218119946,1.27316404283361,1.24500701315208,3.86158101981353,1.49718455764029,0.275541336618679,0.303698366300206,2.36439646217324,3.58603968319485,3.55788265351333,1.22164322102161,1.19348619134009,0.0281570296815274
"TMEM163",-0.358194968443768,1,1,FALSE,-1.14142519602209,1,1,FALSE,-0.329395079684821,1,1,FALSE,0.343145927170513,1,1,FALSE,-0.80570589423667,1,1,FALSE,-1.37508051654679,1,1,FALSE,"Insectivore",2,"Both",3,"Carnivore",1,"Vertivore",2,0.112732050395162,0.399800075774807,0.910242990668331,0.68930377491131,0.9636924013051,0.879896431527596,-1.06111650883946,0.288636956179553,0.580347788356759,-0.746122464417428,0.112732050395162,0.45559344016463,0.910242990668331,0.668954063055906,0.9636924013051,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.553827405150914,0.0203645966388701,0.495922903212305,0.31643801028323,0.719046666754244,0.574192001789784,1.04975030836322,0.237389394867683,0.16521926160333,0.475558306573435,0.336802606922101,0.739411263393114,0.812360913495535,1.21496956996655,0.402608656471014
"HSPB8",-1.18915020851044,1,1,FALSE,-0.417613792283456,1,1,FALSE,-0.0860559652944414,1,1,FALSE,-0.967170212168917,1,1,FALSE,0.561823088525826,1,1,FALSE,0.341910580825922,1,1,FALSE,"Herbivore",1,"Unclear",0,"Herbivore",2,"Vertivore",2,1.40039737159832,0.593580558167962,0.161394356679503,0.552792687688697,0.42625680209453,0.810365983064673,0.951338764682789,0.341432434632695,0.629069188948087,-0.272909216245844,1.40039737159832,0.784923001816225,0.161394356679503,0.8896673897719,0.42625680209453,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.545558631846468,0.780005419665876,0.156963560700856,1.23812509201091,1.08262346654857,0.234446787819408,0.388595071145612,0.692566460164443,0.537064834702102,0.62304185896502,0.458119672345035,0.302618046882694,1.08116153131006,0.925659905847714,0.155501625462341
"GEMIN6",0.841727079070514,1,1,FALSE,1.78240211144243,0.448102088663636,1,FALSE,-1.84522070372326,0.195016319909348,0.642076783683973,FALSE,1.87640030405569,0.363601997217083,1,FALSE,1.10713672269609,1,1,FALSE,0.485610864389636,1,1,FALSE,"Herbivore",1,"Unclear",0,"Both",3,"Vertivore",2,-1.81568944383927,0.0809075491297108,0.069418024263323,0.935515476313344,0.267618319136091,0.977346067906343,1.29154429908776,0.196515004456349,0.484064630594668,0.580166578171274,-1.81568944383927,0.561802289587185,0.069418024263323,0.749053114782985,0.267618319136091,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.665157694283056,1.89995899790764,0.731624453699169,0.187672958799949,0.251812190291334,2.56511669219069,0.0664667594161132,0.477484735483107,0.91696988457439,2.63158345160681,2.08763195670759,1.64814680761631,0.54395149489922,0.983436643990503,0.439485149091283
"TMEM178A",-1.95361604337882,0.304479851152273,1,FALSE,-0.533238994578762,1,1,FALSE,1.3191318565201,0.56137510409913,1,FALSE,-2.41682218618905,0.0939399802824056,1,FALSE,0.97132545208563,1,1,FALSE,1.22657119479437,1,1,FALSE,"Herbivore",1,"Herbivore",1,"Herbivore",2,"DoubleBoth",4,2.39323884383751,-0.55135291036404,0.0167003656335783,0.58139177442463,0.118363289476795,0.826864900557062,0.373083107201906,0.709086590996573,0.874041876023558,-0.421174548429915,2.39323884383751,0.673627628101005,0.0167003656335783,0.823749595987709,0.118363289476795,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.00435824304825,2.31418223313255,0.327536204668384,2.06824596601683,2.24873196155517,1.3098239900843,1.33189444771664,1.06388772296858,1.24437371850692,2.64171843780094,0.245936267115722,0.0654502715773779,2.39578217068522,2.57626816622356,0.180485995538344
"OBI1",2.53039688267849,0.068360141532265,0.488679573045368,FALSE,1.42271285391273,0.928916477162133,1,FALSE,-3.03060446546399,0.00732194223205023,0.0784336911814695,FALSE,-0.738154556615238,1,1,FALSE,-0.62120282633718,1,1,FALSE,1.9542749876695,0.304012231328444,1,FALSE,"Both",3,"Both",3,"Carnivore",1,"Insectivore",1,-1.08181645019712,2.37155702619226,0.279334095534474,0.0177133130179917,0.566886985666495,0.155029746602931,1.191630833076,0.233406029644769,0.524998461914311,3.7041543983312,-1.08181645019712,0.000212097051429107,0.279334095534474,0.00464236297283767,0.566886985666495,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.783250888152307,3.93222176345909,2.31121488738165,2.22851752583053,0.407379698750902,3.14897087530678,1.52796399922934,1.44526663767823,0.375871189401405,1.62100687607744,1.70370423762855,3.52484206470818,0.0826973615511147,1.90383518863075,1.82113782707963
"GRID2",-1.39584668058866,0.976564018830142,1,FALSE,0.59435209954075,1,1,FALSE,1.09383426808967,0.822083015309805,1,FALSE,0.994099609055241,1,1,FALSE,1.60953727368432,0.644993468974853,1,FALSE,-0.145256081204393,1,1,FALSE,"Both",3,"Vertivore",2,"Carnivore",1,"Both",3,-0.101363944668697,-1.32563422420864,0.919261557003451,0.184960884246765,0.967278595449754,0.499921789687478,0.825653113876562,0.409000896228035,0.683508468314698,-1.21009191554477,-0.101363944668697,0.226243624987969,0.919261557003451,0.444717149826701,0.967278595449754,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.4072830533387,1.76047028180141,1.68994722807883,2.12512737413567,0.884301093312765,0.353187228462705,0.282664174740131,0.717844320796965,0.522981960025936,0.0705230537225745,0.36465709233426,0.876169188488642,0.435180146056835,0.805646134766067,1.2408262808229
"ARL11",1.91498930930394,0.332963202052568,1,FALSE,1.32424295415721,1,1,FALSE,-1.10424267888947,0.808463641806994,1,FALSE,2.08366760188359,0.22314247894501,1,FALSE,-0.140270379630956,1,1,FALSE,-0.165951495625324,1,1,FALSE,"Herbivore",1,"Herbivore",1,"Unclear",0,"Unclear",0,-2.16985962139205,1.22400159494825,0.0300174820495741,0.220951625856765,0.166894156697586,0.546160367510656,0.910342216755039,0.362642060953785,0.645989584697012,1.71167403965824,-2.16985962139205,0.0869567553328848,0.0300174820495741,0.249933216537859,0.166894156697586,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.417720753685488,2.1349194128269,0.119273564522038,1.45328806314522,1.47144735441328,1.71719865914141,0.536994318207526,1.03556730945973,1.05372660072779,2.25419297734894,0.681631349681683,0.663472058413627,1.57256162766726,1.59072091893531,0.0181592912680558
"ARL14EP",0.561896635003706,1,1,FALSE,2.0366456336583,0.250113397695787,1,FALSE,-1.82098983898282,0.205825204357555,0.664085246005897,FALSE,0.839158529509739,1,1,FALSE,1.52198822381511,0.768072188574712,1,FALSE,1.37868076037465,1,1,FALSE,"Unclear",0,"Both",3,"Both",3,"Vertivore",2,-1.07797050713038,0.902083716529332,0.281046918096755,0.367012398156212,0.568370492255809,0.681900958472495,1.64114260932734,0.100767815618797,0.357128283378405,1.53687314389036,-1.07797050713038,0.124324377270713,0.281046918096755,0.311941541968915,0.568370492255809,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.04280501749673,1.68495518455357,0.196053765769845,0.678887273008713,0.577553593815318,2.72776020205031,0.846751251726887,0.36391774448802,0.465251423681414,1.88100895032342,2.36384245756229,2.26250877836889,0.482833507238867,0.381499828045473,0.101333679193395
"EPG5",0.589388078739036,1,1,FALSE,-0.385492783223088,1,1,FALSE,0.406589227139318,1,1,FALSE,-2.33275175399033,0.117967069066058,1,FALSE,-0.824104355154874,1,1,FALSE,1.38677622885487,0.993060046596366,1,FALSE,"Unclear",0,"Herbivore",1,"Unclear",0,"Insectivore",1,1.32130375820997,0.958614092848691,0.186400101377336,0.337753190309131,0.460292389278678,0.658960214458439,-0.0359247555211555,0.971342356553672,0.989082134485824,1.21509680639482,1.32130375820997,0.224329171493324,0.186400101377336,0.442133413021802,0.460292389278678,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.689344868342405,0.129258307559274,2.06626489129826,0.999490085162262,0.563838568184701,0.56008656078313,1.37692002295585,0.310145216819857,1.25318343652711,1.93700658373898,0.870231777602988,0.693096875743975,1.06677480613599,2.63010345948296,1.56332865334696
"ATP5F1A",0.42272320459032,1,1,FALSE,2.10828722773577,0.210036912383657,1,FALSE,-1.41432713051896,0.471797623800319,1,FALSE,0.499519290459122,1,1,FALSE,1.65235912275077,0.590768180254212,1,FALSE,1.73313347143367,0.498431690281966,1,FALSE,"Unclear",0,"Both",3,"Both",3,"Vertivore",2,-0.740736518732784,0.626722531293347,0.458853212352834,0.530841131919415,0.718649705977902,0.796925433665074,2.07043219764775,0.0384118892899246,0.222535644959052,1.29393130229766,-0.740736518732784,0.195689151063635,0.458853212352834,0.408577862336001,0.718649705977902,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.19187375089023,1.29899074933679,0.0543030330864147,0.869483896121804,0.926599985821408,2.49086450022702,1.13757071780381,0.322389854768423,0.26527376506882,1.35329378242321,2.1684746454586,2.2255907351582,0.815180863035389,0.872296952734993,0.0571160896996039
"HAUS1",-1.89149439490652,0.351350271018497,1,FALSE,0.114623296516181,1,1,FALSE,0.732901014721167,1,1,FALSE,-0.465483063513632,1,1,FALSE,1.60102764316361,0.656224780094355,1,FALSE,0.465405460362258,1,1,FALSE,"Insectivore",2,"Herbivore",1,"Herbivore",2,"Insectivore",1,1.24563857127589,-2.44398995403374,0.212897115052357,0.0145258310094244,0.490944563648265,0.139306853589337,0.806280745929216,0.420080989775808,0.693054471729555,-0.715624200567878,1.24563857127589,0.474223426268232,0.212897115052357,0.682382551272288,0.490944563648265,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.41853942346329,1.85572779066259,1.00834228247677,2.46958601656285,1.66657987023815,0.437188367199291,0.410197140986526,1.05104659309956,0.248040446774851,0.847385508185817,0.613858225900265,0.18914792042444,1.46124373408608,0.658237587761377,0.803006146324705
"SPC25",0.920344460194539,1,1,FALSE,1.79472343819992,0.436186645899097,1,FALSE,-2.35639310035556,0.0553601343283678,0.291515426447518,FALSE,1.29942008508698,1,1,FALSE,1.03155305588935,1,1,FALSE,0.824522669901473,1,1,FALSE,"Unclear",0,"Unclear",0,"Both",3,"Vertivore",2,-1.6011847871941,1.08295635928127,0.109335997257196,0.278827794065925,0.344389818116677,0.605509072081267,2.04944291532068,0.0404188244341319,0.229086900063885,1.31885986737039,-1.6011847871941,0.18721596522735,0.109335997257196,0.397790938126842,0.344389818116677,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.61827930467457,2.31700334923364,0.268046944943971,0.0786363521420315,0.0677562377016624,2.93528265390821,0.350232359730599,0.539642952532539,0.686035542376233,2.58505029417761,2.39563970137567,2.24924711153198,0.18941059280194,0.335803182645634,0.146392589843694
"PDE3B",2.74570217406386,0.0362289304052713,0.332869825895148,FALSE,0.183867459468729,1,1,FALSE,-1.10734015552916,0.804440667571196,1,FALSE,-0.389857162329871,1,1,FALSE,-1.96538075689055,0.296221109995862,1,FALSE,0.476078475476313,1,1,FALSE,"Both",3,"Herbivore",1,"Carnivore",1,"Both",3,-1.08598836686713,1.83563136966132,0.27748413904086,0.0664121944174533,0.565113759230217,0.303831571919983,-0.189642888153775,0.849588977125787,0.941556567926597,2.70409480667041,-1.08598836686713,0.00684907445949617,0.27748413904086,0.0497533974142241,0.565113759230217,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.81149069896932,2.72451235945403,2.2171752695768,3.33123868721006,1.60486630801295,0.913021660484716,0.405684570607477,1.51974798824074,0.206624390956373,0.507337089877239,0.606726327756023,1.11964605144109,1.11406341763326,0.612308961563851,1.72637237919711
